family,genus,species,authors,citationType,rank,hybrid,reference,publication,publicationYear,referenceCollation,publicationId,suppressed,typeLocations,collectorTeam,collectionNumber,collectionDate1,distribution,locality,id,inPowo,bhlLink,publicationYearNote,remarks,referenceRemarks,name
Lauraceae,Oreodaphne,maximilianea,Nees & Mart. ex Nees,tax. nov.,spec.,FALSE,Syst. Laur. 451. 1836 ,Syst. Laur.,1836,451,1169-2,FALSE,lectotype BR 8763853;isolectotype BR 8806468; 8764188;isolectotype GOET,Maximilian Prinz zu Wied-Neuwied,s.n.,19 Sep 1815,"Rio de Janeiro (Brazil Southeast, Brazil, Southern America)",in arenosis ad Currall de Battuba et Paulista,467815-1,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1836&rft.spage=451&rft_id=http://www.biodiversitylibrary.org/bibliography/422&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,Oreodaphne_maximilianea
Lauraceae,Oreodaphne,nitidula,Nees & Mart.,tax. nov.,spec.,FALSE,Linnaea 8: 41. 1833 ,Linnaea,1833,8: 41,703-2,FALSE,lectotype M 0111039;isolectotype GZU,Martius,s.n.,NA,"Minas Gerais (Brazil Southeast, Brazil, Southern America)","editis Serro Frio, ad Tapanhoacanga",467827-1,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1833&rft.spage=41&rft.volume=8&rft_id=http://www.biodiversitylibrary.org/bibliography/626&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,Oreodaphne_nitidula
Lauraceae,Oreodaphne,phillyreoides,Nees,tax. nov.,spec.,FALSE,Syst. Laur. 400. 1836 ,Syst. Laur.,1836,400,1169-2,FALSE,lectotype B 100185369;isolectotype B 100185367,Sellow,B 1362 c 393,NA,"São Paulo (Brazil Southeast, Brazil, Southern America)",Rio das Pedras,176078-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1836&rft.spage=400&rft_id=http://www.biodiversitylibrary.org/bibliography/422&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,Oreodaphne_phillyreoides
Lauraceae,Oreodaphne,rigens,Nees & Mart.,tax. nov.,spec.,FALSE,Linnaea 8: 40. 1833 ,Linnaea,1833,8: 40,703-2,FALSE,lectotype B 100185319;isolectotype F;isolectotype GZU,F.Sellow,1389,NA,Brazil (Southern America),NA,281708-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1833&rft.spage=40&rft.volume=8&rft_id=http://www.biodiversitylibrary.org/bibliography/626&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,Oreodaphne_rigens
Lauraceae,Oreodaphne,subtriplinervia,Meisn.,tax. nov.,spec.,FALSE,Prodr. [A. P. de Candolle] 15(1): 125. 1864 [May 1864] ,Prodr. [A. P. de Candolle],1864,15(1): 125,1051-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,176111-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/157887&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,May 1864,NA,NA,Oreodaphne_subtriplinervia
Lauraceae,Oreodaphne,tetragona,Meisn.,tax. nov.,spec.,FALSE,Vidensk. Meddel. Naturhist. Foren. Kjøbenhavn 1870: 137. ,Vidensk. Meddel. Naturhist. Foren. Kjøbenhavn,1870,1870: 137,1089-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,176116-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1870&rft.spage=137&rft.volume=1870&rft_id=http://www.biodiversitylibrary.org/bibliography/7547&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,Oreodaphne_tetragona
Lauraceae,Oreodaphne,thymelaeoides,Nees & Mart.,tax. nov.,spec.,FALSE,Linnaea 8(1): 42. 1833 ,Linnaea,1833,8(1): 42,703-2,FALSE,lectotype M 0111037;isolectotype GZU,Martius,s.n.,NA,"Minas Gerais (Brazil Southeast, Brazil, Southern America)",in Serro Frio,467883-1,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1833&rft.issue=1&rft.spage=42&rft.volume=8&rft_id=http://www.biodiversitylibrary.org/bibliography/626&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,Oreodaphne_thymelaeoides
Lauraceae,Persea,aurita,Miq.,tax. nov.,spec.,FALSE,Linnaea 22(7): 805. 1850 [May 1850] ,Linnaea,1850,22(7): 805,703-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,325627-2,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1850&rft.issue=7&rft.spage=805&rft.volume=22&rft_id=http://www.biodiversitylibrary.org/bibliography/626&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,May 1850,NA,NA,Persea_aurita
Lauraceae,Persea,lanata,Mez,tax. nov.,spec.,FALSE,Jahrb. Königl. Bot. Gart. Berlin 5: 164. 1889 ,Jahrb. Königl. Bot. Gart. Berlin,1889,5: 164,1155-2,FALSE,lectotype B 100185112,Sellow,s.n.,NA,Brazil (Southern America),NA,190679-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1889&rft.spage=164&rft.volume=5&rft_id=http://www.biodiversitylibrary.org/bibliography/79062&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,Persea_lanata
Lauraceae,Persea,psammophila,P.L.R.Moraes,tax. nov.,spec.,FALSE,Syst. Bot. 46(2): 281. 2021 [11 Aug 2021] [epublished],Syst. Bot.,2021,46(2): 281,1295-2,FALSE,holotype HRCB;isotype CEPEC;isotype HRCB,P. L. R. de Moraes and L. H. Daneu,5486,8 Dec 2019,"Bahia (Brazil Northeast, Brazil, Southern America)","Maiquinique, estrada de Macarani para Vila das Graças, apos Vila das Graças, 739 m",77234926-1,TRUE,NA,11 Aug 2021,doi:10.1600/036364421X16231782047488 Etymology: the species name refers to its occurrence in a sandy area.,[epublished],Persea_psammophila
Lauraceae,Persea,pumila,P.L.R.Moraes & R.S.Pacheco,tax. nov.,spec.,FALSE,Syst. Bot. 39(2): 405. 2014 [23 Apr 2014] [epublished],Syst. Bot.,2014,39(2): 405,1295-2,FALSE,holotype HRCB;isotype HBG,P.L.R.de Moraes &amp; J.A.Nunes,3573,5 Feb 2013,"Minas Gerais (Brazil Southeast, Brazil, Southern America)","Passa Quatro, Serra Fina, Capim Amarelo, 2045 m",77143019-1,TRUE,NA,23 Apr 2014,doi:10.1600/036364414X680889,[epublished],Persea_pumila
Lauraceae,Persea,tranninensis,Glaz.,tax. nov.,spec.,FALSE,Bull. Soc. Bot. France 59(Mém. 3g): 593. 1913 ,Bull. Soc. Bot. France,1913,59(Mém. 3g): 593,578-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,190764-2,FALSE,NA,NA,NA,NA,Persea_tranninensis
Lauraceae,Phoebe,reticulata,Mez,tax. nov.,spec.,FALSE,Arbeiten Königl. Bot. Gart. Breslau 1: 119. 1892 ,Arbeiten Königl. Bot. Gart. Breslau,1892,1: 119,1146-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,193811-2,TRUE,NA,NA,NA,NA,Phoebe_reticulata
Lauraceae,Rhodostemonodaphne,curicuriariensis,Madriñán,tax. nov.,spec.,FALSE,"Fl. Neotrop. Monogr. 92: 60 (-61; figs. 11, 15). 2004 [24 Aug 2004] ",Fl. Neotrop. Monogr.,2004,"92: 60 (-61; figs. 11, 15)",944-2,FALSE,holotype U,A. Ducke,25674,24 Oct 1932,"Amazonas (Brazil, Southern America)","Rio Negro, above mouth of Curicuriari River",60441012-2,TRUE,NA,24 Aug 2004,NA,NA,Rhodostemonodaphne_curicuriariensis
Lecythidaceae,Chytroma,mexiana,R.Knuth,tax. nov.,spec.,FALSE,"Pflanzenr. (Engler) [Heft 105], 4, Fam. 219a: 136. 1939 ",Pflanzenr. (Engler),1939,"[Heft 105], 4, Fam. 219a: 136",3295-2,FALSE,NA,NA,NA,NA,"Amazonas (Brazil, Southern America)",NA,58549-2,TRUE,NA,NA,NA,NA,Chytroma_mexiana
Lecythidaceae,Lecythis,oldemanii,Roosmalen,tax. nov.,spec.,FALSE,"25 Jaar Boom Vrijheid 90, figs. 1-4. 2004 [Oct 2004] , as 'oldemani'; et in Field Guide Woody Pl. Amazon 4: 201 (2021)",25 Jaar Boom Vrijheid,2004,"90, figs. 1-4",20019620-2,FALSE,holotype INPA,M.G.M.Van Roosmalen,L230,22 Nov 1997,"Amazonas (Brazil, Southern America)","Nova Olinda, left bank of Rio Aripuanã, at edge of farmed terra preta do Índio",60468343-2,TRUE,NA,Oct 2004,"Eponymy: I am pleased to dedicate this species to Prof. Dr. Ir. R.A.A. Oldeman with whom I have collaborated since 1980. Among many other issues, he particularly inspired me early on to focus fieldwork on the role vertebrates play as dispersers and predators of seeds and seedlings and their impact on the composition and structure of Neotropical rain forest",as 'oldemani'; et in Field Guide Woody Pl. Amazon 4: 201 (2021),Lecythis_oldemanii
Lentibulariaceae,Biovularia,brasiliensis,Kuhlm.,tax. nov.,spec.,FALSE,Repert. Spec. Nov. Regni Veg. 13: 394. 1914 ,Repert. Spec. Nov. Regni Veg.,1914,13: 394,788-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,33268-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/353669&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,Biovularia_brasiliensis
Lentibulariaceae,Utricularia,butanensis,Merl ex Luetzelb.,tax. nov.,spec.,FALSE,Estud. Bot. Nordéste 3: 219. 1923 Nomen 13.  1940. Newfoundland; Insp. Fed. Obras Secc. Publ. 57 13.  1940. Newfoundland,Estud. Bot. Nordéste,1923,3: 219,16335-2,FALSE,NA,NA,NA,NA,"Sao Paulo (Brazil, Southern America)",NA,262040-2,FALSE,NA,NA,NA,Nomen 13.  1940. Newfoundland; Insp. Fed. Obras Secc. Publ. 57 13.  1940. Newfoundland,Utricularia_butanensis
Lentibulariaceae,Utricularia,chapadensis,"Baleeiro, Gonella & R.W.Jobson",tax. nov.,spec.,FALSE,Phytotaxa 576(1): 39. 2022 [15 Dec 2022] [epublished],Phytotaxa,2022,576(1): 39,20011462-1,FALSE,holotype SPF;isotype NSW;isotype UFMT,Baleeiro &amp; Cardoso,320,28 Apr 2013,"Mato Grosso (Brazil West-Central, Brazil, Southern America);Goiás (Brazil West-Central, Brazil, Southern America);","Mato Grosso. Municipality of Chapada dos Guimarães, outside the limit of Chapada dos Guimaraes National Park, beside the track to Cave Aroe Jari, 766 m",77310100-1,TRUE,NA,15 Dec 2022,doi:10.11646/phytotaxa.576.1.2,[epublished],Utricularia_chapadensis
Lentibulariaceae,Utricularia,exigua,Merl ex Luetzelb.,tax. nov.,spec.,FALSE,Estud. Bot. Nordéste 3: 221. 1923 Nomen 13.  1940.  Newfoundland; Insp. Fed. Obras Secc. Publ. 57 13.  1940.~ Newfoundland,Estud. Bot. Nordéste,1923,3: 221,16335-2,FALSE,NA,NA,NA,NA,"Bahia &amp; Goyaz, Brazil (Southern America)",NA,262044-2,FALSE,NA,NA,NA,Nomen 13.  1940.  Newfoundland; Insp. Fed. Obras Secc. Publ. 57 13.  1940.~ Newfoundland,Utricularia_exigua
Lentibulariaceae,Utricularia,goebelii,Merl ex Luetzelb.,tax. nov.,spec.,FALSE,Estud. Bot. Nordéste 3: 220. 1923 Nomen 13.  1940.  Newfoundland; Insp. Fed. Obras Secc. Publ. 57 13.  1940.~ Newfoundland,Estud. Bot. Nordéste,1923,3: 220,16335-2,FALSE,NA,NA,NA,NA,"Bahia (Brazil, Southern America)",NA,262046-2,TRUE,NA,NA,NA,Nomen 13.  1940.  Newfoundland; Insp. Fed. Obras Secc. Publ. 57 13.  1940.~ Newfoundland,Utricularia_goebelii
Lentibulariaceae,Utricularia,hoehnei,Kuhlm.,tax. nov.,spec.,FALSE,"Relat. Commiss. Linhas Telegr. Estratég. Matto Grosso Amazonas 83. Annexo 5, Bot. 13: [1], pl. 1923 ",Relat. Commiss. Linhas Telegr. Estratég. Matto Grosso Amazonas,1923,"83. Annexo 5, Bot. 13: [1], pl",16436-2,FALSE,NA,NA,NA,NA,"Mato Grosso (Brazil, Southern America)",NA,260781-2,TRUE,NA,NA,NA,NA,Utricularia_hoehnei
Lentibulariaceae,Utricularia,janthina,Hook.f.,tax. nov.,spec.,FALSE,Bot. Mag. 122: t. 7466. 1896 ,Bot. Mag.,1896,122: t. 7466,864-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,260788-2,TRUE,NA,NA,NA,NA,Utricularia_janthina
Lentibulariaceae,Utricularia,lunaris,"Baleeiro, Gonella & R.W.Jobson",tax. nov.,spec.,FALSE,Phytotaxa 576(1): 45. 2022 [15 Dec 2022] [epublished],Phytotaxa,2022,576(1): 45,20011462-1,FALSE,holotype SPF;isotype NSW;isotype UFG,Baleeiro et al.,127,21 Mar 2012,"Goiás (Brazil West-Central, Brazil, Southern America)","Alto Paraíso de Goiás, Vale da Lua, external border of Veadeiros National Park on the way to São Jorge village, 905m",77310101-1,TRUE,NA,15 Dec 2022,"doi:10.11646/phytotaxa.576.1.2 Etymology: the specific epithet refers to the type locality Vale da Lua, Chapada dos Veadeiros, Brazil.",[epublished],Utricularia_lunaris
Lentibulariaceae,Utricularia,marcelliana,Merl ex Luetzelb.,tax. nov.,spec.,FALSE,Estud. Bot. Nordéste 3: 221. 1923 Nomen 13.  1940.  Newfoundland; Insp. Fed. Obras Secc. Publ. 57 13.  1940.~ Newfoundland,Estud. Bot. Nordéste,1923,3: 221,16335-2,FALSE,NA,NA,NA,NA,"Bahia (Brazil, Southern America)",NA,262052-2,TRUE,NA,NA,NA,Nomen 13.  1940.  Newfoundland; Insp. Fed. Obras Secc. Publ. 57 13.  1940.~ Newfoundland,Utricularia_marcelliana
Lentibulariaceae,Utricularia,obsoleta,Merl ex Luetzelb.,tax. nov.,spec.,FALSE,Estud. Bot. Nordéste 3: 221. 1923 Nomen 13.  1940.  Newfoundland; Insp. Fed. Obras Secc. Publ. 57 13.  1940.~ Newfoundland,Estud. Bot. Nordéste,1923,3: 221,16335-2,FALSE,NA,NA,NA,NA,"Piaui (Brazil, Southern America)",NA,262057-2,TRUE,NA,NA,NA,Nomen 13.  1940.  Newfoundland; Insp. Fed. Obras Secc. Publ. 57 13.  1940.~ Newfoundland,Utricularia_obsoleta
Lentibulariaceae,Utricularia,pantaneira,"Baleeiro, Gonella & R.W.Jobson",tax. nov.,spec.,FALSE,Phytotaxa 576(1): 45. 2022 [15 Dec 2022] [epublished],Phytotaxa,2022,576(1): 45,20011462-1,FALSE,holotype SPF;isotype NSW;isotype UFMT,Baleeiro &amp; Cardoso,325,6 May 2013,"Mato Grosso (Brazil West-Central, Brazil, Southern America);Mato Grosso do Sul (Brazil West-Central, Brazil, Southern America);","Mato Grosso: Santo Antônio do Leverger, 766 m",77310102-1,TRUE,NA,15 Dec 2022,"doi:10.11646/phytotaxa.576.1.2 Etymology: the specific epithet is a name in apposition of the Portuguese demonym for an inhabitant of the Pantanal, pantaneira.",[epublished],Utricularia_pantaneira
Lentibulariaceae,Utricularia,tinguensis,Merl ex Luetzelb.,tax. nov.,spec.,FALSE,Estud. Bot. Nordéste 3: 219. 1923 Nomen; Insp. Fed. Obras Secc. Publ. 57,Estud. Bot. Nordéste,1923,3: 219,16335-2,FALSE,NA,NA,NA,NA,"Bahia (Brazil, Southern America)",NA,260863-2,FALSE,NA,NA,NA,Nomen; Insp. Fed. Obras Secc. Publ. 57,Utricularia_tinguensis
Limnocharitaceae,Hydrocleys,azurea,Seub.,tax. nov.,spec.,FALSE,Fl. Bras. (Martius) 3(1): 118. 1847 [1 Jun 1847] ,Fl. Bras. (Martius),1847,3(1): 118,629-2,FALSE,lectotype M,C.F.P.Martius,s.n.,NA,Brazil (Southern America),NA,278479-2,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/135523&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,1 Jun 1847,NA,NA,Hydrocleys_azurea
Limnocharitaceae,Hydrocleys,commersonii,Rich.,tax. nov.,spec.,FALSE,Mém. Mus. Hist. Nat. 1: 368. 1815 ,Mém. Mus. Hist. Nat.,1815,1: 368,4267-2,FALSE,lectotype P,P.Commerson,NA,NA,"Rio de Janeiro (Brazil, Southern America)",NA,305681-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1815&rft.spage=368&rft.volume=1&rft_id=http://www.biodiversitylibrary.org/bibliography/50067&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,Hydrocleys_commersonii
Limnocharitaceae,Hydrocleys,grosourdyana,Pedersen,tax. nov.,spec.,FALSE,"Bot. Tidsskr. 57: 38, fig. 1. 1961 ",Bot. Tidsskr.,1961,"57: 38, fig. 1",558-2,FALSE,NA,NA,NA,NA,Venezuela &amp; Brazil,NA,125097-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1961&rft.spage=38&rft.volume=57&rft_id=http://www.biodiversitylibrary.org/bibliography/6047&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,Hydrocleys_grosourdyana
Limnocharitaceae,Hydrocleys,oblongifolia,Hoehne,tax. nov.,spec.,FALSE,"Relat. Commiss. Linhas Telegr. Estratég. Matto Grosso Amazonas 5, Bot. pt. 6: 4, pl. 122. 1915 ",Relat. Commiss. Linhas Telegr. Estratég. Matto Grosso Amazonas,1915,"5, Bot. pt. 6: 4, pl. 122",16436-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,125099-2,TRUE,NA,NA,NA,NA,Hydrocleys_oblongifolia
Loganiaceae,Spigelia,hurleyi,Fern.Casas,tax. nov.,spec.,FALSE,Fontqueria 55(5): 23 (2001). ,Fontqueria,2001,55(5): 23 (2001),2210-2,FALSE,holotype MO 3487201;isotype NY,"S.F.da Fonsêca; H.S.Irwin; R.Reis dos Santos, R.Souza",22551,24 Jan 1969,Brazil Southeast (Minas Gerais),"Serra do Espinhaço, vicinity of Datas, 1300 m",20002791-1,TRUE,NA,NA,NA,NA,Spigelia_hurleyi
Loganiaceae,Strychnos,blumenaviensis,Gilg,tax. nov.,spec.,FALSE,"Bot. Jahrb. Syst. 25(3, Beibl. 60): 36. 1898 [19 Jul 1898] ",Bot. Jahrb. Syst.,1898,"25(3, Beibl. 60): 36",553-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,247285-2,TRUE,NA,19 Jul 1898,NA,NA,Strychnos_blumenaviensis
Loganiaceae,Strychnos,calophylla,Gilg,tax. nov.,spec.,FALSE,"Bot. Jahrb. Syst. 25(3, Beibl. 60): 37. 1898 [19 Jul 1898] ",Bot. Jahrb. Syst.,1898,"25(3, Beibl. 60): 37",553-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,247292-2,TRUE,NA,19 Jul 1898,NA,NA,Strychnos_calophylla
Loganiaceae,Strychnos,concinna,Gilg,tax. nov.,spec.,FALSE,"Bot. Jahrb. Syst. 25(3, Beibl. 60): 39. 1898 [19 Jul 1898] ",Bot. Jahrb. Syst.,1898,"25(3, Beibl. 60): 39",553-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,247296-2,TRUE,NA,19 Jul 1898,NA,NA,Strychnos_concinna
Loganiaceae,Strychnos,ericetina,Barb.Rodr.,tax. nov.,spec.,FALSE,"Vellosia ed. 2, 1: 34, pl. 3, fig. B. 1891 ",Vellosia,1891,"ed. 2, 1: 34, pl. 3, fig. B",3884-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,247304-2,FALSE,NA,NA,NA,NA,Strychnos_ericetina
Loganiaceae,Strychnos,gigantea,Barb.Rodr.,tax. nov.,spec.,FALSE,"Vellosia ed. 2, 1: 37, pl. 3, fig. A. 1891 ",Vellosia,1891,"ed. 2, 1: 37, pl. 3, fig. A",3884-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,247309-2,FALSE,NA,NA,NA,NA,Strychnos_gigantea
Loganiaceae,Strychnos,kauichana,Barb.Rodr.,tax. nov.,spec.,FALSE,"Vellosia ed. 2, 1: 37. 1891 ",Vellosia,1891,"ed. 2, 1: 37",3884-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,247315-2,FALSE,NA,NA,NA,NA,Strychnos_kauichana
Loganiaceae,Strychnos,lethalis,Barb.Rodr.,tax. nov.,spec.,FALSE,"Vellosia ed. 2, 1: 38. 1891 ",Vellosia,1891,"ed. 2, 1: 38",3884-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,247317-2,FALSE,NA,NA,NA,NA,Strychnos_lethalis
Loganiaceae,Strychnos,manaoensis,Barb.Rodr.,tax. nov.,spec.,FALSE,"Vellosia ed. 2, 1: 36, pl. 5. 1891 ",Vellosia,1891,"ed. 2, 1: 36, pl. 5",3884-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,247323-2,FALSE,NA,NA,NA,NA,Strychnos_manaoensis
Loganiaceae,Strychnos,oblonga,Gilg,tax. nov.,spec.,FALSE,"Bot. Jahrb. Syst. 25(3, Beibl. 60): 37. 1898 [19 Jul 1898] ",Bot. Jahrb. Syst.,1898,"25(3, Beibl. 60): 37",553-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,247331-2,TRUE,NA,19 Jul 1898,NA,NA,Strychnos_oblonga
Loganiaceae,Strychnos,oligoneura,Gilg,tax. nov.,spec.,FALSE,"Bot. Jahrb. Syst. 25(3, Beibl. 60): 41. 1898 [19 Jul 1898] ",Bot. Jahrb. Syst.,1898,"25(3, Beibl. 60): 41",553-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,247333-2,TRUE,NA,19 Jul 1898,NA,NA,Strychnos_oligoneura
Loganiaceae,Strychnos,papilosa,Barb.Rodr.,tax. nov.,spec.,FALSE,"Vellosia ed. 2, 1: 36, pl. 4, fig. B. 1891 as papillosa",Vellosia,1891,"ed. 2, 1: 36, pl. 4, fig. B",3884-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,247337-2,FALSE,NA,NA,NA,as papillosa,Strychnos_papilosa
Loganiaceae,Strychnos,petrophila,Gilg,tax. nov.,spec.,FALSE,"Bot. Jahrb. Syst. 25(3, Beibl. 60): 39. 1898 [19 Jul 1898] ",Bot. Jahrb. Syst.,1898,"25(3, Beibl. 60): 39",553-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,247339-2,TRUE,NA,19 Jul 1898,NA,NA,Strychnos_petrophila
Loganiaceae,Strychnos,rivularia,Barb.Rodr.,tax. nov.,spec.,FALSE,"Vellosia ed. 2, 1: 35, pl. fig. B, & 4, fig. C. 1891 ",Vellosia,1891,"ed. 2, 1: 35, pl. fig. B, & 4, fig. C",3884-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,247346-2,FALSE,NA,NA,NA,NA,Strychnos_rivularia
Loganiaceae,Strychnos,romeu-belenii,Krukoff & Barneby,tax. nov.,spec.,FALSE,"Mem. New York Bot. Gard. 20(1): 22, fig. F. 1969 ",Mem. New York Bot. Gard.,1969,"20(1): 22, fig. F",719-2,FALSE,NA,NA,NA,NA,"Bahia (Brazil, Southern America)",NA,247347-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1969&rft.issue=1&rft.spage=22&rft.volume=20&rft_id=http://www.biodiversitylibrary.org/bibliography/50489&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,Strychnos_romeu-belenii
Loganiaceae,Strychnos,tonantinensis,Barb.Rodr.,tax. nov.,spec.,FALSE,"Vellosia ed. 2, 1: 38. 1891 ",Vellosia,1891,"ed. 2, 1: 38",3884-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,247361-2,FALSE,NA,NA,NA,NA,Strychnos_tonantinensis
Loganiaceae,Strychnos,urbani,Barb.Rodr.,tax. nov.,spec.,FALSE,"Vellosia ed. 2, 1: 38, pl. 4, fig. A. 1891 ",Vellosia,1891,"ed. 2, 1: 38, pl. 4, fig. A",3884-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,247366-2,FALSE,NA,NA,NA,NA,Strychnos_urbani
Loganiaceae,Strychnos,urbaniana,Gilg,tax. nov.,spec.,FALSE,"Bot. Jahrb. Syst. 25(3, Beibl. 60): 38. 1898 [19 Jul 1898] ",Bot. Jahrb. Syst.,1898,"25(3, Beibl. 60): 38",553-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,247365-2,TRUE,NA,19 Jul 1898,NA,NA,Strychnos_urbaniana
Loranthaceae,Passovia,bracteata,Caires & Dettke,tax. nov.,spec.,FALSE,Phytotaxa 490(1): 116. 2021 [10 Mar 2021] [epublished],Phytotaxa,2021,490(1): 116,20011462-1,FALSE,holotype MG MG-21651;isotype INPA INPA-1899;isotype UB UB-153241,R. Valle,s.n.,26 Dec 1955,"Amazonas (Brazil North, Brazil, Southern America)","Manaus, Residência do Dr. Costa Leite, terra firme",77216119-1,TRUE,NA,10 Mar 2021,doi:10.11646/phytotaxa.490.1.11 The epithet refers to the long foliaceous bracts subtending the triads and/or flowers.,[epublished],Passovia_bracteata
Loranthaceae,Phthirusa,murcae,Rizzini,tax. nov.,spec.,FALSE,Dusenia 3: 457. 1952 as Murcaei,Dusenia,1952,3: 457,6008-2,FALSE,NA,NA,NA,NA,"Amazonas (Brazil, Southern America)",NA,194501-2,TRUE,NA,NA,NA,as Murcaei,Phthirusa_murcae
Loranthaceae,Psittacanthus,flavoviridis,Eichler,tax. nov.,spec.,FALSE,"Fl. Bras. (Martius) 5(2): 25, 41-42. 1868 [15 Jul 1868] ",Fl. Bras. (Martius),1868,"5(2): 25, 41-42",629-2,FALSE,lectotype P B(DESTROYED) (DESTROYED),G.Gardner,435,NA,"southeast Brazil, Brazil (Southern America)",NA,308897-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/138834&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,15 Jul 1868,"isolectotype, B, destroyed",NA,Psittacanthus_flavoviridis
Loranthaceae,Struthanthus,dorothyae,Rizzini,tax. nov.,spec.,FALSE,Revista Brasil. Biol. 51(2): 457 (1991). ,Revista Brasil. Biol.,1991,51(2): 457 (1991),3736-2,FALSE,NA,NA,NA,NA,Brazil.,NA,960408-1,TRUE,NA,1991,NA,NA,Struthanthus_dorothyae
Lythraceae,Balsamona,pinto,Vand.,tax. nov.,spec.,FALSE,Fasc. Pl. 15 (lam. 3). 1771 ,Fasc. Pl.,1771,15 (lam. 3),18920-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,28816-2,TRUE,NA,NA,NA,NA,Balsamona_pinto
