name,authors,publishingAuthor,authorTeam,rank,url,family,genus,species,citationType,distribution,hybrid,hybridGenus,inPowo,linkedPublication,publication,publicationYear,publicationYearNote,referenceCollation,publicationId,recordType,reference,suppressed,topCopy,version,id,fqId,wfoId,hasNomenclaturalNotes,hasExternalLinks,hasTypeData,hasOriginalData,hasLinks,bhlLink,infraspecies,pageAsText,speciesAuthor,collectionNumber,collectorTeam,typeLocations,collectionDate1,locality,referenceRemarks,remarks,typeCoordinates,originalTaxonDistribution,basionymAuthorStr,nameStatus,typeNote,originalRemarks,otherLinks,nameStatusType,bibliographicReference,typeChosenBy,typeRemarks
Vismia_bemerguii,M.E.Berg,M.E.Berg,,spec.,/n/267259-2,Clusiaceae,Vismia,bemerguii,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,"Trab. 26 Congr. Nac. Bot., Rio de Janeiro",1977,NA,"593 (-594), fig",16112-2,citation,"Trab. 26 Congr. Nac. Bot., Rio de Janeiro 593 (-594), fig. 1977 ",FALSE,TRUE,1.3,267259-2,urn:lsid:ipni.org:names:267259-2,wfo-0001240647,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,5622,Prance et al,holotype MG,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vismia_buchtienii,Ewan,Ewan,,spec.,/n/267263-2,Clusiaceae,Vismia,buchtienii,tax. nov.,"Peru (San Martin), Bolivia &amp; Brazil (Mato Grosso)",FALSE,FALSE,TRUE,,Contr. U.S. Natl. Herb.,1962,NA,35(5): 353,605-2,citation,Contr. U.S. Natl. Herb. 35(5): 353. 1962 ,FALSE,TRUE,1.4,267263-2,urn:lsid:ipni.org:names:267263-2,wfo-0000422681,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/400138&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,400138,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vismia_cauliflora,A.C.Sm.,A.C.Sm.,,spec.,/n/267267-2,Clusiaceae,Vismia,cauliflora,tax. nov.,"Amazonas (Brazil, Southern America)",FALSE,FALSE,TRUE,,J. Arnold Arbor.,1939,NA,20: 299,981-2,citation,J. Arnold Arbor. 20: 299. 1939 ,FALSE,TRUE,1.4,267267-2,urn:lsid:ipni.org:names:267267-2,wfo-0001296201,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1939&rft.spage=299&rft.volume=20&rft_id=http://www.biodiversitylibrary.org/bibliography/480&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vismia_cearensis,Huber,Huber,,spec.,/n/267275-2,Clusiaceae,Vismia,cearensis,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Bull. Herb. Boissier,1901,NA,"ser. 2, 1: 313",573-2,citation,"Bull. Herb. Boissier ser. 2, 1: 313. 1901 ",FALSE,TRUE,1.3,267275-2,urn:lsid:ipni.org:names:267275-2,wfo-0001268365,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vismia_conduplicata,M.V.Martins & G.H.Shimizu,M.V.Martins & G.H.Shimizu,,spec.,/n/77177411-1,Clusiaceae,Vismia,conduplicata,tax. nov.,"Mato Grosso (Brazil West-Central, Brazil, Southern America)",FALSE,FALSE,TRUE,,Phytotaxa,2018,9 Feb 2018,338(1): 126,20011462-1,citation,Phytotaxa 338(1): 126. 2018 [9 Feb 2018] [epublished],FALSE,TRUE,1.1,77177411-1,urn:lsid:ipni.org:names:77177411-1,wfo-0001318501,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,14492,"V.C.Souza, J.P.Souza, A.R.Duarte &amp; F.F.Mazine",holotype ESA ESA43012;isotype BHCB;isotype FUEL;isotype INPA;isotype MBM;isotype PEL;isotype SPSF;isotype UEC,19 Mar 1997,"Luciara, Estrada para a Mata do Coco, ca. 16 km N de Luciara, Fazenda Três Pontas do Araguaia, 140 m",[epublished],doi:10.11646/phytotaxa.338.1.11,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vismia_glaziovii,Ruhland,Ruhland,,spec.,/n/267289-2,Clusiaceae,Vismia,glaziovii,tax. nov.,"Goyaz, Brazil",FALSE,FALSE,TRUE,,Bot. Jahrb. Syst.,1901,12 Mar 1901,"30(1, Beibl. 67): 27",553-2,citation,"Bot. Jahrb. Syst. 30(1, Beibl. 67): 27. 1901 [12 Mar 1901] ",FALSE,TRUE,1.4,267289-2,urn:lsid:ipni.org:names:267289-2,wfo-0001295797,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vismia_guaramirangae,Huber,Huber,,spec.,/n/267291-2,Clusiaceae,Vismia,guaramirangae,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Bull. Herb. Boissier,1901,NA,"ser. 2, 1: 313",573-2,citation,"Bull. Herb. Boissier ser. 2, 1: 313. 1901 ",FALSE,TRUE,1.3,267291-2,urn:lsid:ipni.org:names:267291-2,wfo-0001295799,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vismia_lateriflora,Ducke,Ducke,,spec.,/n/267306-2,Clusiaceae,Vismia,lateriflora,tax. nov.,"Amazonas &amp; Matto Grosso, Brazil (Southern America)",FALSE,FALSE,TRUE,,Arq. Serv. Florest.,1939,NA,1: 33,8356-2,citation,Arq. Serv. Florest. 1: 33. 1939 ,FALSE,TRUE,1.3,267306-2,urn:lsid:ipni.org:names:267306-2,wfo-0001296107,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vismia_micrantha,Mart.,Mart.,,spec.,/n/434151-1,Clusiaceae,Vismia,micrantha,tax. nov.,"Minas Gerais (Brazil, Southern America)",FALSE,FALSE,TRUE,,Reise Bras. (Spix & Mart.),1828,Apr-Jun 1828,2: 552,1469-2,citation,Reise Bras. (Spix & Mart.) 2: 552. 1828 [Apr-Jun 1828] ,FALSE,TRUE,1.7,434151-1,urn:lsid:ipni.org:names:434151-1,NA,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1828&rft.spage=552&rft.volume=2&rft_id=http://www.biodiversitylibrary.org/bibliography/16406&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Volume Date: preface p. [iv] shows the signed date 29 Feb 1828; a reference to vol. 2 is given in: Flora 11(pt. 2, no. 25): 385-396. 7 Jul 1828; the protologue of V. micrantha is repeated verbatim on p. 395.",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vismia_sprucei,Sprague,Sprague,,spec.,/n/267333-2,Clusiaceae,Vismia,sprucei,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Trans. & Proc. Bot. Soc. Edinburgh,1905,NA,22: 428,5426-2,citation,Trans. & Proc. Bot. Soc. Edinburgh 22: 428. 1905 ,FALSE,TRUE,1.3,267333-2,urn:lsid:ipni.org:names:267333-2,wfo-0000418665,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1905&rft.spage=428&rft.volume=22&rft_id=http://www.biodiversitylibrary.org/bibliography/5593&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
