name,authors,publishingAuthor,authorTeam,rank,url,family,genus,species,citationType,distribution,hybrid,hybridGenus,inPowo,linkedPublication,publication,publicationYear,referenceCollation,publicationId,recordType,reference,suppressed,topCopy,version,id,fqId,wfoId,hasNomenclaturalNotes,hasExternalLinks,hasTypeData,hasOriginalData,hasLinks,infraspecies,speciesAuthor,bhlLink,collectionNumber,collectorTeam,collectionDate1,locality,publicationYearNote,referenceRemarks,remarks,typeLocations,typeCoordinates,pageAsText,originalTaxonDistribution,typeNote,originalBasionymAuthorTeam,originalHybridParentage,typeRemarks,originalRemarks,bibliographicTypeInfo,typeName,nameStatus,nameStatusType,collectionDate2
Mauritiella_disticha,"E.M.B.Prata, A.V.G.Oliveira, Cohn-Haft, Emilio & C.D.Bacon","E.M.B.Prata, A.V.G.Oliveira, Cohn-Haft, Emilio & C.D.Bacon",,spec.,/n/77254996-1,Arecaceae,Mauritiella,disticha,tax. nov.,"Amazonas (Brazil North, Brazil, Southern America)",FALSE,FALSE,TRUE,,Syst. Bot.,2021,46(3): 868,1295-2,citation,Syst. Bot. 46(3): 868. 2021 [25 Oct 2021] [epublished],FALSE,TRUE,1.1,77254996-1,urn:lsid:ipni.org:names:77254996-1,wfo-1000027842,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,1085,E.M.B.Prata &amp; M.Cohn-Haft,14 Sep 2011,"Apuí municipality, Rodovia Transamazônica (Apuí-Humaitá)",25 Oct 2021,[epublished],doi:10.1600/036364421X16312067913543,holotype INPA 259235,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oenocarpus_× andersonii,Balick,Balick,,spec.,/n/971655-1,Arecaceae,Oenocarpus,andersonii,tax. nov.,Brazil North (Amazonas).,TRUE,FALSE,TRUE,,"Bol. Mus. Paraense Emilio Goeldi, N.S., Bot.",1991,7(2): 506,1871-2,citation,"Bol. Mus. Paraense Emilio Goeldi, N.S., Bot. 7(2): 506. 1991 ",FALSE,TRUE,1.4,971655-1,urn:lsid:ipni.org:names:971655-1,wfo-0000254531,FALSE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,1991,NA,NA,NA,,NA,Brazil North (Amazonas).,NA,NA,(O. bacaba × minor).,NA,NA,NA,NA,NA,NA,NA
Sabal_peregrina,L.H.Bailey,L.H.Bailey,,spec.,/n/224828-2,Arecaceae,Sabal,peregrina,tax. nov.,"Florida, Martinique, Colombia, Brazil (Rio de Janeiro).  Known only in~ cultivation",FALSE,FALSE,TRUE,,Gentes Herbarum,1944,"6: 400, fig. 208, 209",1546-2,citation,"Gentes Herbarum 6: 400, fig. 208, 209. 1944 ",FALSE,TRUE,1.4,224828-2,urn:lsid:ipni.org:names:224828-2,wfo-0000299305,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scheelea_anizitziana,Barb.Rodr.,Barb.Rodr.,,spec.,/n/228929-2,Arecaceae,Scheelea,anizitziana,tax. nov.,"Mato Grosso (Brazil, Southern America)",FALSE,FALSE,FALSE,,Palm. Mattogross. Nov.,1898,63 (t. 20),16444-2,citation,Palm. Mattogross. Nov. 63 (t. 20). 1898 ,FALSE,TRUE,1.3,228929-2,urn:lsid:ipni.org:names:228929-2,wfo-0000305532,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,T. 20,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scheelea_lauromulleriana,Barb.Rodr.,Barb.Rodr.,,spec.,/n/228939-2,Arecaceae,Scheelea,lauromulleriana,tax. nov.,"Cultivated: Jardim Botanico Rio Janeiro, Brazil (Southern America)",FALSE,FALSE,TRUE,,Contr. Jard. Bot. Rio de Janeiro,1907,4: 108 (t. 25),3500-2,citation,Contr. Jard. Bot. Rio de Janeiro 4: 108 (t. 25). 1907 ,FALSE,TRUE,1.3,228939-2,urn:lsid:ipni.org:names:228939-2,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1907&rft.spage=108&rft.volume=4&rft_id=http://www.biodiversitylibrary.org/bibliography/68943&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,s.n.,B.E.Dahlgren,NA,NA,NA,NA,"Glassman designated Dahlgren s.n. as the lectotype; however, in 1972, he cited T. 25 as the type.",neotype F,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scheelea_lauromulleriana,Barb.Rodr.,Barb.Rodr.,,spec.,/n/319696-2,Arecaceae,Scheelea,lauromulleriana,tax. nov.,Brazil (Southern America),FALSE,FALSE,FALSE,,Contr. Jard. Bot. Rio de Janeiro,1907,4: 108 (t. 25),3500-2,citation,Contr. Jard. Bot. Rio de Janeiro 4: 108 (t. 25). 1907 ,FALSE,TRUE,1.2,319696-2,urn:lsid:ipni.org:names:319696-2,wfo-0000305561,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1907&rft.spage=108&rft.volume=4&rft_id=http://www.biodiversitylibrary.org/bibliography/68943&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,s. n.,Dahlgren,NA,NA,NA,NA,[Gandhi 26 Apr 2000] Glassman (Phytologia 37: 233. 1977) designated Dahlgren s.n. (made in 1926) as the lectotype,lectotype F,,NA,NA,T. 25,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scheelea_osmantha,Barb.Rodr.,Barb.Rodr.,,spec.,/n/228946-2,Arecaceae,Scheelea,osmantha,tax. nov.,"Cultivated: Jard. Bot. Rio de Jan., Brazil (Southern America)",FALSE,FALSE,FALSE,,Pl. Jard. Rio de Janeiro,1894,4: 24,3655-2,citation,Pl. Jard. Rio de Janeiro 4: 24. 1894 ,FALSE,TRUE,1.3,228946-2,urn:lsid:ipni.org:names:228946-2,wfo-0000305575,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,16487,A.F.M.Glaziou,NA,NA,NA,NA,"Glassman (Phaner. Monogr. 6: 204. 1972) cited the following as the type: Barb. Rodr., Sert. Palm. Brasil. 2: t. 43. 1903.",lectotype MO;isotype BR;isotype F;isotype P,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scheelea_osmantha,Barb.Rodr.,Barb.Rodr.,,spec.,/n/319709-2,Arecaceae,Scheelea,osmantha,tax. nov.,"Cultivated: Jard. Bot. Rio de Jan., Brazil (Southern America)",FALSE,FALSE,TRUE,,Pl. Jard. Rio de Janeiro,1894,4: 24,3655-2,citation,Pl. Jard. Rio de Janeiro 4: 24. 1894 ,FALSE,TRUE,1.2,319709-2,urn:lsid:ipni.org:names:319709-2,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,[Gandhi 26 Apr 2000],NA,,NA,NA,Pl. Jard. Rio de Janeiro 5: t. 4B. 1896.,NA,NA,NA,NA,NA,NA,NA,NA,NA
Syagrus_× altopalacioensis,K.Soares & L.C.Assis,K.Soares & L.C.Assis,,spec.,/n/77140442-1,Arecaceae,Syagrus,altopalacioensis,tax. nov.,"Minas Gerais (Brazil Southeast, Brazil, Southern America)",TRUE,FALSE,TRUE,,Palms (1999+),2014,58(2): 88,18729-2,citation,Palms (1999+) 58(2): 88. 2014 [16 Jun 2014] ,FALSE,TRUE,1.1,77140442-1,urn:lsid:ipni.org:names:77140442-1,wfo-0001316688,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,57,"K.Soares, L.Assis &amp; A.G.Vieira",16 Jun 2013,"Município de Santana do Riacho, Fazenda Alto do Palácio, near to Cachoeira do Coronel",16 Jun 2014,NA,NA,holotype HDCF,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Syagrus_× andrequiceana,K.Soares & L.C.Assis,K.Soares & L.C.Assis,,spec.,/n/77140443-1,Arecaceae,Syagrus,andrequiceana,tax. nov.,"Minas Gerais (Brazil Southeast, Brazil, Southern America)",TRUE,FALSE,TRUE,,Palms (1999+),2014,58(2): 90,18729-2,citation,Palms (1999+) 58(2): 90. 2014 [16 Jun 2014] ,FALSE,TRUE,1.2,77140443-1,urn:lsid:ipni.org:names:77140443-1,wfo-0001316689,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,46,"K.Soares, L.Assis &amp; A.G.Vieira",17 Oct 2012,"Município de Datas, near Córrego Andrequicé",16 Jun 2014,NA,NA,holotype HDCF,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Syagrus_× cipoensis,K.Soares & L.C.Assis,K.Soares & L.C.Assis,,spec.,/n/77166220-1,Arecaceae,Syagrus,cipoensis,tax. nov.,"Minas Gerais (Brazil Southeast, Brazil, Southern America)",TRUE,FALSE,TRUE,,Princeps,2015,1: 117,20022485-1,citation,Princeps 1: 117. 2015 [Dec 2015] ,FALSE,TRUE,1.1,77166220-1,urn:lsid:ipni.org:names:77166220-1,wfo-0001316690,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,62,K.Soares &amp; L.Assis,28 Oct 2015,"Municipio de Conceção do Mato Dentro, near the district of Tabuleiro",Dec 2015,NA,NA,holotype HDCF;isotype BHCB,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Syagrus_× costae,Glassman,Glassman,,spec.,/n/290443-2,Arecaceae,Syagrus,costae,tax. nov.,"Pernambuco, Brazil (Southern America)",TRUE,FALSE,TRUE,,"Fieldiana, Bot.",1970,"32: 244, figs. 9-14",626-2,citation,"Fieldiana, Bot. 32: 244, figs. 9-14. 1970 ",FALSE,TRUE,1.1.2.1.1.1,290443-2,urn:lsid:ipni.org:names:290443-2,wfo-0000317844,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Syagrus coronata X oleracea,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Syagrus_× lacerdamourae,K.Soares & C.A.Guim.,K.Soares & C.A.Guim.,,spec.,/n/77140444-1,Arecaceae,Syagrus,lacerdamourae,tax. nov.,"Bahia (Brazil Northeast, Brazil, Southern America)",TRUE,FALSE,TRUE,,Palms (1999+),2014,58(2): 93,18729-2,citation,Palms (1999+) 58(2): 93. 2014 [16 Jun 2014] ,FALSE,TRUE,1.2,77140444-1,urn:lsid:ipni.org:names:77140444-1,wfo-0001316691,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,54,"K.Soares, J.Santos, L.Assis, C.Guimarães",22 Oct 2013,"Itapetinga, Fazenda Atalaia",16 Jun 2014,NA,; Name for José Inácio Lacerda Moura.,holotype HDCF,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Syagrus_lofgrenii,Glassman,Glassman,,spec.,/n/246951-2,Arecaceae,Syagrus,lofgrenii,tax. nov.,"Sao Paulo (Brazil, Southern America)",FALSE,FALSE,FALSE,,"Fieldiana, Bot.",1967,"31: 240, fig. 4",626-2,citation,"Fieldiana, Bot. 31: 240, fig. 4. 1967 ",FALSE,TRUE,1.1.2.1,246951-2,urn:lsid:ipni.org:names:246951-2,NA,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Syagrus_× mirandana,Noblick,Noblick,,spec.,/n/60458563-2,Arecaceae,Syagrus,mirandana,tax. nov.,"Bahia (Brazil Northeast, Brazil, Southern America)",TRUE,FALSE,TRUE,,Palms (1999+),2012,"56(2): 57, figs. 1-4",18729-2,citation,"Palms (1999+) 56(2): 57, figs. 1-4. 2012 [15 Jun 2012] ",FALSE,TRUE,1.1.2.1,60458563-2,urn:lsid:ipni.org:names:60458563-2,wfo-0001316736,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,4613,L. R. Noblick &amp; J. L. dos S. Lima,7 Oct 1988,Mun. de Sento Se ...,15 Jun 2012,NA,Eponymy: Dr. E. E. Miranda,holotype CEPEC;isotype F;isotype CPATSA;isotype BAH;isotype MO;isotype NY;isotype US,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Syagrus_× serroana,K.Soares & L.C.Assis,K.Soares & L.C.Assis,,spec.,/n/77140445-1,Arecaceae,Syagrus,serroana,tax. nov.,"Minas Gerais (Brazil Southeast, Brazil, Southern America)",TRUE,FALSE,TRUE,,Palms (1999+),2014,58(2): 95,18729-2,citation,Palms (1999+) 58(2): 95. 2014 [16 Jun 2014] ,FALSE,TRUE,1.1,77140445-1,urn:lsid:ipni.org:names:77140445-1,wfo-0001316692,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,48,"K.Soares, L.Assis &amp; A.G.Vieira",26 Apr 2012,"Serro, próximo ao Rio do Peixe",16 Jun 2014,NA,NA,holotype HDCF,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Syagrus_× teixeiriana,Glassman,Glassman,,spec.,/n/290435-2,Arecaceae,Syagrus,teixeiriana,tax. nov.,"Sao Paulo (Brazil, Southern America)",TRUE,FALSE,TRUE,,"Fieldiana, Bot.",1968,"32: 27, fig. 10-15",626-2,citation,"Fieldiana, Bot. 32: 27, fig. 10-15. 1968 ",FALSE,TRUE,1.1.2.1.1.1,290435-2,urn:lsid:ipni.org:names:290435-2,wfo-0000317893,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Syagrus oleracea X romanzoffiana,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
