name,authors,publishingAuthor,authorTeam,rank,url,family,genus,species,citationType,distribution,hybrid,hybridGenus,infraspecies,inPowo,pageAsText,linkedPublication,publication,publicationYear,publicationYearNote,referenceCollation,publicationId,recordType,reference,suppressed,topCopy,version,id,fqId,wfoId,hasNomenclaturalNotes,hasExternalLinks,hasTypeData,hasOriginalData,hasLinks,bhlLink,collectorTeam,collectionDate1,locality,typeLocations,collectionNumber,speciesAuthor,remarks,referenceRemarks,typeCoordinates,basionymAuthorStr,typeNote,nameStatus,nameStatusType,originalTaxonDistribution,originalBasionymAuthorTeam,originalRemarks,bibliographicReference,bibliographicTypeInfo,typeChosenBy,collectionDate2,typeRemarks,typeName
Aspilia_simpsoniae,H.Rob.,H.Rob.,,spec.,/n/272767-2,Asteraceae,Aspilia,simpsoniae,tax. nov.,Brazil (Southern America),FALSE,FALSE,NA,TRUE,NA,,Phytologia,1984,NA,"56: 271 (-272), fig",1034-2,citation,"Phytologia 56: 271 (-272), fig. 1984 ",FALSE,TRUE,1.4,272767-2,urn:lsid:ipni.org:names:272767-2,wfo-0000030816,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1984&rft.spage=271&rft.volume=56&rft_id=http://www.biodiversitylibrary.org/bibliography/12678&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,B.B.Simpson,NA,NA,holotype US,8594,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aspilia_tomentosa,Baker,Baker,,spec.,/n/306911-2,Asteraceae,Aspilia,tomentosa,tax. nov.,"Minas Gerais (Brazil, Southern America)",FALSE,FALSE,NA,TRUE,140059,,Fl. Bras. (Martius),1884,1 May 1884,6(3): 199,629-2,citation,Fl. Bras. (Martius) 6(3): 199. 1884 [1 May 1884] ,FALSE,TRUE,1.6,306911-2,urn:lsid:ipni.org:names:306911-2,wfo-0000019998,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/140059&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aster_calocephalus,Malme,Malme,,spec.,/n/23163-2,Asteraceae,Aster,calocephalus,tax. nov.,Brazil (Southern America),FALSE,FALSE,NA,TRUE,NA,,Kongl. Svenska Vetensk.-Akad. Handl.,1899,NA,"32(5): 47, pl. 4, fig. 13",20010256-1,citation,"Kongl. Svenska Vetensk.-Akad. Handl. 32(5): 47, pl. 4, fig. 13. 1899 ",FALSE,TRUE,1.1.2.1.1.3,23163-2,urn:lsid:ipni.org:names:23163-2,wfo-0000079773,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1899&rft.issue=5&rft.spage=47&rft.volume=32&rft_id=http://www.biodiversitylibrary.org/bibliography/50688&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aster_camporum,Gardner,Gardner,,spec.,/n/305029-2,Asteraceae,Aster,camporum,tax. nov.,"Estado Goias, Brazil (Southern America)",FALSE,FALSE,NA,TRUE,NA,,London J. Bot.,1848,NA,7: 79,704-2,citation,London J. Bot. 7: 79. 1848 ,FALSE,TRUE,1.2.2.1.1.3,305029-2,urn:lsid:ipni.org:names:305029-2,wfo-0000002208,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1848&rft.spage=79&rft.volume=7&rft_id=http://www.biodiversitylibrary.org/bibliography/235&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,G.Gardner,NA,NA,holotype BM,4237,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aster_decumbens,Baker,Baker,,spec.,/n/23295-2,Asteraceae,Aster,decumbens,tax. nov.,Brazil (Southern America),FALSE,FALSE,NA,TRUE,139926,,Fl. Bras. (Martius),1882,1 Jul 1882,"6(3): 24, t. 8, fig. 2",629-2,citation,"Fl. Bras. (Martius) 6(3): 24, t. 8, fig. 2. 1882 [1 Jul 1882] ",FALSE,TRUE,1.3.2.1.1.6,23295-2,urn:lsid:ipni.org:names:23295-2,NA,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/139926&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aster_psammophilus,Klatt,Klatt,,spec.,/n/23976-2,Asteraceae,Aster,psammophilus,tax. nov.,"Bei Laguna, Santa Catarina (Brazil, Southern America)",FALSE,FALSE,NA,TRUE,NA,,Arbeit. Bot. Mus. Hamburg,1890,NA,4,17615-2,citation,Arbeit. Bot. Mus. Hamburg 4. 1890 Jahrb. Hamb. Wiss. Anstalt 9: 126.  1892,FALSE,TRUE,1.1.2.1.1.1,23976-2,urn:lsid:ipni.org:names:23976-2,NA,TRUE,TRUE,TRUE,FALSE,FALSE,NA,E.H.G.Ule,NA,NA,NA,1595,NA,NA,Jahrb. Hamb. Wiss. Anstalt 9: 126.  1892,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aster_trianthus,Vell.,Vell.,,spec.,/n/182479-1,Asteraceae,Aster,trianthus,tax. nov.,"Paraná (Brazil, Southern America)",FALSE,FALSE,NA,TRUE,NA,,Fl. Flumin. Icon.,1831,1827 publ. 29 Oct 1831,8: t. 120,12892-2,citation,Fl. Flumin. Icon. 8: t. 120. 1831 [1827 publ. 29 Oct 1831] ,FALSE,TRUE,1.2.2.1.1.1,182479-1,urn:lsid:ipni.org:names:182479-1,wfo-0001276989,FALSE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,"Lectotype: Vellozo (l.c.), t. 120",NA,NA,NA,NA,Bras,Sida 21(4): 2027. 2005 [21 Dec 2005] ,Published illustration,Pruski,NA,NA,NA
Aster_warmingii,Baker,Baker,,spec.,/n/302310-2,Asteraceae,Aster,warmingii,tax. nov.,"in campis ad Lagoa Santa, Minas Gerais (Brazil, Southern America)",FALSE,FALSE,NA,TRUE,139347,,Fl. Bras. (Martius),1882,1 Jul 1882,6(3): 23,629-2,citation,Fl. Bras. (Martius) 6(3): 23. 1882 [1 Jul 1882] ,FALSE,TRUE,1.2.2.1.1.5,302310-2,urn:lsid:ipni.org:names:302310-2,wfo-0000124181,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/139347&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,J.E.B.Warming,NA,NA,lectotype C;isotype GH;isotype MO,550,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austroeupatorium_cordatoacuminatum,H.Rob.,H.Rob.,,spec.,/n/60445122-2,Asteraceae,Austroeupatorium,cordatoacuminatum,tax. nov.,"Espirito Santo (Brazil, Southern America)",FALSE,FALSE,NA,TRUE,NA,,Phytologia,2006,Sep 2006,88(2): 136 (-138; fig. 1),1034-2,citation,Phytologia 88(2): 136 (-138; fig. 1). 2006 [Sep 2006] ,FALSE,TRUE,1.2,60445122-2,urn:lsid:ipni.org:names:60445122-2,wfo-0000132006,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=2006&rft.issue=2&rft.spage=136&rft.volume=88&rft_id=http://www.biodiversitylibrary.org/bibliography/12678&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,18 May 1999,Forno Grande (Mun. Castelo),holotype MBM;isotype US,NA,NA,as cordato-acuminatum,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baccharis_chachapoyasensis,Cuatrec.,Cuatrec.,,spec.,/n/27867-2,Asteraceae,Baccharis,chachapoyasensis,tax. nov.,"Amazonas (Brazil, Southern America)",FALSE,FALSE,NA,TRUE,NA,,Proc. Biol. Soc. Washington,1964,NA,77: 138,1044-2,citation,Proc. Biol. Soc. Washington 77: 138. 1964 ,FALSE,TRUE,1.3,27867-2,urn:lsid:ipni.org:names:27867-2,wfo-0000033389,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1964&rft.spage=138&rft.volume=77&rft_id=http://www.biodiversitylibrary.org/bibliography/3622&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baccharis_dutaillyana,Glaz.,Glaz.,,spec.,/n/27906-2,Asteraceae,Baccharis,dutaillyana,tax. nov.,Brazil (Southern America),FALSE,FALSE,NA,TRUE,NA,,Bull. Soc. Bot. France,1910,NA,57(Mém. 3e): 402,578-2,citation,Bull. Soc. Bot. France 57(Mém. 3e): 402. 1910 ,FALSE,TRUE,1.4,27906-2,urn:lsid:ipni.org:names:27906-2,wfo-0000035658,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baccharis_fluminensis,Glaz.,Glaz.,,spec.,/n/27918-2,Asteraceae,Baccharis,fluminensis,tax. nov.,Brazil (Southern America),FALSE,FALSE,NA,TRUE,NA,,Bull. Soc. Bot. France,1910,NA,57(Mém. 3e): 400,578-2,citation,Bull. Soc. Bot. France 57(Mém. 3e): 400. 1910 ,FALSE,TRUE,1.4,27918-2,urn:lsid:ipni.org:names:27918-2,wfo-0000049895,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baccharis_× hoehneana,Malag.,Malag.,,spec.,/n/183355-1,Asteraceae,Baccharis,hoehneana,tax. nov.,"São Paulo (Brazil Southeast, Brazil, Southern America)",TRUE,FALSE,NA,TRUE,NA,,Contr. Inst. Geobiol. La Salle Canoas,1954,NA,3: 5,3456-2,citation,Contr. Inst. Geobiol. La Salle Canoas 3: 5. 1954 ,FALSE,TRUE,1.5,183355-1,urn:lsid:ipni.org:names:183355-1,wfo-0000115217,FALSE,TRUE,TRUE,TRUE,FALSE,NA,W.Hoehne,11 Apr 1949,NA,lectotype RB,2286,NA,NA,NA,,NA,NA,NA,NA,NA,NA,Bras. (S. Paulo),Novon 20(1): 41. 2010 [18 Mar 2010] ,NA,"G.Heiden, Baumgratz &amp; R.Esteves",NA,NA,NA
Baccharis_× paulopolitana,Malag. & W.Hoehne,Malag. & W.Hoehne,,spec.,/n/183571-1,Asteraceae,Baccharis,paulopolitana,tax. nov.,"São Paulo (Brazil Southeast, Brazil, Southern America)",TRUE,FALSE,NA,TRUE,NA,,Bol. Inform. Inst. Geobiol. La Salle,1949,NA,2: 17,3455-2,citation,Bol. Inform. Inst. Geobiol. La Salle 2: 17. 1949 ,FALSE,TRUE,1.6,183571-1,urn:lsid:ipni.org:names:183571-1,wfo-0000004455,FALSE,TRUE,TRUE,TRUE,FALSE,NA,W.Hoehen,2 Apr 1946,NA,lectotype RB,2096,NA,NA,NA,,NA,NA,NA,NA,NA,NA,Bras. (S. Paulo). Illus,Novon 20(1): 42. 2010 [18 Mar 2010] ,NA,"G.Heiden, Baumgratz &amp; R.Esteves",NA,NA,NA
Baccharis_perplexa,Malag. & J.Vidal,Malag. & J.Vidal,,spec.,/n/28077-2,Asteraceae,Baccharis,perplexa,tax. nov.,"Paraná (Brazil, Southern America)",FALSE,FALSE,NA,TRUE,NA,,Contr. Inst. Geobiol. La Salle Canoas,1957,NA,no. 8: 38,3456-2,citation,Contr. Inst. Geobiol. La Salle Canoas no. 8: 38. 1957 ,FALSE,TRUE,1.3,28077-2,urn:lsid:ipni.org:names:28077-2,wfo-0000022436,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baccharis_polycephala,Sch.Bip.,Sch.Bip.,,spec.,/n/314721-2,Asteraceae,Baccharis,polycephala,tax. nov.,Brazil (Southern America),FALSE,FALSE,NA,TRUE,116665,,Linnaea,1859,NA,30: 181,703-2,citation,Linnaea 30: 181. 1859 ,FALSE,TRUE,1.1.2.1.1.4,314721-2,urn:lsid:ipni.org:names:314721-2,wfo-0000070737,TRUE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/116665&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,inadvertently validated as Pseudobaccharis polycephala I. L. Teodoro (1957).,NA,,NA,NA,nom. inval. nom. nud.,nom. inval.,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baccharis_subincisa,Heering & Dusén,Heering & Dusén,,spec.,/n/28181-2,Asteraceae,Baccharis,subincisa,tax. nov.,Brazil (Southern America),FALSE,FALSE,NA,TRUE,NA,,Ark. Bot.,1910,NA,"9, no. 15: 25, pl. 6",536-2,citation,"Ark. Bot. 9, no. 15: 25, pl. 6. 1910 ",FALSE,TRUE,1.4,28181-2,urn:lsid:ipni.org:names:28181-2,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baccharis_tenuiptera,Deble,Deble,,spec.,/n/60452887-2,Asteraceae,Baccharis,tenuiptera,tax. nov.,"Rio Grande do Sul (Brazil, Southern America)",FALSE,FALSE,NA,TRUE,NA,,Balduinia,2009,Apr ? 2009,16: 30 (-33; fig. 1),20004049-2,citation,Balduinia 16: 30 (-33; fig. 1). 2009 [Apr ? 2009] ,FALSE,TRUE,1.1,60452887-2,urn:lsid:ipni.org:names:60452887-2,wfo-0001329020,FALSE,TRUE,TRUE,FALSE,FALSE,NA,L. P. Deble &amp; An. S. Oliveira,21 Feb 2008,"Rio Grande, Ilha dos Marinheiros",holotype CTES;isotype MBM,10.026,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baccharis_× wilsoniana,Malag.,Malag.,,spec.,/n/183879-1,Asteraceae,Baccharis,wilsoniana,tax. nov.,"São Paulo (Brazil Southeast, Brazil, Southern America)",TRUE,FALSE,NA,TRUE,NA,,Bol. Inform. Inst. Geobiol. La Salle,1949,NA,2: 11,3455-2,citation,Bol. Inform. Inst. Geobiol. La Salle 2: 11. 1949 ,FALSE,TRUE,1.5,183879-1,urn:lsid:ipni.org:names:183879-1,wfo-0000061455,FALSE,TRUE,TRUE,TRUE,FALSE,NA,W.Hoehne,23 Mar 1946,NA,lectotype RB,1931,NA,NA,NA,,NA,NA,NA,NA,NA,NA,Bras. (S. Paulo). Illus,Novon 20(1): 42. 2010 [18 Mar 2010] ,NA,"G.Heiden, Baumgratz &amp; R.Esteves",NA,NA,NA
Baccharis_xylophylla,Baker,Baker,,spec.,/n/28258-2,Asteraceae,Baccharis,xylophylla,tax. nov.,Brazil (Southern America),FALSE,FALSE,NA,TRUE,NA,,Bull. Soc. Bot. France,1910,NA,57(Mém. 3e): 398,578-2,citation,Bull. Soc. Bot. France 57(Mém. 3e): 398. 1910 ,FALSE,TRUE,1.4,28258-2,urn:lsid:ipni.org:names:28258-2,wfo-0000019076,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Barnadesia_chachapoyasensis,I.C.Chung,I.C.Chung,,spec.,/n/29586-2,Asteraceae,Barnadesia,chachapoyasensis,tax. nov.,"Chachapoyas, Amazonas (Brazil, Southern America)",FALSE,FALSE,NA,TRUE,NA,,Revis. Barnadesia,1965,NA,64,17785-2,citation,Revis. Barnadesia 64. 1965 ,FALSE,TRUE,1.2,29586-2,urn:lsid:ipni.org:names:29586-2,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,C.M.Ochoa,NA,NA,holotype US,1665,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Barnadesia_weberbaueri,Muschl.,Muschl.,,spec.,/n/29614-2,Asteraceae,Barnadesia,weberbaueri,tax. nov.,"Amazonas (Brazil, Southern America)",FALSE,FALSE,NA,TRUE,NA,,Bot. Jahrb. Syst.,1913,19 Aug 1913,"50(2-3, Beibl. 111): 97",553-2,citation,"Bot. Jahrb. Syst. 50(2-3, Beibl. 111): 97. 1913 [19 Aug 1913] ",FALSE,TRUE,1.3,29614-2,urn:lsid:ipni.org:names:29614-2,wfo-0000009085,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blennosperma_intermedia,W.R.Anderson,W.R.Anderson,,spec.,/n/33760-2,Asteraceae,Blennosperma,intermedia,tax. nov.,Brazil (Southern America),FALSE,FALSE,NA,FALSE,NA,,Mem. New York Bot. Gard.,1981,NA,"32: 58 (-59), fig",719-2,citation,"Mem. New York Bot. Gard. 32: 58 (-59), fig. 1981 ",FALSE,TRUE,1.2,33760-2,urn:lsid:ipni.org:names:33760-2,wfo-0000087695,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1981&rft.spage=58&rft.volume=32&rft_id=http://www.biodiversitylibrary.org/bibliography/50489&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,"J.Murca Pires, P.F.Leite",NA,NA,holotype IAN,14840,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brickellia_gentianoides,B.L.Rob.,B.L.Rob.,,spec.,/n/36421-2,Asteraceae,Brickellia,gentianoides,tax. nov.,Brazil (Southern America),FALSE,FALSE,NA,TRUE,NA,,Contr. Gray Herb.,1923,NA,68: 42,896-2,citation,Contr. Gray Herb. 68: 42. 1923 ,FALSE,TRUE,1.1.2.1.1.1.2.1,36421-2,urn:lsid:ipni.org:names:36421-2,wfo-0000021827,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1923&rft.spage=42&rft.volume=68&rft_id=http://www.biodiversitylibrary.org/bibliography/59986&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cacalia_dichroa,Bong.,Bong.,,spec.,/n/306834-2,Asteraceae,Cacalia,dichroa,tax. nov.,"Minas Gerais (Brazil, Southern America)",FALSE,FALSE,NA,TRUE,NA,,"Mém. Acad. Imp. Sci. Saint-Pétersbourg, Sér. 6, Sci. Math., Seconde Pt. Sci. Nat.",1839,Oct 1839,"5(2, Bot.): 40 (t. 7).",6949-2,citation,"Mém. Acad. Imp. Sci. Saint-Pétersbourg, Sér. 6, Sci. Math., Seconde Pt. Sci. Nat. 5(2, Bot.): 40 (t. 7). 1839 [Oct 1839] ; this is vol. 3 of the Sci. Nat. series; reprinted as Descr. Pl. Nov. with same pagination.",FALSE,TRUE,1.4,306834-2,urn:lsid:ipni.org:names:306834-2,wfo-0000058808,TRUE,TRUE,TRUE,FALSE,FALSE,NA,L.Riedel,NA,NA,holotype LE,s.n.,NA,NA,this is vol. 3 of the Sci. Nat. series; reprinted as Descr. Pl. Nov. with same pagination.,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cacalia_sessilis,Vell.,Vell.,,spec.,/n/187239-1,Asteraceae,Cacalia,sessilis,tax. nov.,Brazil (Southern America),FALSE,FALSE,NA,TRUE,NA,,Fl. Flumin.,1829,1825 publ. 7 Sep-28 Nov 1829,341,932-2,citation,Fl. Flumin. 341. 1829 [1825 publ. 7 Sep-28 Nov 1829] ; see also Fl. Flumin. Icon. 8: t. 73. 1831 [1827 publ. 29 Oct 1831].,FALSE,TRUE,1.6,187239-1,urn:lsid:ipni.org:names:187239-1,wfo-0000127113,TRUE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1829&rft.spage=341&rft_id=http://www.biodiversitylibrary.org/bibliography/745&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,see also Fl. Flumin. Icon. 8: t. 73. 1831 [1827 publ. 29 Oct 1831].,,NA,NA,NA,NA,NA,NA,NA,Syst. Bot. Monogr. 76: 198. 2006 [24 Apr 2006] ,Published illustration,Joch.Müll.,NA,NA,"Vellozo, Fl. Flumin. Icon. 8: t. 73. 1831"
Calea_arachnoidea,G.A.R.Silva & J.N.Nakaj.,G.A.R.Silva & J.N.Nakaj.,,spec.,/n/77218272-1,Asteraceae,Calea,arachnoidea,tax. nov.,"Minas Gerais (Brazil Southeast, Brazil, Southern America)",FALSE,FALSE,NA,TRUE,NA,,Phytotaxa,2021,31 Mar 2021,494(1): 130,20011462-1,citation,Phytotaxa 494(1): 130. 2021 [31 Mar 2021] [epublished],FALSE,TRUE,1.1,77218272-1,urn:lsid:ipni.org:names:77218272-1,wfo-1000025894,TRUE,TRUE,TRUE,FALSE,FALSE,NA,G.A. Reis-Silva et al.,4 Nov 2017,"Rio Preto, Vilarejo do Funil, 'trilha do Buraco do Ouro', lado esquerdo da trilha, 1556m",holotype VIC;isotype HUFU;isotype K;isotype MO;isotype RB;isotype SP,299,NA,"doi:10.11646/phytotaxa.494.1.9 The epithet refers to the arachnoid indumentum, which is found mainly on young leaves, peduncles and at the base of outer phyllaries, and is a unique feature of this species.",[epublished],,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calea_bipontinii,Krasch.,Krasch.,,spec.,/n/289601-2,Asteraceae,Calea,bipontinii,tax. nov.,"Mato Grosso (Brazil, Southern America)",FALSE,FALSE,NA,TRUE,NA,,Bot. Mater. Gerb. Glavn. Bot. Sada R.S.F.S.R.,1923,NA,4: 50,866-2,citation,Bot. Mater. Gerb. Glavn. Bot. Sada R.S.F.S.R. 4: 50. 1923 ,FALSE,TRUE,1.4,289601-2,urn:lsid:ipni.org:names:289601-2,wfo-0000096158,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,nom. nov. for C. rotundifolia H. Krasch. non Baker,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calea_bishopii,H.Rob.,H.Rob.,,spec.,/n/41845-2,Asteraceae,Calea,bishopii,tax. nov.,Brazil (Southern America),FALSE,FALSE,NA,TRUE,NA,,Phytologia,1981,NA,"49: 10, fig",1034-2,citation,"Phytologia 49: 10, fig. 1981 ",FALSE,TRUE,1.4,41845-2,urn:lsid:ipni.org:names:41845-2,wfo-0000129586,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1981&rft.spage=10&rft.volume=49&rft_id=http://www.biodiversitylibrary.org/bibliography/12678&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004," L.E.Bishop,R.M.King",NA,NA,holotype UB,8551,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calea_camporum,Krasch.,Krasch.,,spec.,/n/41852-2,Asteraceae,Calea,camporum,tax. nov.,"Mato Grosso (Brazil, Southern America)",FALSE,FALSE,NA,TRUE,NA,,Bot. Mater. Gerb. Glavn. Bot. Sada R.S.F.S.R.,1923,NA,4: 51,866-2,citation,Bot. Mater. Gerb. Glavn. Bot. Sada R.S.F.S.R. 4: 51. 1923 ,FALSE,TRUE,1.4,41852-2,urn:lsid:ipni.org:names:41852-2,wfo-0000089929,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calea_glabrata,Sch.Bip. ex Krasch.,Sch.Bip. ex Krasch.,,spec.,/n/41887-2,Asteraceae,Calea,glabrata,tax. nov.,"Mato Grosso (Brazil, Southern America)",FALSE,FALSE,NA,TRUE,NA,,Bot. Mater. Gerb. Glavn. Bot. Sada R.S.F.S.R.,1923,NA,4: 52,866-2,citation,Bot. Mater. Gerb. Glavn. Bot. Sada R.S.F.S.R. 4: 52. 1923 ,FALSE,TRUE,1.5,41887-2,urn:lsid:ipni.org:names:41887-2,wfo-0000019693,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calea_grandiflora,V.R.Bueno & G.Heiden,V.R.Bueno & G.Heiden,,spec.,/n/77312561-1,Asteraceae,Calea,grandiflora,tax. nov.,"São Paulo (Brazil Southeast, Brazil, Southern America)",FALSE,FALSE,NA,FALSE,NA,,Phytotaxa,2023,19 Jan 2023,579(3): 145,20011462-1,citation,Phytotaxa 579(3): 145. 2023 [19 Jan 2023] [epublished],FALSE,TRUE,1.1,77312561-1,urn:lsid:ipni.org:names:77312561-1,wfo-1000043524,TRUE,TRUE,TRUE,FALSE,FALSE,NA,L.R.Landrum,2 Dec 1977,"Santo André, Paranapiacaba Biological Station, about 30 km north of Santos",holotype SP,2761,NA,"doi:10.11646/phytotaxa.579.3.1 Etymology: 'The epithet 'grandiflora' refers to the ray florets, which are larger than those found in other species of the Calea myrtifolia complex'.",[epublished],,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calea_× parviantha,V.R.Bueno & G.Heiden,V.R.Bueno & G.Heiden,,spec.,/n/77312562-1,Asteraceae,Calea,parviantha,tax. nov.,"Paraná (Brazil South, Brazil, Southern America);São Paulo (Brazil Southeast, Brazil, Southern America);",TRUE,FALSE,NA,FALSE,NA,,Phytotaxa,2023,19 Jan 2023,579(3): 149,20011462-1,citation,Phytotaxa 579(3): 149. 2023 [19 Jan 2023] [epublished],FALSE,TRUE,1.1,77312562-1,urn:lsid:ipni.org:names:77312562-1,wfo-1000043525,TRUE,TRUE,TRUE,FALSE,FALSE,NA,A.C.Cervi et al.,16 Dec 1991,"Paraná: Jaguariaíva, campo próximo à ponte do Rio das Mortes, PR-151",holotype MBM;isotype CGMS;isotype CPAP;isotype UPCB,3546,NA,doi:10.11646/phytotaxa.579.3.1 Etymology: 'The nothospecific epithet 'parviantha' is proposed based on the merging of the specific epithets of the putative parental species: Calea parvifolia and C. triantha'.,[epublished],,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
