name,authors,publishingAuthor,authorTeam,rank,url,family,genus,species,citationType,collectionNumber,collectorTeam,collectionDate1,distribution,hybrid,hybridGenus,inPowo,locality,linkedPublication,publication,publicationYear,referenceCollation,publicationId,recordType,reference,suppressed,topCopy,typeLocations,version,id,fqId,wfoId,hasNomenclaturalNotes,hasExternalLinks,hasTypeData,hasOriginalData,hasLinks,publicationYearNote,remarks,referenceRemarks,typeRemarks,typeCoordinates,bhlLink,infraspecies,speciesAuthor,originalTaxonDistribution,originalRemarks,bibliographicReference,bibliographicTypeInfo,typeChosenBy,typeName,pageAsText,originalHybridParentage,nameStatus,nameStatusType,typeNote,originalBasionymAuthorTeam,basionymStr,basionymAuthorStr,basionymId
Cattleya_× moduloi,L.C.Menezes,L.C.Menezes,,spec.,/n/303674-2,Orchidaceae,Cattleya,moduloi,tax. nov.,NA,"Jose Modulo G., A.Chaves",NA,"Espirito Santo (Brazil, Southern America)",TRUE,FALSE,TRUE,NA,,Orquidário,1994,8(2): 38,14267-2,citation,Orquidário 8(2): 38. 1994 ,FALSE,TRUE,holotype UB,1.4,303674-2,urn:lsid:ipni.org:names:303674-2,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,Hybrd. nat. nov.: Cattleya warneri T. Moore X C. schofieldiana Rchb.f.,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cattleya_motae,L.C.Menezes ex Gomes Ferreira,L.C.Menezes ex Gomes Ferreira,,spec.,/n/935415-1,Orchidaceae,Cattleya,motae,tax. nov.,NA,NA,NA,Brazil.,FALSE,FALSE,TRUE,NA,,Orchidophile (Asnières),1988,83: 176 (1988),14744-2,citation,Orchidophile (Asnières) 83: 176 (1988). ,FALSE,TRUE,NA,1.8,935415-1,urn:lsid:ipni.org:names:935415-1,wfo-0000822783,FALSE,TRUE,TRUE,TRUE,FALSE,1988,NA,NA,NA,,NA,NA,NA,Brazil.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L.C.Menezes ex,NA,NA,NA
Cattleya_porphyrascens,E.L.F.Menezes,E.L.F.Menezes,,spec.,/n/77311977-1,Orchidaceae,Cattleya,porphyrascens,tax. nov.,69,E.L.F.Menezes,10 Oct 2018,"Minas Gerais (Brazil Southeast, Brazil, Southern America)",FALSE,FALSE,FALSE,"Diamantina, Sempre Vivas National Park, 1222 m",,Phytotaxa,2022,579(1): 62,20011462-1,citation,Phytotaxa 579(1): 62. 2022 [13 Jan 2023] [epublished],FALSE,TRUE,holotype DIAM 8259,1.1,77311977-1,urn:lsid:ipni.org:names:77311977-1,wfo-1000043430,TRUE,TRUE,TRUE,FALSE,FALSE,13 Jan 2023,doi:10.11646/phytotaxa.579.1.7,[epublished],NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cattleya_× schunkii,V.P.Castro,V.P.Castro,,spec.,/n/77091126-1,Orchidaceae,Cattleya,schunkii,tax. nov.,NA,NA,NA,"Espírito Santo (Brazil Southeast, Brazil, Southern America)",TRUE,FALSE,TRUE,NA,,Richardiana,2008,8(3): 100 (-103; fig. 3),18831-2,citation,Richardiana 8(3): 100 (-103; fig. 3). 2008 ,FALSE,TRUE,NA,1.2,77091126-1,urn:lsid:ipni.org:names:77091126-1,wfo-0000835179,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nom. inval.    without diagnostic Latin description,nom. inval.,NA,NA,NA,NA,NA
Cattleya_silvana,Pabst,Pabst,,spec.,/n/50293-2,Orchidaceae,Cattleya,silvana,tax. nov.,s. n.,E.Ferreira da Silva,NA,"Bahia (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Bradea,1976,"2(12): 68, fig. F",1276-2,citation,"Bradea 2(12): 68, fig. F. 1976 ",FALSE,TRUE,NA,1.4,50293-2,urn:lsid:ipni.org:names:50293-2,wfo-0000823483,FALSE,TRUE,TRUE,FALSE,FALSE,NA,Flowered in cultivation on 23 Oct 1975.,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cattleya_× tenuata,V.P.Castro & Campacci ex Braem,V.P.Castro & Campacci ex Braem,,spec.,/n/985293-1,Orchidaceae,Cattleya,tenuata,tax. nov.,NA,NA,NA,Brazil Northeast (Bahia).,TRUE,FALSE,TRUE,NA,,Orchis,1995,99: 30 (1995),5400-2,citation,Orchis 99: 30 (1995). ,FALSE,TRUE,NA,1.1.2.1.1.2.2.1.1.3,985293-1,urn:lsid:ipni.org:names:985293-1,wfo-0000823727,FALSE,TRUE,TRUE,TRUE,FALSE,1995,NA,NA,NA,,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1995&rft.spage=30&rft.volume=99&rft_id=http://www.biodiversitylibrary.org/bibliography/9315&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,Brazil Northeast (Bahia).,NA,NA,NA,NA,NA,NA,(C. elongata × tenuis).,NA,NA,NA,V.P.Castro & Campacci ex,NA,NA,NA
Cattleya_× varelae,V.P.Castro & Cath.,V.P.Castro & Cath.,,spec.,/n/60430919-2,Orchidaceae,Cattleya,varelae,tax. nov.,NA,NA,1 Nov 2003,"Bahia (Brazil, Southern America)",TRUE,FALSE,TRUE,la plante nous a été fournie par Onofre Varela et a fleuri en culture,,Richardiana,2004,4(2): 43 (-46; fig. 1; photogrs. 1-4),18831-2,citation,Richardiana 4(2): 43 (-46; fig. 1; photogrs. 1-4). 2004 [Apr 2004] ,FALSE,TRUE,holotype SP,1.3,60430919-2,urn:lsid:ipni.org:names:60430919-2,wfo-0000352966,FALSE,TRUE,TRUE,FALSE,FALSE,Apr 2004,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cattleya_× zayrae,V.P.Castro & Cath.,V.P.Castro & Cath.,,spec.,/n/60437385-2,Orchidaceae,Cattleya,zayrae,tax. nov.,s.n.,Zayra Machado Menezes,NA,"Bahia (Brazil, Southern America)",TRUE,FALSE,TRUE,NA,,Richardiana,2004,4(4): 146 (-150; fig. 1; map),18831-2,citation,Richardiana 4(4): 146 (-150; fig. 1; map). 2004 [8 Sep 2004] ,FALSE,TRUE,holotype SP,1.1.2.1.1.2,60437385-2,urn:lsid:ipni.org:names:60437385-2,wfo-0000352967,FALSE,TRUE,TRUE,FALSE,FALSE,8 Sep 2004,Type collection flowered in cultivation; hybrid parents: C. elongata X C. amethystoglossa,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christensonella_ecallosa,Lipińska & Szlach.,Lipińska & Szlach.,,spec.,/n/77174579-1,Orchidaceae,Christensonella,ecallosa,tax. nov.,15331,Prance et al.,16 Oct 1971,"Amazonas (Brazil North, Brazil, Southern America);Guyana (Northern South America, Southern America);",FALSE,FALSE,TRUE,"Amazonia, Rio Negro",,Nordic J. Bot.,2016,35(1): 25,2633-2,citation,Nordic J. Bot. 35(1): 25. 2016 [2017 publ. 19 Dec 2016] [epublished],FALSE,TRUE,holotype US,1.1,77174579-1,urn:lsid:ipni.org:names:77174579-1,NA,TRUE,TRUE,TRUE,FALSE,FALSE,2017 publ. 19 Dec 2016,doi:10.1111/njb.01355,[epublished],NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cohniella_caatingaensis,"Cetzal, V.P.Castro & Marçal","Cetzal, V.P.Castro & Marçal",,spec.,/n/77121302-1,Orchidaceae,Cohniella,caatingaensis,tax. nov.,2613,Drouet,15 Oct 1935,"Ceará (Brazil Northeast, Brazil, Southern America);Bahia (Brazil Northeast, Brazil, Southern America);Minas Gerais (Brazil Southeast, Brazil, Southern America);Maranhão (Brazil Northeast, Brazil, Southern America);Paraíba (Brazil Northeast, Brazil, Southern America);Pernambuco (Brazil Northeast, Brazil, Southern America);Piauí (Brazil Northeast, Brazil, Southern America);Tocantins (Brazil North, Brazil, Southern America);",FALSE,FALSE,TRUE,"Río Pacoty, 6 km north & Aquiraz",,Syst. Bot.,2012,37(1): 61,1295-2,citation,Syst. Bot. 37(1): 61. 2012 [31 Jan 2012] ,FALSE,TRUE,holotype SP;isotype AMES;isotype NY;isotype U,1.1,77121302-1,urn:lsid:ipni.org:names:77121302-1,wfo-0001333780,FALSE,TRUE,TRUE,FALSE,FALSE,31 Jan 2012,doi:10.1600/036364412X616648,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colax_triptera,Rolfe,Rolfe,,spec.,/n/62912-2,Orchidaceae,Colax,triptera,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,FALSE,NA,,Orchid Rev.,1903,11: 260,2679-2,citation,Orchid Rev. 11: 260. 1903 ,FALSE,TRUE,NA,1.2,62912-2,urn:lsid:ipni.org:names:62912-2,NA,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1903&rft.spage=260&rft.volume=11&rft_id=http://www.biodiversitylibrary.org/bibliography/53608&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coppensia_alvarenguensis,Campacci,Campacci,,spec.,/n/77211957-1,Orchidaceae,Coppensia,alvarenguensis,tax. nov.,NA,Reginaldo de Vasconcelos Leitão,Jun 2013,"Minas Gerais (Brazil Southeast, Brazil, Southern America)",FALSE,FALSE,TRUE,"Alvarenga, 1070 m (3510 ft)",,Colet. Orquídeas Brasil.,2020,16: 659,20004826-2,citation,Colet. Orquídeas Brasil. 16: 659. 2020 [25 Aug 2020] ,FALSE,TRUE,holotype ESA,1.1,77211957-1,urn:lsid:ipni.org:names:77211957-1,wfo-1000021793,FALSE,TRUE,TRUE,FALSE,FALSE,25 Aug 2020,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coppensia_cipoensis,V.P.Castro & P.Blaha,V.P.Castro & P.Blaha,,spec.,/n/77213439-1,Orchidaceae,Coppensia,cipoensis,tax. nov.,0232,V.P. Castro,Jan 2018,"Minas Gerais (Brazil Southeast, Brazil, Southern America)",FALSE,FALSE,TRUE,Serra do Cipó,,"Orchidee, Taxon. Mitt.",2018,4(2): 11,20021237-2,citation,"Orchidee, Taxon. Mitt. 4(2): 11. 2018 [25 Jan 2018] [epublished]",FALSE,TRUE,holotype SP,1.4,77213439-1,urn:lsid:ipni.org:names:77213439-1,wfo-1000021794,TRUE,TRUE,TRUE,FALSE,FALSE,25 Jan 2018,NA,[epublished],Found by Marcio Gregorio. Flowered in culture January 2018.,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coppensia_× francacesari,Campacci,Campacci,,spec.,/n/60464409-2,Orchidaceae,Coppensia,francacesari,tax. nov.,S-01-04,S. P. F. César,Mar 2005,"Minas Gerais (Brazil, Southern America)",TRUE,FALSE,TRUE,"Passa Quatro, alt. 1800 m",,Colet. Orquídeas Brasil.,2014,"10: 366, figs. 1-4, map",20004826-2,citation,"Colet. Orquídeas Brasil. 10: 366, figs. 1-4, map. 2014 [25 Feb 2014] ",FALSE,TRUE,holotype ESA,1.1.2.1.1.1,60464409-2,urn:lsid:ipni.org:names:60464409-2,wfo-0001329837,FALSE,TRUE,TRUE,FALSE,FALSE,25 Feb 2014,Eponymy: Sylvio Paulo Franca César (type collector),NA,"Type collection, made in July 2004, flowered in cultivation",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coppensia_meyeri,V.P.Castro & P.Blaha,V.P.Castro & P.Blaha,,spec.,/n/77213442-1,Orchidaceae,Coppensia,meyeri,tax. nov.,0234,V.P. Castro,Jan 2018,"Minas Gerais (Brazil Southeast, Brazil, Southern America)",FALSE,FALSE,TRUE,Serra do Cipó,,"Orchidee, Taxon. Mitt.",2020,6(7): 57,20021237-2,citation,"Orchidee, Taxon. Mitt. 6(7): 57. 2020 [14 Apr 2020] [epublished]",FALSE,TRUE,holotype SP,1.2,77213442-1,urn:lsid:ipni.org:names:77213442-1,wfo-1000021795,TRUE,TRUE,TRUE,FALSE,FALSE,14 Apr 2020,"Named in honour of Brigitte Meyer, a reknown orchid enthusiast from Germany.",[epublished],Found by Marcio Gregorio. Flowered in culture in January 2018.,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coppensia_ourobranquensis,Campacci,Campacci,,spec.,/n/77298956-1,Orchidaceae,Coppensia,ourobranquensis,tax. nov.,NA,Paulo Maurício Borges,Aug 2005,"Minas Gerais (Brazil Southeast, Brazil, Southern America)",FALSE,FALSE,TRUE,"Ouro Branco, 1450 m",,Colet. Orquídeas Brasil.,2021,17: 682,20004826-2,citation,Colet. Orquídeas Brasil. 17: 682. 2021 [12 Mar 2021] ,FALSE,TRUE,holotype ESA,1.1,77298956-1,urn:lsid:ipni.org:names:77298956-1,wfo-1000026487,FALSE,TRUE,TRUE,FALSE,FALSE,12 Mar 2021,"Etymology: The specific epithet refers to the type locality, the city Ouro Branco.",NA,florida in natura,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
×_Coppensitonia terassaniana,Campacci,Campacci,,spec.,/n/77112623-1,Orchidaceae,Coppensitonia,terassaniana,tax. nov.,s.n.,Gerônimo Biscaino &amp; Waldomiro Terassan,Jan 2004,"São Paulo (Brazil Southeast, Brazil, Southern America)",TRUE,TRUE,TRUE,"São Manuel, 650 m",,Colet. Orquídeas Brasil.,2011,9: 328 (-329; figs.),20004826-2,citation,Colet. Orquídeas Brasil. 9: 328 (-329; figs.). 2011 [25 May 2011] ,FALSE,TRUE,holotype ESA,1.3,77112623-1,urn:lsid:ipni.org:names:77112623-1,wfo-0000923278,FALSE,TRUE,TRUE,FALSE,FALSE,25 May 2011,NA,NA,"Collected in Jul 1976, flowered in cultivation in Jan 2004",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coryanthes_charlesiana,Marçal & Chiron,Marçal & Chiron,,spec.,/n/77309826-1,Orchidaceae,Coryanthes,charlesiana,tax. nov.,018,J.dos Santos,7 Aug 2022,"Alagoas (Brazil Northeast, Brazil, Southern America)",FALSE,FALSE,TRUE,"Atalaia, in Sitio da dona Maria da Conceição, 122 m",,Phytotaxa,2022,575(2): 175,20011462-1,citation,Phytotaxa 575(2): 175. 2022 [8 Dec 2022] [epublished],FALSE,TRUE,holotype MAC 66388,1.1,77309826-1,urn:lsid:ipni.org:names:77309826-1,wfo-1000042968,TRUE,TRUE,TRUE,FALSE,FALSE,8 Dec 2022,"doi:10.11646/phytotaxa.575.2.7 Etymology: 'The specific epithet is given in honour of Charles dos Santos Souza, collector’s father'.",[epublished],"Collected on 21 May 2022, flowering in cultivation on 07 August 2022.",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coryanthes_erectiscapa,Marçal & Chiron,Marçal & Chiron,,spec.,/n/77307624-1,Orchidaceae,Coryanthes,erectiscapa,tax. nov.,3039,Sidney Marçal,19 Jul 2021,"Amazonas (Brazil North, Brazil, Southern America)",FALSE,FALSE,TRUE,"Apuí, 'próximo a floresta nacional do Jatuarana', 200 m",,"Richardiana, N.S.",2022,6: 123,20022374-1,citation,"Richardiana, N.S. 6: 123. 2022 [12 Aug 2022] [epublished]",FALSE,TRUE,holotype HUESC,1.1,77307624-1,urn:lsid:ipni.org:names:77307624-1,wfo-1000041400,TRUE,TRUE,TRUE,FALSE,FALSE,12 Aug 2022,NA,[epublished],Fl. in culture 13 Jul 2022.,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coryanthes_lacerdae,Marçal & Chiron,Marçal & Chiron,,spec.,/n/77307623-1,Orchidaceae,Coryanthes,lacerdae,tax. nov.,3082,Eliane Alves Lacerda Modesto sub Sidney Marçal,20 Feb 2021,"Rondônia (Brazil North, Brazil, Southern America)",FALSE,FALSE,TRUE,"Vilhena, Gleba Corumbiaria",,"Richardiana, N.S.",2022,6: 118,20022374-1,citation,"Richardiana, N.S. 6: 118. 2022 [12 Aug 2022] [epublished]",FALSE,TRUE,holotype RON;isotype HUESC,1.1,77307623-1,urn:lsid:ipni.org:names:77307623-1,wfo-1000041399,TRUE,TRUE,TRUE,FALSE,FALSE,12 Aug 2022,"Etymology: the specific epithet honours Elaine Alves Lacerda Modesto, collector of the type specimen.",[epublished],NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coryanthes_mystax,G.Gerlach & J.B.F.Silva,G.Gerlach & J.B.F.Silva,,spec.,/n/77104268-1,Orchidaceae,Coryanthes,mystax,tax. nov.,09/2755,NA,19 Oct 2009,Brazil (Southern America),FALSE,FALSE,TRUE,Edo. Pará,,OrchideenJ.,2010,17(1): 30 (-33; figs.),20008911-1,citation,OrchideenJ. 17(1): 30 (-33; figs.). 2010 [15 Feb 2010] ,FALSE,TRUE,holotype SP;isotype M,1.3,77104268-1,urn:lsid:ipni.org:names:77104268-1,wfo-0000917245,FALSE,TRUE,TRUE,FALSE,FALSE,15 Feb 2010,NA,NA,In cultivation in the Botanical Garden München-Nymphenburg,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coryanthes_tefeensis,"Marçal, Chiron & G.Q.Freire","Marçal, Chiron & G.Q.Freire",,spec.,/n/77297738-1,Orchidaceae,Coryanthes,tefeensis,tax. nov.,NA,G.Q.Freire &amp; L.P.A.Guimarães,14 Apr 2019,"Amazonas (Brazil North, Brazil, Southern America)",FALSE,FALSE,TRUE,"Tefé, km 2 de la Route da Emade, 65 m",,"Richardiana, N.S.",2020,4: 226,20022374-1,citation,"Richardiana, N.S. 4: 226. 2020 [10 Dec 2020] [epublished]",FALSE,TRUE,holotype INPA 288804,1.2,77297738-1,urn:lsid:ipni.org:names:77297738-1,wfo-1000021804,TRUE,TRUE,TRUE,FALSE,FALSE,10 Dec 2020,NA,[epublished],Fl. in cultivation Nov 2020.,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coryanthes_wenzeliana,G.Gerlach & J.B.F.Silva,G.Gerlach & J.B.F.Silva,,spec.,/n/77104269-1,Orchidaceae,Coryanthes,wenzeliana,tax. nov.,08/2052,NA,Nov 2009,Brazil (Southern America),FALSE,FALSE,TRUE,"Edo. Mato Grosso, Sinop (ca. 400 km NNO von Cuiabá), ca. 400 mm",,OrchideenJ.,2010,17(1): 34 (-36; figs.),20008911-1,citation,OrchideenJ. 17(1): 34 (-36; figs.). 2010 [15 Feb 2010] ,FALSE,TRUE,holotype SP;isotype M,1.4,77104269-1,urn:lsid:ipni.org:names:77104269-1,wfo-0000917244,FALSE,TRUE,TRUE,FALSE,FALSE,15 Feb 2010,NA,NA,In cultivation in the Botanical Garden in München-Nymphenburg,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cyanaeorchis_praetermissa,J.A.N.Bat. & Bianch.,J.A.N.Bat. & Bianch.,,spec.,/n/77136539-1,Orchidaceae,Cyanaeorchis,praetermissa,tax. nov.,3041,"Batista, Fernandes, Ramalho &amp; Vale",8 Dec 2010,"Minas Gerais (Brazil Southeast, Brazil, Southern America);São Paulo (Brazil Southeast, Brazil, Southern America);Goiás (Brazil West-Central, Brazil, Southern America);",FALSE,FALSE,TRUE,"Minas Gerais: Presidente Kubitschek, BR-239 no sentido para Datas, cerca de 2.8 km após a entrada para Presidente Kubitschek, 1108 m",,Phytotaxa,2014,156(5): 265,20011462-1,citation,Phytotaxa 156(5): 265. 2014 [28 Jan 2014] [epublished],FALSE,TRUE,holotype BHCB;isotype CEN,1.2,77136539-1,urn:lsid:ipni.org:names:77136539-1,wfo-0001338454,TRUE,TRUE,TRUE,FALSE,FALSE,28 Jan 2014,doi:10.11646/phytotaxa.156.5.1,[epublished],NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cyclopogon_saxicola,Schltr.,Schltr.,,spec.,/n/73731-2,Orchidaceae,Cyclopogon,saxicola,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,"Anexos Mem. Inst. Butantan, Secc. Bot.",1922,"1, fasc. 4: 26, pl. 4",3497-2,citation,"Anexos Mem. Inst. Butantan, Secc. Bot. 1, fasc. 4: 26, pl. 4. 1922 ",FALSE,TRUE,NA,1.5,73731-2,urn:lsid:ipni.org:names:73731-2,wfo-0000934022,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cyrtopodium_× flavopunctatum,J.A.N.Bat. & A.S.Medeiros,J.A.N.Bat. & A.S.Medeiros,,spec.,/n/77260823-1,Orchidaceae,Cyrtopodium,flavopunctatum,tax. nov.,1179,A.Medeiros,17 Nov 2018,"Santa Catarina (Brazil South, Brazil, Southern America)",TRUE,FALSE,TRUE,São Francisco do Sul,,Phytotaxa,2022,536(3): 280,20011462-1,citation,Phytotaxa 536(3): 280. 2022 [28 Feb 2022] [epublished],FALSE,TRUE,holotype LAG,1.2,77260823-1,urn:lsid:ipni.org:names:77260823-1,wfo-1000029772,TRUE,TRUE,TRUE,FALSE,FALSE,28 Feb 2022,"doi:10.11646/phytotaxa.536.3.8 Etymology: 'From the Latin flavus (pale yellow) and punctatus (dotted), referring to the color of the flowers'.",[epublished],NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cyrtopodium_paludicola,Hoehne,Hoehne,,spec.,/n/1006579-1,Orchidaceae,Cyrtopodium,paludicola,tax. nov.,NA,NA,NA,Brazil West-central (Mato Grosso).,FALSE,FALSE,TRUE,NA,,"Com. Lin. Telegr., Bot.",1912,"4: 24 (1912), as 'paludicolum'",20027876-1,citation,"Com. Lin. Telegr., Bot. 4: 24 (1912), as 'paludicolum'. ",FALSE,TRUE,NA,1.1.1.5,1006579-1,urn:lsid:ipni.org:names:1006579-1,NA,FALSE,TRUE,TRUE,TRUE,FALSE,1912,NA,NA,NA,,NA,NA,NA,Brazil West-central (Mato Grosso).,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cyrtopodium_paludicola,Hoehne,Hoehne,,spec.,/n/75606-2,Orchidaceae,Cyrtopodium,paludicola,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,FALSE,NA,,Relat. Commiss. Linhas Telegr. Estratég. Matto Grosso Amazonas,1912,"5, Bot. pt. 4: 24, pl. 75",16436-2,citation,"Relat. Commiss. Linhas Telegr. Estratég. Matto Grosso Amazonas 5, Bot. pt. 4: 24, pl. 75. 1912 as palodicolum",FALSE,TRUE,NA,1.4,75606-2,urn:lsid:ipni.org:names:75606-2,wfo-0000936092,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,as palodicolum,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dichaea_saraca-taquerensis,Campacci & J.B.F.Silva,Campacci & J.B.F.Silva,,spec.,/n/77150136-1,Orchidaceae,Dichaea,saraca-taquerensis,tax. nov.,JBFdaSilva 2163,João Batista Fernandes da Silva,Apr 2009,"Pará (Brazil North, Brazil, Southern America)",FALSE,FALSE,TRUE,"Oriximiná, 40 m",,Colet. Orquídeas Brasil.,2015,11: 410,20004826-2,citation,Colet. Orquídeas Brasil. 11: 410. 2015 [20 Apr 2015] ,FALSE,TRUE,holotype MG,1.1,77150136-1,urn:lsid:ipni.org:names:77150136-1,wfo-0001343665,FALSE,TRUE,TRUE,FALSE,FALSE,20 Apr 2015,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dryadella_ataleiensis,Campacci,Campacci,,spec.,/n/77112624-1,Orchidaceae,Dryadella,ataleiensis,tax. nov.,MAC-1963,Reginaldo de Vasconcelos Leitão &amp; Marcos Antonio Campacci,Dec 2009,"Minas Gerais (Brazil Southeast, Brazil, Southern America)",FALSE,FALSE,TRUE,"Ataléia, 350 m",,Colet. Orquídeas Brasil.,2011,9: 332 (-333; figs.),20004826-2,citation,Colet. Orquídeas Brasil. 9: 332 (-333; figs.). 2011 [25 May 2011] ,FALSE,TRUE,holotype ESA,1.2,77112624-1,urn:lsid:ipni.org:names:77112624-1,wfo-0000921401,FALSE,TRUE,TRUE,FALSE,FALSE,25 May 2011,NA,NA,"Collected in May 2009, flowered in cultivation in Dec 2009",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dryadella_catharinensis,"Imig, Mancinelli & E.C.Smidt","Imig, Mancinelli & E.C.Smidt",,spec.,/n/77219970-1,Orchidaceae,Dryadella,catharinensis,tax. nov.,1007,W.S.Mancinelli,3 Sep 2009,"Santa Catarina (Brazil South, Brazil, Southern America)",FALSE,FALSE,TRUE,"Joinville, Morro do Tromba",,Phytotaxa,2021,508(2): 207,20011462-1,citation,Phytotaxa 508(2): 207. 2021 [21 Jun 2021] [epublished],FALSE,TRUE,holotype JOI,1.1,77219970-1,urn:lsid:ipni.org:names:77219970-1,wfo-1000026845,TRUE,TRUE,TRUE,FALSE,FALSE,21 Jun 2021,"doi:10.11646/phytotaxa.508.2.9 Named after Santa Catarina State, where the species was collected.",[epublished],NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dryadella_sapucaiensis,Campacci & S.L.X.Tobias,Campacci & S.L.X.Tobias,,spec.,/n/77211958-1,Orchidaceae,Dryadella,sapucaiensis,tax. nov.,NA,Sandro Lucas Xavier Tobias,Sep 2018,"São Paulo (Brazil Southeast, Brazil, Southern America)",FALSE,FALSE,TRUE,"São Bento do Sapucaí, 950 m (3115 ft)",,Colet. Orquídeas Brasil.,2020,16: 663,20004826-2,citation,Colet. Orquídeas Brasil. 16: 663. 2020 [25 Aug 2020] ,FALSE,TRUE,holotype ESA,1.1,77211958-1,urn:lsid:ipni.org:names:77211958-1,wfo-1000022213,FALSE,TRUE,TRUE,FALSE,FALSE,25 Aug 2020,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
