name,authors,publishingAuthor,authorTeam,rank,url,family,genus,species,citationType,distribution,hybrid,hybridGenus,inPowo,originalTaxonDistribution,linkedPublication,publication,publicationYear,publicationYearNote,referenceCollation,publicationId,recordType,reference,suppressed,topCopy,version,id,fqId,wfoId,hasNomenclaturalNotes,hasExternalLinks,hasTypeData,hasOriginalData,hasLinks,collectionNumber,collectorTeam,pageAsText,remarks,typeLocations,bhlLink,bibliographicReference,locality,typeChosenBy,referenceRemarks,infraspecies,speciesAuthor,originalRemarks,collectionDate1,typeCoordinates,typeRemarks,collectionDate2,basionymAuthorStr,nameStatus,nameStatusType,typeNote
Chusquea_riparia,Pianiss. & L.G.Clark,Pianiss. & L.G.Clark,,spec.,/n/77322101-1,Poaceae,Chusquea,riparia,tax. nov.,"Espírito Santo (Brazil Southeast, Brazil, Southern America);Minas Gerais (Brazil Southeast, Brazil, Southern America);",FALSE,FALSE,FALSE,NA,,Phytotaxa,2023,26 Jun 2023,600(3): 128,20011462-1,citation,Phytotaxa 600(3): 128. 2023 [26 Jun 2023] [epublished],FALSE,TRUE,1.1,77322101-1,urn:lsid:ipni.org:names:77322101-1,NA,TRUE,FALSE,TRUE,FALSE,FALSE,111,Pianissola et al.,NA,"doi:10.11646/phytotaxa.600.3.1 Etymology: name refers to the characteristic habitat, along streams, of this species.",holotype VIC;isotype ISC,NA,NA,"Alto Caparaó, Parque Nacional do Caparaó, Trilha para o Pico da Bandeira, 2104 m",NA,[epublished],NA,NA,NA,16 Aug 2015,,NA,NA,NA,NA,NA,NA
Chusquea_wettsteinii,Hack.,Hack.,,spec.,/n/58413-2,Poaceae,Chusquea,wettsteinii,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,"Denkschr. Kaiserl. Akad. Wiss., Wien. Math.-Naturwiss. Kl.",1908,NA,79: 82,610-2,citation,"Denkschr. Kaiserl. Akad. Wiss., Wien. Math.-Naturwiss. Kl. 79: 82. 1908 ",FALSE,TRUE,1.3,58413-2,urn:lsid:ipni.org:names:58413-2,wfo-0000860162,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1908&rft.spage=82&rft.volume=79&rft_id=http://www.biodiversitylibrary.org/bibliography/6733&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Danthonia_breviseta,Hack.,Hack.,,spec.,/n/76606-2,Poaceae,Danthonia,breviseta,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Oesterr. Bot. Z.,1902,NA,52: 192,768-2,citation,Oesterr. Bot. Z. 52: 192. 1902 ,FALSE,TRUE,1.3,76606-2,urn:lsid:ipni.org:names:76606-2,wfo-0000861819,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1902&rft.spage=192&rft.volume=52&rft_id=http://www.biodiversitylibrary.org/bibliography/40988&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Danthonia_macrophylla,Hack.,Hack.,,spec.,/n/76640-2,Poaceae,Danthonia,macrophylla,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Oesterr. Bot. Z.,1902,NA,52: 193,768-2,citation,Oesterr. Bot. Z. 52: 193. 1902 ,FALSE,TRUE,1.3,76640-2,urn:lsid:ipni.org:names:76640-2,wfo-0000862004,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1902&rft.spage=193&rft.volume=52&rft_id=http://www.biodiversitylibrary.org/bibliography/40988&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Digitaria_fluminensis,Mez,Mez,,spec.,/n/80252-2,Poaceae,Digitaria,fluminensis,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Bot. Jahrb. Syst.,1921,18 Feb 1921,"56(4, Beibl. 125): 7",553-2,citation,"Bot. Jahrb. Syst. 56(4, Beibl. 125): 7. 1921 [18 Feb 1921] ",FALSE,TRUE,1.6,80252-2,urn:lsid:ipni.org:names:80252-2,wfo-0000863966,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,193835,NA,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/193835&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Digitaria_induta,Swallen,Swallen,,spec.,/n/80266-2,Poaceae,Digitaria,induta,tax. nov.,"Maranhao (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Contr. U.S. Natl. Herb.,1949,NA,29: 266,605-2,citation,Contr. U.S. Natl. Herb. 29: 266. 1949 ,FALSE,TRUE,1.4,80266-2,urn:lsid:ipni.org:names:80266-2,wfo-0000864050,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,397618,NA,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/397618&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Digitaria_sabulicola,Henrard,Henrard,,spec.,/n/80314-2,Poaceae,Digitaria,sabulicola,tax. nov.,"Espirito Santo (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Blumea,1934,NA,1: 108,549-2,citation,Blumea 1: 108. 1934 ,FALSE,TRUE,1.3,80314-2,urn:lsid:ipni.org:names:80314-2,wfo-0000864347,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Diplachne_barbata,Hack.,Hack.,,spec.,/n/310986-2,Poaceae,Diplachne,barbata,tax. nov.,"Pernambuco (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Oesterr. Bot. Z.,1902,NA,52: 240,768-2,citation,Oesterr. Bot. Z. 52: 240. 1902 ,FALSE,TRUE,1.3,310986-2,urn:lsid:ipni.org:names:310986-2,wfo-0000864814,FALSE,TRUE,TRUE,FALSE,FALSE,4310,J.H.R.Schenck,NA,NA,holotype W,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1902&rft.spage=240&rft.volume=52&rft_id=http://www.biodiversitylibrary.org/bibliography/40988&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Diplachne_cearensis,Ekman,Ekman,,spec.,/n/81359-2,Poaceae,Diplachne,cearensis,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Ark. Bot.,1911,NA,"10, no. 17: 32, pl. 5, 6",536-2,citation,"Ark. Bot. 10, no. 17: 32, pl. 5, 6. 1911 ",FALSE,TRUE,1.2,81359-2,urn:lsid:ipni.org:names:81359-2,wfo-0000864825,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Eleusine_barbata,Desv.,Desv.,,spec.,/n/305231-2,Poaceae,Eleusine,barbata,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Opusc. Sci. Phys. Nat.,1831,NA,1: 140,8140-2,citation,Opusc. Sci. Phys. Nat. 1: 140. 1831 ,FALSE,TRUE,1.2,305231-2,urn:lsid:ipni.org:names:305231-2,wfo-0000865670,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Elionurus_planifolius,Renvoize,Renvoize,,spec.,/n/90414-2,Poaceae,Elionurus,planifolius,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Kew Bull.,1978,19 Apr 1978,32(3): 669,987-2,citation,Kew Bull. 32(3): 669. 1978 [19 Apr 1978] ,FALSE,TRUE,1.1.2.1.1.2,90414-2,urn:lsid:ipni.org:names:90414-2,wfo-0000865852,FALSE,TRUE,TRUE,FALSE,FALSE,10852,Harley et al,NA,NA,holotype K,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Eragrostis_multipes,S.Moore,S.Moore,,spec.,/n/93157-2,Poaceae,Eragrostis,multipes,tax. nov.,"Mato Grosso (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,"Trans. Linn. Soc. London, Bot.",1895,NA,"ser. 2, 4: 511",1084-2,citation,"Trans. Linn. Soc. London, Bot. ser. 2, 4: 511. 1895 ",FALSE,TRUE,1.4,93157-2,urn:lsid:ipni.org:names:93157-2,wfo-0000868100,FALSE,TRUE,TRUE,FALSE,FALSE,NA,S.L.Moore,NA,NA,null BM,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Eragrostis_polyneura,Jedwabn.,Jedwabn.,,spec.,/n/93188-2,Poaceae,Eragrostis,polyneura,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Bot. Arch.,1924,NA,5(3-4): 205,1652-2,citation,Bot. Arch. 5(3-4): 205. 1924 ,FALSE,TRUE,1.1.2.1.1.3,93188-2,urn:lsid:ipni.org:names:93188-2,wfo-0000868273,FALSE,TRUE,TRUE,FALSE,FALSE,18559,A.F.M.Glaziou,NA,NA,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1924&rft.spage=205&rft.volume=5&rft_id=http://www.biodiversitylibrary.org/bibliography/51865&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Eremitis_aemula,F.M.Ferreira & R.P.Oliveira,F.M.Ferreira & R.P.Oliveira,,spec.,/n/77299538-1,Poaceae,Eremitis,aemula,tax. nov.,"Minas Gerais (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Acta Bot. Brasil.,2022,15 Apr 2022,"36-e2021abb0030: 2, figs. 1-2",1225-2,citation,"Acta Bot. Brasil. 36-e2021abb0030: 2, figs. 1-2. 2022 [15 Apr 2022] [epublished]",FALSE,TRUE,1.2,77299538-1,urn:lsid:ipni.org:names:77299538-1,wfo-1000030052,TRUE,TRUE,TRUE,FALSE,FALSE,2152,"F.M. Ferreira, P.L. Viana &amp; M.O.D. Pivari",NA,"Etymology: 'The specific epithet “aemula”, from the Latin, means “what imitates, who seeks to match” (Faria 1956), a reference to the morphological complexity of the new species, overlapping other congeneric species in various morphological characters' doi:10.1590/0102-33062021abb0030",holotype HUEFS;isotype BHCB;isotype CEN;isotype CEPEC;isotype CESJ;isotype CVRD;isotype HUFU;isotype ICN;isotype ISC;isotype K;isotype MBM;isotype MO;isotype P;isotype R;isotype RB;isotype SP;isotype US,NA,NA,"Santa Maria do Salto, Alto Cariri State Park",NA,[epublished],NA,NA,NA,8 Jul 2009,,NA,NA,NA,NA,NA,NA
Eremitis_berbertii,F.M.Ferreira & R.P.Oliveira,F.M.Ferreira & R.P.Oliveira,,spec.,/n/77213762-1,Poaceae,Eremitis,berbertii,tax. nov.,"Bahia (Brazil Northeast, Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Novon,2020,12 Nov 2020,28(4): 242,14256-2,citation,Novon 28(4): 242. 2020 [12 Nov 2020] [epublished],FALSE,TRUE,1.2,77213762-1,urn:lsid:ipni.org:names:77213762-1,wfo-1000022372,TRUE,TRUE,TRUE,FALSE,FALSE,2212,F.M.Ferreira &amp; A.L.C.Lima,NA,"doi:10.3417/2020562 The specific epithet honours Mr. Henrique Berbert (in memoriam), owner of the RPPN Serra do Teimoso and a great defender of the Atlantic forest of southern Bahia.",holotype HUEFS;isotype BHCB;isotype BR;isotype CEN;isotype CEPEC;isotype CESJ;isotype CVRD;isotype F;isotype HUFU;isotype ICN;isotype K;isotype MBM;isotype MO;isotype P;isotype R;isotype RB;isotype SP;isotype SPF;isotype US;isotype ISC,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=2020&rft.issue=4&rft.spage=242&rft.volume=28&rft_id=http://www.biodiversitylibrary.org/bibliography/744&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,"Jussari, Private Reserve of Natural Heritage (RPPN) Serra do Teimoso",NA,[epublished],NA,NA,NA,12 Nov 2009,,NA,NA,NA,NA,NA,NA
Eremitis_clarkiae,F.M.Ferreira & R.P.Oliveira,F.M.Ferreira & R.P.Oliveira,,spec.,/n/77234324-1,Poaceae,Eremitis,clarkiae,tax. nov.,"Bahia (Brazil Northeast, Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Pl. Ecol. Evol.,2021,23 Nov 2021,154(3): 471,20011731-1,citation,Pl. Ecol. Evol. 154(3): 471. 2021 [23 Nov 2021] [epublished],FALSE,TRUE,1.1,77234324-1,urn:lsid:ipni.org:names:77234324-1,wfo-1000026958,TRUE,TRUE,TRUE,FALSE,FALSE,2213,F.M.Ferreira &amp; A.L.C.Lima,NA,"doi:10.5091/plecevo.154.3 The specific epithet is a tribute to Dr Lynn G. Clark, from Iowa State University (USA).",holotype HUEFS;isotype BHCB;isotype CEN;isotype CEPEC;isotype CVRD;isotype HUFU;isotype ICN;isotype ISC;isotype K;isotype MBM;isotype MO;isotype NY;isotype P;isotype R;isotype RB;isotype SP;isotype US,NA,NA,"Municipality  of  Floresta  Azul,  Florestinha,  Venturosa  Farm  (part  of  the  complex Senhor do Bom Fim Farm), about 9.3 km from Floresta Azul to Almadina",NA,[epublished],NA,NA,NA,13 Nov 2009,,NA,NA,NA,NA,NA,NA
Eremitis_fluminensis,F.M.Ferreira & R.P.Oliveira,F.M.Ferreira & R.P.Oliveira,,spec.,/n/77213763-1,Poaceae,Eremitis,fluminensis,tax. nov.,"Rio de Janeiro (Brazil Southeast, Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Novon,2020,12 Nov 2020,28(4): 245,14256-2,citation,Novon 28(4): 245. 2020 [12 Nov 2020] [epublished],FALSE,TRUE,1.1,77213763-1,urn:lsid:ipni.org:names:77213763-1,wfo-1000022373,TRUE,TRUE,TRUE,FALSE,FALSE,2224,F.M.Ferreira &amp; C.Silva,NA,doi:10.3417/2020562,holotype HUEFS;isotype BHCB;isotype CEN;isotype CEPEC;isotype CVRD;isotype ESA;isotype HUFU;isotype ICN;isotype ISC;isotype K;isotype MBM;isotype MO;isotype P;isotype R;isotype RB;isotype SP;isotype SPF;isotype US,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=2020&rft.issue=4&rft.spage=245&rft.volume=28&rft_id=http://www.biodiversitylibrary.org/bibliography/744&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,"Mangaratiba, Marambaia Island, trail to Praia do Sino",NA,[epublished],NA,NA,NA,17 Jun 2010,,NA,NA,NA,NA,NA,NA
Eremitis_grandiflora,F.M.Ferreira & R.P.Oliveira,F.M.Ferreira & R.P.Oliveira,,spec.,/n/77235211-1,Poaceae,Eremitis,grandiflora,tax. nov.,"Espírito Santo (Brazil Southeast, Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Syst. Bot.,2021,11 Aug 2021,46(2): 322,1295-2,citation,Syst. Bot. 46(2): 322. 2021 [11 Aug 2021] ,FALSE,TRUE,1.2,77235211-1,urn:lsid:ipni.org:names:77235211-1,wfo-1000026959,FALSE,TRUE,TRUE,FALSE,FALSE,2173,"F.M. Ferreira, A.L. Cortes, D. Couto &amp; A.F.P. Machado",NA,"doi:10.1600/036364421X16231782047352 The specific epithet means 'large flowers', an allusion to the size of the gynecandrous whorls of this species, the largest one compared to its congeners.",holotype HUEFS;isotype BHCB;isotype CEN;isotype CEPEC;isotype CVRD;isotype HUFU;isotype ICN;isotype ISC;isotype K;isotype MBM;isotype MO;isotype P;isotype R;isotype RB;isotype SP;isotype US,NA,NA,"Linhares, Forest Reserve of Vale do Rio Doce, Aceiro Bragata",NA,NA,NA,NA,NA,29 Sep 2009,,NA,NA,NA,NA,NA,NA
Eremitis_jardimii,F.M.Ferreira & R.P.Oliveira,F.M.Ferreira & R.P.Oliveira,,spec.,/n/77213101-1,Poaceae,Eremitis,jardimii,tax. nov.,"Bahia (Brazil Northeast, Brazil, Southern America)",FALSE,FALSE,FALSE,NA,,Kew Bull.,2020,9 Dec 2020,75(4)-52: 1,987-2,citation,Kew Bull. 75(4)-52: 1. 2020 [9 Dec 2020] [epublished],FALSE,TRUE,1.3,77213101-1,urn:lsid:ipni.org:names:77213101-1,wfo-1000022374,TRUE,TRUE,TRUE,FALSE,FALSE,2062,F.M.Ferreira &amp; G.M.Carvalho,NA,"doi:10.1007/S12225-020-09906-3 The specific epithet is a tribute to Dr. Jomar G.Jardim, an ardent advocate for the conservation of the Atlantic Forest flora of southern Bahia.",holotype HUEFS;isotype BHCB;isotype CEN;isotype CEPEC;isotype CVRD;isotype HUFU;isotype ICN;isotype ISC;isotype k;isotype MBM;isotype MO;isotype NY;isotype P;isotype R;isotype RB;isotype SP;isotype US,NA,NA,"Ilhéus, Comissão Executiva de Planejamento da Lavoura Cacaueira (CEPLAC), Quadra D",NA,[epublished],NA,NA,NA,25 Nov 2008,,NA,NA,NA,NA,NA,NA
Eremitis_limae,F.M.Ferreira & R.P.Oliveira,F.M.Ferreira & R.P.Oliveira,,spec.,/n/77211073-1,Poaceae,Eremitis,limae,tax. nov.,"Bahia (Brazil Northeast, Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Phytotaxa,2020,4 Aug 2020,454(4): 278,20011462-1,citation,Phytotaxa 454(4): 278. 2020 [4 Aug 2020] [epublished],FALSE,TRUE,1.1,77211073-1,urn:lsid:ipni.org:names:77211073-1,wfo-1000022375,TRUE,TRUE,TRUE,FALSE,FALSE,2210,"F.M. Ferreira, A.L.C. Lima &amp; A.J. Silva",NA,"doi:10.11646/phytotaxa.454.4.5 The name honours the ornithologist Dr. Ana Luísa de Carvalho Lima, the first author’s wife, who contributed to the development of this work.",holotype HUEFS;isotype BHCB;isotype CEN;isotype CEPEC;isotype CVRD;isotype ESA;isotype HUFU;isotype ICN;isotype ISC;isotype K;isotype MBM;isotype MO;isotype P;isotype R;isotype RB;isotype SP;isotype US,NA,NA,"Itapebi, Guarani Farm, 138m",NA,[epublished],NA,NA,NA,11 Nov 2009,,NA,NA,NA,NA,NA,NA
Eremitis_paucifolia,F.M.Ferreira & R.P.Oliveira,F.M.Ferreira & R.P.Oliveira,,spec.,/n/77235223-1,Poaceae,Eremitis,paucifolia,tax. nov.,"Espírito Santo (Brazil Southeast, Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Syst. Bot.,2021,11 Aug 2021,46(2): 326,1295-2,citation,Syst. Bot. 46(2): 326. 2021 [11 Aug 2021] ,FALSE,TRUE,1.1,77235223-1,urn:lsid:ipni.org:names:77235223-1,wfo-1000026960,FALSE,TRUE,TRUE,FALSE,FALSE,2205,"F.M. Ferreira, A.L. Cortes, D. Couto &amp; A.F.P. Machado",NA,"doi:10.1600/036364421X16231782047352 The specific epithet, from Latin, means 'few leaves', a reference to the reduced number of leaves present in the leafy culms of this new species compared to other congeneric species.",holotype HUEFS;isotype BHCB;isotype CEN;isotype CEPEC;isotype CVRD;isotype HUFU;isotype ICN;isotype ISC;isotype K;isotype MBM;isotype MO;isotype P;isotype R;isotype RB;isotype SP;isotype US,NA,NA,"Muqui, Retiro, Sabia Farm (owner Mr. Antonio Constantino), 'cabruca' plantation area",NA,NA,NA,NA,NA,5 Oct 2009,,NA,NA,NA,NA,NA,NA
Eremitis_riodocensis,F.M.Ferreira & R.P.Oliveira,F.M.Ferreira & R.P.Oliveira,,spec.,/n/77210828-1,Poaceae,Eremitis,riodocensis,tax. nov.,"Minas Gerais (Brazil Southeast, Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Brittonia,2019,16 Dec 2019,72(2): 134,561-2,citation,Brittonia 72(2): 134. 2019 [16 Dec 2019] [epublished],FALSE,TRUE,1.2,77210828-1,urn:lsid:ipni.org:names:77210828-1,wfo-1000032207,TRUE,TRUE,TRUE,FALSE,FALSE,2100,"F.M.Ferreira, M.O.D.Pivari, F.M.Costa &amp; M.L.Francisco",NA,doi:10.1007/s12228-019-09603-x,holotype HUEFS;isotype BHCB;isotype CEN;isotype CEPEC;isotype CVRD;isotype HUFU;isotype ICN;isotype ISC;isotype K;isotype MBM;isotype MO;isotype NY;isotype P;isotype R;isotype RB;isotype SP;isotype US,NA,NA,"Marliéria, Rio Doce State Park, trail of the Aníbal",NA,[epublished],NA,NA,NA,16 Jan 2009,,NA,NA,NA,NA,NA,NA
Eremitis_victoriae,F.M.Ferreira & R.P.Oliveira,F.M.Ferreira & R.P.Oliveira,,spec.,/n/77235224-1,Poaceae,Eremitis,victoriae,tax. nov.,"Bahia (Brazil Northeast, Brazil, Southern America);Espírito Santo (Brazil Southeast, Brazil, Southern America);",FALSE,FALSE,TRUE,NA,,Syst. Bot.,2021,11 Aug 2021,46(2): 329,1295-2,citation,Syst. Bot. 46(2): 329. 2021 [11 Aug 2021] ,FALSE,TRUE,1.2,77235224-1,urn:lsid:ipni.org:names:77235224-1,wfo-1000026961,FALSE,TRUE,TRUE,FALSE,FALSE,2206,"F.M. Ferreira, A.L. Cortes, D. Couto &amp; A.F.P. Machado",NA,"doi:10.1600/036364421X16231782047352 The specific epithet honours the North American researcher Dr. Victoria C. Hollowell, from the Missouri Botanical Garden, who dedicated a good part of her career to study the subtribe Parianinae.",holotype HUEFS;isotype BHCB;isotype CEN;isotype CEPEC;isotype CVRD;isotype HUFU;isotype ICN;isotype ISC;isotype K;isotype MBM;isotype MO;isotype P;isotype R;isotype RB;isotype SP;isotype US,NA,NA,"Espirito Santo: Cachoeiro do Itapemirim, Pedra do Itabira, Itabira Farm",NA,NA,NA,NA,NA,10 Oct 2009,,NA,NA,NA,NA,NA,NA
Eremitis_vinacea,F.M.Ferreira & R.P.Oliveira,F.M.Ferreira & R.P.Oliveira,,spec.,/n/77234325-1,Poaceae,Eremitis,vinacea,tax. nov.,"Bahia (Brazil Northeast, Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Pl. Ecol. Evol.,2021,23 Nov 2021,154(3): 477,20011731-1,citation,Pl. Ecol. Evol. 154(3): 477. 2021 [23 Nov 2021] [epublished],FALSE,TRUE,1.1,77234325-1,urn:lsid:ipni.org:names:77234325-1,wfo-1000026962,TRUE,TRUE,TRUE,FALSE,FALSE,2132,F.M.Ferreira &amp; M.L.S.Carvalho,NA,"doi:10.5091/plecevo.154.3 The specific epithet refers to the colour of the abaxial surface of its leaf blades, distinctly purple.",holotype HUEFS;isotype BHCB;isotype CEN;isotype CEPEC;isotype CVRD;isotype HUFU;isotype ICN;isotype ISC;isotype K;isotype MBM;isotype MO;isotype NY;isotype P;isotype R;isotype RB;isotype SP;isotype US,NA,NA,"Municipality of Camacã, about 19 km from Camacã to Potiraguá",NA,[epublished],NA,NA,NA,6 Jun 2009,,NA,NA,NA,NA,NA,NA
Eriochloa_brasiliensis,Spreng.,Spreng.,,spec.,/n/94591-2,Poaceae,Eriochloa,brasiliensis,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,"Syst. Veg., ed. 16 [Sprengel]",1824,dated 1825; publ. in late 1824,1: 249,14620-2,citation,"Syst. Veg., ed. 16 [Sprengel] 1: 249. 1824 [dated 1825; publ. in late 1824] ",FALSE,TRUE,1.1.2.1.1.2,94591-2,urn:lsid:ipni.org:names:94591-2,wfo-0000869068,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1824&rft.spage=249&rft.volume=1&rft_id=http://www.biodiversitylibrary.org/bibliography/822&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Froesiochloa_boutelouodes,G.A.Black,G.A.Black,,spec.,/n/106124-2,Poaceae,Froesiochloa,boutelouodes,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Bol. Tecn. Inst. Agron. N.,1950,NA,"no. 20: 30, tab. 1",860-2,citation,"Bol. Tecn. Inst. Agron. N. no. 20: 30, tab. 1. 1950 ",FALSE,TRUE,1.2,106124-2,urn:lsid:ipni.org:names:106124-2,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Guadua_lindmanii,E.G.Camus,E.G.Camus,,spec.,/n/113753-2,Poaceae,Guadua,lindmanii,tax. nov.,Brazil (Southern America),FALSE,FALSE,FALSE,NA,,Bambusees (Camus),1913,NA,"113, pl. 67",11891-2,citation,"Bambusees (Camus) 113, pl. 67. 1913 ",FALSE,TRUE,1.4,113753-2,urn:lsid:ipni.org:names:113753-2,wfo-0000873521,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Guadua_longifimbriata,E.G.Camus,E.G.Camus,,spec.,/n/113754-2,Poaceae,Guadua,longifimbriata,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Bambusees (Camus),1913,NA,"113, pl. 64",11891-2,citation,"Bambusees (Camus) 113, pl. 64. 1913 ",FALSE,TRUE,1.6,113754-2,urn:lsid:ipni.org:names:113754-2,wfo-0000873522,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Guadua_polyclados,Döll,Döll,,spec.,/n/316776-2,Poaceae,Guadua,polyclados,tax. nov.,"Type from Venezuela?, Brazil (Southern America)",FALSE,FALSE,TRUE,NA,,Fl. Bras. (Martius),1880,1 Dec 1880,2(3): 182,629-2,citation,Fl. Bras. (Martius) 2(3): 182. 1880 [1 Dec 1880] ,FALSE,TRUE,1.5,316776-2,urn:lsid:ipni.org:names:316776-2,wfo-0000873536,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,135337,[Gandhi 25 Nov 1998],NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/135337&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
