name,authors,publishingAuthor,authorTeam,rank,url,family,genus,species,citationType,distribution,hybrid,hybridGenus,inPowo,originalTaxonDistribution,linkedPublication,publication,publicationYear,publicationYearNote,referenceCollation,publicationId,recordType,reference,suppressed,topCopy,version,id,fqId,wfoId,hasNomenclaturalNotes,hasExternalLinks,hasTypeData,hasOriginalData,hasLinks,collectionNumber,collectorTeam,pageAsText,remarks,typeLocations,bhlLink,bibliographicReference,locality,typeChosenBy,referenceRemarks,infraspecies,speciesAuthor,originalRemarks,collectionDate1,typeCoordinates,typeRemarks,collectionDate2,basionymAuthorStr,nameStatus,nameStatusType,typeNote
Panicum_cumbucanum,Renvoize,Renvoize,,spec.,/n/900465-1,Poaceae,Panicum,cumbucanum,tax. nov.,Brazil.,FALSE,FALSE,TRUE,Brazil.,,Kew Bull.,1982,29 Jul 1982,37(2): 332,987-2,citation,Kew Bull. 37(2): 332. 1982 [29 Jul 1982] ,FALSE,TRUE,1.3,900465-1,urn:lsid:ipni.org:names:900465-1,wfo-0000883754,FALSE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Panicum_dasyurum,Nees,Nees,,spec.,/n/181763-2,Poaceae,Panicum,dasyurum,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Fl. Bras. Enum. Pl.,1829,Mar-Jun 1829,2(1): 241,1544-2,citation,Fl. Bras. Enum. Pl. 2(1): 241. 1829 [Mar-Jun 1829] ; alt. title:  Agrost. Bras.,FALSE,TRUE,1.5,181763-2,urn:lsid:ipni.org:names:181763-2,wfo-0000883800,TRUE,TRUE,TRUE,FALSE,FALSE,s.n.,J.C.Hoffmannsegg,NA,NA,lectotype B;isotype US,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1829&rft.issue=1&rft.spage=241&rft.volume=2&rft_id=http://www.biodiversitylibrary.org/bibliography/6159&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,alt. title:  Agrost. Bras.,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Panicum_eitenii,Renvoize,Renvoize,,spec.,/n/181845-2,Poaceae,Panicum,eitenii,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Kew Bull.,1978,28 Mar 1978,32(2): 424,987-2,citation,Kew Bull. 32(2): 424. 1978 [28 Mar 1978] ,FALSE,TRUE,1.1.2.1.1.2,181845-2,urn:lsid:ipni.org:names:181845-2,wfo-0000884031,FALSE,TRUE,TRUE,FALSE,FALSE,7036,G.Eiten,NA,NA,holotype K,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Panicum_elongatum,Poir.,Poir.,,spec.,/n/319042-2,Poaceae,Panicum,elongatum,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Encyc. [J. Lamarck & al.] Suppl. 4.,1816,29 Jun 1816,278,15196-2,citation,Encyc. [J. Lamarck & al.] Suppl. 4. 278. 1816 [29 Jun 1816] ,FALSE,TRUE,1.4,319042-2,urn:lsid:ipni.org:names:319042-2,wfo-0000884049,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,"[Gandhi 19 Nov 1999] later homonym (non Salisb. 1796, nec Pursh 1813); replaced by P. poiretianum Schult. 1824.",NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1816&rft.spage=278&rft_id=http://www.biodiversitylibrary.org/bibliography/826&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Panicum_elytrochaetum,Hack.,Hack.,,spec.,/n/181849-2,Poaceae,Panicum,elytrochaetum,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Oesterr. Bot. Z.,1897,NA,47: 77,768-2,citation,Oesterr. Bot. Z. 47: 77. 1897 ,FALSE,TRUE,1.3,181849-2,urn:lsid:ipni.org:names:181849-2,wfo-0000884054,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1897&rft.spage=77&rft.volume=47&rft_id=http://www.biodiversitylibrary.org/bibliography/40988&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Panicum_flavum,Nees,Nees,,spec.,/n/181887-2,Poaceae,Panicum,flavum,tax. nov.,"Campis graminosis provinciae Piauhiensis, tum in campis ad Joazeiro provinciae Pernambucensis et Bahiensis, Brazil (Southern America)",FALSE,FALSE,TRUE,NA,,Fl. Bras. Enum. Pl.,1829,Mar-Jun 1829,2(1): 238,1544-2,citation,Fl. Bras. Enum. Pl. 2(1): 238. 1829 [Mar-Jun 1829] ; alt. title:  Agrost. Bras.,FALSE,TRUE,1.3,181887-2,urn:lsid:ipni.org:names:181887-2,wfo-0000884194,TRUE,TRUE,TRUE,FALSE,FALSE,s.n.,C.F.P.Martius,NA,NA,lectotype M;isotype K;isotype US,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1829&rft.issue=1&rft.spage=238&rft.volume=2&rft_id=http://www.biodiversitylibrary.org/bibliography/6159&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,alt. title:  Agrost. Bras.,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Panicum_furcellatum,S.Moore,S.Moore,,spec.,/n/181899-2,Poaceae,Panicum,furcellatum,tax. nov.,"Mato Grosso (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,"Trans. Linn. Soc. London, Bot.",1895,NA,"ser. 2, 4: 505 (t. 34, figs. 14-22)",1084-2,citation,"Trans. Linn. Soc. London, Bot. ser. 2, 4: 505 (t. 34, figs. 14-22). 1895 ",FALSE,TRUE,1.3,181899-2,urn:lsid:ipni.org:names:181899-2,NA,FALSE,TRUE,TRUE,FALSE,FALSE,763,S.L.Moore,NA,NA,null BM,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Panicum_goyazense,Mez,Mez,,spec.,/n/181936-2,Poaceae,Panicum,goyazense,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Bot. Jahrb. Syst.,1921,18 Feb 1921,"56(4, Beibl. 125): 4",553-2,citation,"Bot. Jahrb. Syst. 56(4, Beibl. 125): 4. 1921 [18 Feb 1921] ",FALSE,TRUE,1.4,181936-2,urn:lsid:ipni.org:names:181936-2,wfo-0000884370,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Panicum_gracilipes,Hack.,Hack.,,spec.,/n/181938-2,Poaceae,Panicum,gracilipes,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Verh. K.K. Zool.-Bot. Ges. Wien,1915,NA,65: 71,5616-2,citation,Verh. K.K. Zool.-Bot. Ges. Wien 65: 71. 1915 ,FALSE,TRUE,1.4,181938-2,urn:lsid:ipni.org:names:181938-2,wfo-0000884381,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1915&rft.spage=71&rft.volume=65&rft_id=http://www.biodiversitylibrary.org/bibliography/13275&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Panicum_hololeucum,Mez,Mez,,spec.,/n/181980-2,Poaceae,Panicum,hololeucum,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Notizbl. Bot. Gart. Berlin-Dahlem,1917,NA,7: 72,1019-2,citation,Notizbl. Bot. Gart. Berlin-Dahlem 7: 72. 1917 ,FALSE,TRUE,1.3,181980-2,urn:lsid:ipni.org:names:181980-2,wfo-0000884542,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1917&rft.spage=72&rft.volume=7&rft_id=http://www.biodiversitylibrary.org/bibliography/41365&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Panicum_impressum,Nees,Nees,,spec.,/n/181997-2,Poaceae,Panicum,impressum,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Fl. Bras. Enum. Pl.,1829,Mar-Jun 1829,2(1): 247,1544-2,citation,Fl. Bras. Enum. Pl. 2(1): 247. 1829 [Mar-Jun 1829] ; alt. title:  Agrost. Bras.,FALSE,TRUE,1.4,181997-2,urn:lsid:ipni.org:names:181997-2,wfo-0000884623,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1829&rft.issue=1&rft.spage=247&rft.volume=2&rft_id=http://www.biodiversitylibrary.org/bibliography/6159&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,alt. title:  Agrost. Bras.,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Panicum_infuscum,Swallen,Swallen,,spec.,/n/182007-2,Poaceae,Panicum,infuscum,tax. nov.,"Guanabara, Rio de Janeiro (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Phytologia,1966,NA,14: 82,1034-2,citation,Phytologia 14: 82. 1966 ,FALSE,TRUE,1.3,182007-2,urn:lsid:ipni.org:names:182007-2,wfo-0000884658,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1966&rft.spage=82&rft.volume=14&rft_id=http://www.biodiversitylibrary.org/bibliography/12678&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Panicum_januarium,Mez,Mez,,spec.,/n/182034-2,Poaceae,Panicum,januarium,tax. nov.,"Brazil, Paraguay",FALSE,FALSE,TRUE,NA,,Bot. Jahrb. Syst.,1921,18 Feb 1921,"56(4, Beibl. 125): 4",553-2,citation,"Bot. Jahrb. Syst. 56(4, Beibl. 125): 4. 1921 [18 Feb 1921] ",FALSE,TRUE,1.4,182034-2,urn:lsid:ipni.org:names:182034-2,wfo-0000884718,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Panicum_jurgensii,Hack.,Hack.,,spec.,/n/182041-2,Poaceae,Panicum,jurgensii,tax. nov.,Brazil (Southern America),FALSE,FALSE,FALSE,NA,,Verh. K.K. Zool.-Bot. Ges. Wien,1915,NA,65: 70,5616-2,citation,Verh. K.K. Zool.-Bot. Ges. Wien 65: 70. 1915 ,FALSE,TRUE,1.4,182041-2,urn:lsid:ipni.org:names:182041-2,NA,FALSE,FALSE,TRUE,FALSE,FALSE,G412,C.Jürgens,NA,NA,holotype W,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1915&rft.spage=70&rft.volume=65&rft_id=http://www.biodiversitylibrary.org/bibliography/13275&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Panicum_kuhlmannii,Swallen,Swallen,,spec.,/n/182048-2,Poaceae,Panicum,kuhlmannii,tax. nov.,"Mato Grosso (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Phytologia,1966,NA,14: 74,1034-2,citation,Phytologia 14: 74. 1966 ,FALSE,TRUE,1.3,182048-2,urn:lsid:ipni.org:names:182048-2,wfo-0000884791,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1966&rft.spage=74&rft.volume=14&rft_id=http://www.biodiversitylibrary.org/bibliography/12678&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Panicum_leiophyllum,Nees,Nees,,spec.,/n/182091-2,Poaceae,Panicum,leiophyllum,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Fl. Bras. Enum. Pl.,1829,Mar-Jun 1829,2(1): 249,1544-2,citation,Fl. Bras. Enum. Pl. 2(1): 249. 1829 [Mar-Jun 1829] ; alt. title:  Agrost. Bras.,FALSE,TRUE,1.4,182091-2,urn:lsid:ipni.org:names:182091-2,wfo-0000884897,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1829&rft.issue=1&rft.spage=249&rft.volume=2&rft_id=http://www.biodiversitylibrary.org/bibliography/6159&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,alt. title:  Agrost. Bras.,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Panicum_luticola,Swallen,Swallen,,spec.,/n/182142-2,Poaceae,Panicum,luticola,tax. nov.,"Rio de Janeiro (Brazil, Southern America)",FALSE,FALSE,FALSE,NA,,Phytologia,1966,NA,14: 80,1034-2,citation,Phytologia 14: 80. 1966 ,FALSE,TRUE,1.2,182142-2,urn:lsid:ipni.org:names:182142-2,NA,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1966&rft.spage=80&rft.volume=14&rft_id=http://www.biodiversitylibrary.org/bibliography/12678&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Panicum_machrisianum,Swallen,Swallen,,spec.,/n/182143-2,Poaceae,Panicum,machrisianum,tax. nov.,"Goiás (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Los Angeles County Mus. Contr. Sci.,1958,NA,"no. 22: 10, fig. 5",3700-2,citation,"Los Angeles County Mus. Contr. Sci. no. 22: 10, fig. 5. 1958 ",FALSE,TRUE,1.3,182143-2,urn:lsid:ipni.org:names:182143-2,wfo-0000885036,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Panicum_mattogrossense,Kuntze,Kuntze,,spec.,/n/182163-2,Poaceae,Panicum,mattogrossense,tax. nov.,"Mato Grosso (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Revis. Gen. Pl.,1898,28 Sep 1898,3[3]: 362,1063-2,citation,Revis. Gen. Pl. 3[3]: 362. 1898 [28 Sep 1898] ,FALSE,TRUE,1.5,182163-2,urn:lsid:ipni.org:names:182163-2,wfo-0000885118,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,3580,NA,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/3580&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Panicum_maximiliani,Schrad.,Schrad.,,spec.,/n/30095171-2,Poaceae,Panicum,maximiliani,tax. nov.,Brazil (Southern America),FALSE,FALSE,FALSE,NA,,Mant. 2 (Schultes),1824,Jan-Apr 1824,255,7569-2,citation,Mant. 2 (Schultes) 255. 1824 [Jan-Apr 1824] ,FALSE,TRUE,1.1.2.1,30095171-2,urn:lsid:ipni.org:names:30095171-2,wfo-0000885121,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,"Schultes, the publishing author, ascribed the name P. maximiliani and its description to Schrader",NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1824&rft.spage=255&rft_id=http://www.biodiversitylibrary.org/bibliography/552&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,,Princeps Sereniss. Maximil. Neowidensis,NA,NA,NA,NA,NA
Panicum_minutiflorum,Döll,Döll,,spec.,/n/310342-2,Poaceae,Panicum,minutiflorum,tax. nov.,"Pará (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Fl. Bras. (Martius),1877,1 Mar 1877,2(2): 253,629-2,citation,Fl. Bras. (Martius) 2(2): 253. 1877 [1 Mar 1877] ,FALSE,TRUE,1.5,310342-2,urn:lsid:ipni.org:names:310342-2,wfo-0000885244,FALSE,TRUE,TRUE,FALSE,FALSE,720,R.Spruce,135104,NA,lectotype P,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/135104&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Panicum_paspaloides,Raddi,Raddi,,spec.,/n/77074630-1,Poaceae,Panicum,paspaloides,tax. nov.,"Rio de Janeiro (Brazil Southeast, Brazil, Southern America)",FALSE,FALSE,FALSE,NA,,Agrostogr. Bras. [Raddi],1823,NA,45,10486-2,citation,Agrostogr. Bras. [Raddi] 45. 1823 ,FALSE,TRUE,1.2,77074630-1,urn:lsid:ipni.org:names:77074630-1,NA,TRUE,FALSE,TRUE,FALSE,FALSE,s.n.,Raddi,NA,NA,lectotype PI;isolectotype FI;isolectotype PI,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1823&rft.spage=45&rft_id=http://www.biodiversitylibrary.org/bibliography/4436&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,Taxon 55(2): 478. 2006 [22 Jun 2006] ,Ad fossas udas prope Rio-janeiro,Baldini &amp; amp; Longhi-Wagner,NA,NA,NA,NA,NA,,NA,NA,NA,nom. illeg. later homonym,nom. illeg.,NA
Panicum_pirineosense,Swallen,Swallen,,spec.,/n/182337-2,Poaceae,Panicum,pirineosense,tax. nov.,"Goiás (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Phytologia,1966,NA,14: 78,1034-2,citation,Phytologia 14: 78. 1966 ,FALSE,TRUE,1.3,182337-2,urn:lsid:ipni.org:names:182337-2,wfo-0000885777,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1966&rft.spage=78&rft.volume=14&rft_id=http://www.biodiversitylibrary.org/bibliography/12678&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Panicum_poiretianum,Schult.,Schult.,,spec.,/n/182349-2,Poaceae,Panicum,poiretianum,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Mant. 2 (Schultes),1824,Jan-Apr 1824,229,7569-2,citation,Mant. 2 (Schultes) 229. 1824 [Jan-Apr 1824] ,FALSE,TRUE,1.4,182349-2,urn:lsid:ipni.org:names:182349-2,wfo-0000885810,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,"nom. nov. for P. elongatum Poir. 1816 (later homonym; non Salisb. 1796, nec Pursh 1813)",NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1824&rft.spage=229&rft_id=http://www.biodiversitylibrary.org/bibliography/552&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Panicum_polytrichum,Mez,Mez,,spec.,/n/182359-2,Poaceae,Panicum,polytrichum,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Notizbl. Bot. Gart. Berlin-Dahlem,1917,NA,7: 69,1019-2,citation,Notizbl. Bot. Gart. Berlin-Dahlem 7: 69. 1917 ,FALSE,TRUE,1.3,182359-2,urn:lsid:ipni.org:names:182359-2,wfo-0000885842,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1917&rft.spage=69&rft.volume=7&rft_id=http://www.biodiversitylibrary.org/bibliography/41365&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Panicum_pompale,Swallen,Swallen,,spec.,/n/182362-2,Poaceae,Panicum,pompale,tax. nov.,"Rio de Janeiro (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Sellowia,1966,NA,no. 18: 110,1217-2,citation,Sellowia no. 18: 110. 1966 ,FALSE,TRUE,1.3,182362-2,urn:lsid:ipni.org:names:182362-2,wfo-0000885843,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Panicum_protractum,Mez,Mez,,spec.,/n/182386-2,Poaceae,Panicum,protractum,tax. nov.,"São Paulo (Brazil Southeast, Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Notizbl. Bot. Gart. Berlin-Dahlem,1917,NA,7: 77,1019-2,citation,Notizbl. Bot. Gart. Berlin-Dahlem 7: 77. 1917 ,FALSE,TRUE,1.4,182386-2,urn:lsid:ipni.org:names:182386-2,wfo-0000885899,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,lectotype B;isolectotype B;isolectotype US 2907463,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1917&rft.spage=77&rft.volume=7&rft_id=http://www.biodiversitylibrary.org/bibliography/41365&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,Syst. Bot. 33(1): 73. 2008 [26 Feb 2008] ,"Campinas prope Santa Elisa, Estação Agronomica de Campinas","Morrone, S.Denham, Aliscioni &amp; Zuloaga",NA,NA,NA,NA,14 May 1895,,NA,NA,NA,NA,NA,NA
Panicum_rigidulum,Bosc ex Nees,Bosc ex Nees,,spec.,/n/30147980-2,Poaceae,Panicum,rigidulum,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Fl. Bras. Enum. Pl.,1829,Mar-Jun 1829,2(1): 163,1544-2,citation,Fl. Bras. Enum. Pl. 2(1): 163. 1829 [Mar-Jun 1829] ; alt. title: Agrost. Bras. 163. Mar-Jun 1829.,FALSE,TRUE,1.1.2.1.1.1,30147980-2,urn:lsid:ipni.org:names:30147980-2,wfo-0000886092,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1829&rft.issue=1&rft.spage=163&rft.volume=2&rft_id=http://www.biodiversitylibrary.org/bibliography/6159&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,alt. title: Agrost. Bras. 163. Mar-Jun 1829.,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Panicum_schenckii,Hack.,Hack.,,spec.,/n/182480-2,Poaceae,Panicum,schenckii,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Oesterr. Bot. Z.,1901,NA,51: 426,768-2,citation,Oesterr. Bot. Z. 51: 426. 1901 ,FALSE,TRUE,1.4,182480-2,urn:lsid:ipni.org:names:182480-2,wfo-0000886261,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1901&rft.spage=426&rft.volume=51&rft_id=http://www.biodiversitylibrary.org/bibliography/40988&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Panicum_schiffneri,Hack.,Hack.,,spec.,/n/182482-2,Poaceae,Panicum,schiffneri,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,"Denkschr. Kaiserl. Akad. Wiss., Wien. Math.-Naturwiss. Kl.",1908,NA,79: 72,610-2,citation,"Denkschr. Kaiserl. Akad. Wiss., Wien. Math.-Naturwiss. Kl. 79: 72. 1908 ",FALSE,TRUE,1.3,182482-2,urn:lsid:ipni.org:names:182482-2,wfo-0000886265,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1908&rft.spage=72&rft.volume=79&rft_id=http://www.biodiversitylibrary.org/bibliography/6733&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Panicum_schumannii,Pilg.,Pilg.,,spec.,/n/182487-2,Poaceae,Panicum,schumannii,tax. nov.,"Mato Grosso (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Bot. Jahrb. Syst.,1901,2 Jul 1901,30(2): 134,553-2,citation,Bot. Jahrb. Syst. 30(2): 134. 1901 [2 Jul 1901] ,FALSE,TRUE,1.4,182487-2,urn:lsid:ipni.org:names:182487-2,wfo-0000886279,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1901&rft.issue=2&rft.spage=134&rft.volume=30&rft_id=http://www.biodiversitylibrary.org/bibliography/60&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Panicum_semitectum,Swallen,Swallen,,spec.,/n/182508-2,Poaceae,Panicum,semitectum,tax. nov.,"Paraná (Brazil, Southern America)",FALSE,FALSE,FALSE,NA,,Sellowia,1966,NA,no. 18: 112,1217-2,citation,Sellowia no. 18: 112. 1966 ,FALSE,TRUE,1.3,182508-2,urn:lsid:ipni.org:names:182508-2,wfo-0000886321,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
