name,authors,publishingAuthor,authorTeam,rank,url,family,genus,species,citationType,collectionNumber,collectorTeam,collectionDate1,distribution,hybrid,hybridGenus,inPowo,locality,linkedPublication,publication,publicationYear,publicationYearNote,referenceCollation,publicationId,recordType,reference,suppressed,topCopy,typeLocations,version,id,fqId,wfoId,hasNomenclaturalNotes,hasExternalLinks,hasTypeData,hasOriginalData,hasLinks,pageAsText,remarks,bhlLink,referenceRemarks,typeCoordinates,infraspecies,originalTaxonDistribution,speciesAuthor,basionymStr,basionymAuthorStr,basionymId,typeRemarks,originalRemarks,typeName,collectionDate2
Philcoxia_bahiensis,V.C.Souza & Harley,V.C.Souza & Harley,,spec.,/n/319891-2,Scrophulariaceae,Philcoxia,bahiensis,tax. nov.,918,W.Ganev,NA,"Piatå. Serra do Atalho, próximo ao Garimpo da Cravada, 13°7'S, 41°54'W, 1400 m, Bahia (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Kew Bull.,2000,18 Apr 2000,55(1): 160 (fig. 1),987-2,citation,Kew Bull. 55(1): 160 (fig. 1). 2000 [18 Apr 2000] ,FALSE,TRUE,holotype SPF;isotype HUEFS;isotype K,1.6,319891-2,urn:lsid:ipni.org:names:319891-2,wfo-0000475342,FALSE,TRUE,TRUE,FALSE,FALSE,NA,[Gandhi 2 Jun 2000],NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philcoxia_courensis,Scatigna,Scatigna,,spec.,/n/77165224-1,Scrophulariaceae,Philcoxia,courensis,tax. nov.,8962,Alves &amp; Silva,3 May 2012,"Goiás (Brazil West-Central, Brazil, Southern America)",FALSE,FALSE,TRUE,"Alto Paraíso de Goiás, próximo à Cascata dos Couros,",,Syst. Bot.,2017,17 May 2017,42(2): 352,1295-2,citation,Syst. Bot. 42(2): 352. 2017 [17 May 2017] [epublished],FALSE,TRUE,holotype UEC;isotype K;isotype R,1.2,77165224-1,urn:lsid:ipni.org:names:77165224-1,wfo-0001318235,TRUE,TRUE,TRUE,FALSE,FALSE,NA,doi:10.1600/036364417X695574,NA,[epublished],,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philcoxia_goiasensis,P.Taylor,P.Taylor,,spec.,/n/319892-2,Scrophulariaceae,Philcoxia,goiasensis,tax. nov.,14397,"H.S.Irwin, J.W.Grear, R.Reis dos Santos, Jr., R.Souza",NA,"Mun. Posse: Rio da Prata, ca. 6 km S of Posse, Serra Geral de Goías, 800 m, Goiás (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Kew Bull.,2000,18 Apr 2000,55(1): 160 (-161; fig. 2),987-2,citation,Kew Bull. 55(1): 160 (-161; fig. 2). 2000 [18 Apr 2000] ,FALSE,TRUE,holotype UB;isotype K;isotype NY,1.5,319892-2,urn:lsid:ipni.org:names:319892-2,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,[Gandhi 2 Jun 2000],NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philcoxia_maranhensis,Scatigna,Scatigna,,spec.,/n/77165222-1,Scrophulariaceae,Philcoxia,maranhensis,tax. nov.,768,Scatigna &amp; Mota,11 Jun 2015,"Maranhão (Brazil Northeast, Brazil, Southern America)",FALSE,FALSE,TRUE,"Carolina, Parque Nacional Chapada das Mesas, Serra do Salto, 367 m",,Syst. Bot.,2017,17 May 2017,42(2): 351,1295-2,citation,Syst. Bot. 42(2): 351. 2017 [17 May 2017] [epublished],FALSE,TRUE,holotype UEC;isotype MG;isotype K,1.2,77165222-1,urn:lsid:ipni.org:names:77165222-1,wfo-0001318238,TRUE,TRUE,TRUE,FALSE,FALSE,NA,doi:10.1600/036364417X695574,NA,[epublished],,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philcoxia_minensis,V.C.Souza & Giul.,V.C.Souza & Giul.,,spec.,/n/319893-2,Scrophulariaceae,Philcoxia,minensis,tax. nov.,CFCR 1089,L.Rossi et al.,NA,"Mun. Joaquim Felicio: Serra do Cabral, Minas Gerais (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Kew Bull.,2000,18 Apr 2000,55(1): 161,987-2,citation,Kew Bull. 55(1): 161. 2000 [18 Apr 2000] ,FALSE,TRUE,holotype SPF,1.6,319893-2,urn:lsid:ipni.org:names:319893-2,wfo-0000474848,FALSE,TRUE,TRUE,FALSE,FALSE,NA,[Gandhi 2 Jun 2000],NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philcoxia_rhizomatosa,Scatigna & V.C.Souza,Scatigna & V.C.Souza,,spec.,/n/77150111-1,Scrophulariaceae,Philcoxia,rhizomatosa,tax. nov.,319,"A.V.Scatigna,  &amp; M.A.Sartori",8 Dec 2012,"Minas Gerais (Brazil Southeast, Brazil, Southern America)",FALSE,FALSE,TRUE,"Botumirim, Fazenda Sobrado, 820 m",,Phytotaxa,2015,16 Sep 2015,226(3): 276,20011462-1,citation,Phytotaxa 226(3): 276. 2015 [16 Sep 2015] [epublished],FALSE,TRUE,holotype UEC;isotype ESA;isotype K,1.1,77150111-1,urn:lsid:ipni.org:names:77150111-1,wfo-0001318239,TRUE,TRUE,TRUE,FALSE,FALSE,NA,doi:10.11646/phytotaxa.226.3.8,NA,[epublished],,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philcoxia_tuberosa,M.L.S.Carvalho & L.P.Queiroz,M.L.S.Carvalho & L.P.Queiroz,,spec.,/n/60468638-2,Scrophulariaceae,Philcoxia,tuberosa,tax. nov.,7723,L.P. Queiroz,10 Mar 2003,"Bahia (Brazil, Southern America)",FALSE,FALSE,TRUE,"Morro do Chapéu, c . 21 km oeste de Morro do Chapéu, estrada para Irecê, alt. 955 m",,Neodiversity,2014,10 Aug 2014,"7: 15, figs. 1-2",20008383-1,citation,"Neodiversity 7: 15, figs. 1-2. 2014 [10 Aug 2014] [epublished]",FALSE,TRUE,holotype HUEFS;isotype ESA,1.2,60468638-2,urn:lsid:ipni.org:names:60468638-2,wfo-0001318240,TRUE,TRUE,TRUE,FALSE,FALSE,NA,Etymology: The specific epithet alludes to the tuberous portions of the branches ... doi:10.13102/neod.71.3,NA,[epublished],,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Physocalyx_aurantiacus,Pohl,Pohl,,spec.,/n/330774-2,Scrophulariaceae,Physocalyx,aurantiacus,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Flora,1827,14 Mar 1827,10: 147,648-2,citation,Flora 10: 147. 1827 [14 Mar 1827] alt. publ.: Pl. Brasil. 1: 63. 1827.,FALSE,TRUE,NA,1.3,330774-2,urn:lsid:ipni.org:names:330774-2,wfo-0001136708,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1827&rft.spage=147&rft.volume=10&rft_id=http://www.biodiversitylibrary.org/bibliography/64&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,alt. publ.: Pl. Brasil. 1: 63. 1827.,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Physocalyx_dentatus,Glaz.,Glaz.,,spec.,/n/195604-2,Scrophulariaceae,Physocalyx,dentatus,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,FALSE,NA,,Bull. Soc. Bot. France,1911,NA,58(Mém. 3f): 509,578-2,citation,Bull. Soc. Bot. France 58(Mém. 3f): 509. 1911 ,FALSE,TRUE,NA,1.4,195604-2,urn:lsid:ipni.org:names:195604-2,NA,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Physocalyx_major,Mart.,Mart.,,spec.,/n/330775-2,Scrophulariaceae,Physocalyx,major,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Nov. Gen. Sp. Pl. (Martius),1829,Jan-Jun 1829,3(1): 2,16214-2,citation,Nov. Gen. Sp. Pl. (Martius) 3(1): 2. 1829 [Jan-Jun 1829] ,FALSE,TRUE,NA,1.4,330775-2,urn:lsid:ipni.org:names:330775-2,wfo-0001273149,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1829&rft.issue=1&rft.spage=2&rft.volume=3&rft_id=http://www.biodiversitylibrary.org/bibliography/450&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Physocalyx_scaberrimus,Philcox,Philcox,,spec.,/n/195606-2,Scrophulariaceae,Physocalyx,scaberrimus,tax. nov.,19539,R.M.Harley,NA,"Bahia (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Bradea,1980,NA,"3(8): 51 (-52), fig",1276-2,citation,"Bradea 3(8): 51 (-52), fig. 1980 ",FALSE,TRUE,holotype CEPEC,1.3,195606-2,urn:lsid:ipni.org:names:195606-2,wfo-0000474841,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Russelia_alata,Cham. & Schltdl.,Cham. & Schltdl.,,spec.,/n/224637-2,Scrophulariaceae,Russelia,alata,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Linnaea,1828,NA,3: 3,703-2,citation,Linnaea 3: 3. 1828 ,FALSE,TRUE,NA,1.1.2.1.1.3,224637-2,urn:lsid:ipni.org:names:224637-2,wfo-0001242287,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1828&rft.spage=3&rft.volume=3&rft_id=http://www.biodiversitylibrary.org/bibliography/626&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schizosepala_glandulosa,G.M.Barroso,G.M.Barroso,,spec.,/n/229497-2,Scrophulariaceae,Schizosepala,glandulosa,tax. nov.,NA,NA,NA,"Mato Grosso (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Arch. Jard. Bot. Rio de Janeiro,1956,NA,"14: 259, tab. 1",848-2,citation,"Arch. Jard. Bot. Rio de Janeiro 14: 259, tab. 1. 1956 ",FALSE,TRUE,NA,1.3,229497-2,urn:lsid:ipni.org:names:229497-2,wfo-0000495439,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schlegelia_albiflora,Kuhlm.,Kuhlm.,,spec.,/n/229547-2,Scrophulariaceae,Schlegelia,albiflora,tax. nov.,NA,NA,NA,"Amazonas (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Anais Reunião Sul-Amer. Bot.,1940,NA,"3: 89, tab. 18",4693-2,citation,"Anais Reunião Sul-Amer. Bot. 3: 89, tab. 18. 1940 ",FALSE,TRUE,NA,1.3,229547-2,urn:lsid:ipni.org:names:229547-2,wfo-0000779533,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schlegelia_aurea,Ducke,Ducke,,spec.,/n/229548-2,Scrophulariaceae,Schlegelia,aurea,tax. nov.,NA,NA,NA,"Amazonas (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Arq. Inst. Biol. Veg.,1938,Jun 1938,4(1): 61,851-2,citation,Arq. Inst. Biol. Veg. 4(1): 61. 1938 [Jun 1938] ,FALSE,TRUE,NA,1.4,229548-2,urn:lsid:ipni.org:names:229548-2,wfo-0000779534,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schlegelia_macrophylla,Ducke,Ducke,,spec.,/n/229559-2,Scrophulariaceae,Schlegelia,macrophylla,tax. nov.,NA,NA,NA,"Amazonas (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Trop. Woods,1947,NA,no. 90: 29,1085-2,citation,Trop. Woods no. 90: 29. 1947 ,FALSE,TRUE,NA,1.3,229559-2,urn:lsid:ipni.org:names:229559-2,wfo-0000779802,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schlegelia_organensis,Kuhlm.,Kuhlm.,,spec.,/n/229562-2,Scrophulariaceae,Schlegelia,organensis,tax. nov.,NA,NA,NA,"Rio de Janeiro (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Rodriguésia,1947,NA,"10, no. 20: [7], tab. 1",1167-2,citation,"Rodriguésia 10, no. 20: [7], tab. 1. 1947 ",FALSE,TRUE,NA,1.3,229562-2,urn:lsid:ipni.org:names:229562-2,wfo-0000779754,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schlegelia_paraensis,Ducke,Ducke,,spec.,/n/229564-2,Scrophulariaceae,Schlegelia,paraensis,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Arch. Jard. Bot. Rio de Janeiro,1925,NA,4: 174,848-2,citation,Arch. Jard. Bot. Rio de Janeiro 4: 174. 1925 ,FALSE,TRUE,NA,1.3,229564-2,urn:lsid:ipni.org:names:229564-2,wfo-0000779739,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schlegelia_roseiflora,Ducke,Ducke,,spec.,/n/229572-2,Scrophulariaceae,Schlegelia,roseiflora,tax. nov.,NA,NA,NA,"Amazonas (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Trop. Woods,1943,NA,76: 29,1085-2,citation,Trop. Woods 76: 29. 1943 ,FALSE,TRUE,NA,1.3,229572-2,urn:lsid:ipni.org:names:229572-2,wfo-0000779733,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schlegelia_spruceana,K.Schum.,K.Schum.,,spec.,/n/229575-2,Scrophulariaceae,Schlegelia,spruceana,tax. nov.,NA,NA,NA,"Amazonas (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Fl. Bras. (Martius),1897,15 Feb 1897,8(2): 400,629-2,citation,Fl. Bras. (Martius) 8(2): 400. 1897 [15 Feb 1897] ,FALSE,TRUE,NA,1.8,229575-2,urn:lsid:ipni.org:names:229575-2,wfo-0000779730,FALSE,TRUE,TRUE,FALSE,FALSE,146207,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/146207&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scoparia_brasiliensis,Chodat,Chodat,,spec.,/n/230900-2,Scrophulariaceae,Scoparia,brasiliensis,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Bull. Herb. Boissier,1908,NA,"ser. 2, 8: 85, fig. 32",573-2,citation,"Bull. Herb. Boissier ser. 2, 8: 85, fig. 32. 1908 ",FALSE,TRUE,NA,1.1.2.1.1.1,230900-2,urn:lsid:ipni.org:names:230900-2,wfo-0000495136,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scoparia_divaricata,R.E.Fr.,R.E.Fr.,,spec.,/n/230901-2,Scrophulariaceae,Scoparia,divaricata,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Ark. Bot.,1907,NA,"6, no. 9: 15, pl. 2, 8",536-2,citation,"Ark. Bot. 6, no. 9: 15, pl. 2, 8. 1907 ",FALSE,TRUE,NA,1.1.2.1.1.1,230901-2,urn:lsid:ipni.org:names:230901-2,wfo-0001136734,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scoparia_macrantha,R.E.Fr.,R.E.Fr.,,spec.,/n/230913-2,Scrophulariaceae,Scoparia,macrantha,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Bull. Herb. Boissier,1907,NA,"ser. 2, 7: 997",573-2,citation,"Bull. Herb. Boissier ser. 2, 7: 997. 1907 ",FALSE,TRUE,NA,1.1.2.1.1.1,230913-2,urn:lsid:ipni.org:names:230913-2,wfo-0001035349,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scoparia_neglecta,R.E.Fr.,R.E.Fr.,,spec.,/n/230926-2,Scrophulariaceae,Scoparia,neglecta,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Ark. Bot.,1907,NA,"6, no. 9: 23, pl. 5, 8",536-2,citation,"Ark. Bot. 6, no. 9: 23, pl. 5, 8. 1907 ",FALSE,TRUE,NA,1.1.2.1.1.1,230926-2,urn:lsid:ipni.org:names:230926-2,wfo-0001136740,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scoparia_pentapetala,Deble & B.P.Moreira,Deble & B.P.Moreira,,spec.,/n/77202130-1,Scrophulariaceae,Scoparia,pentapetala,tax. nov.,15641,L.P. Deble &amp; R.C. Pontes,11 Nov 2016,"Rio Grande do Sul (Brazil South, Brazil, Southern America);Uruguay (Southern South America, Southern America);",FALSE,FALSE,TRUE,"Brazil. Rio Grande do Sul: Pinheiro Machado, estrada da Tuna, campo e afloramento rochoso.",,Phytotaxa,2019,18 Sep 2019,416(4): 288,20011462-1,citation,Phytotaxa 416(4): 288. 2019 [18 Sep 2019] [epublished],FALSE,TRUE,holotype PACA;isotype ICN,1.1,77202130-1,urn:lsid:ipni.org:names:77202130-1,wfo-1000034544,TRUE,TRUE,TRUE,FALSE,FALSE,NA,doi:10.11646/phytotaxa.416.4.7,NA,[epublished],,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scoparia_purpurea,Ridl.,Ridl.,,spec.,/n/230931-2,Scrophulariaceae,Scoparia,purpurea,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,"J. Linn. Soc., Bot.",1890,NA,27: 51,682-2,citation,"J. Linn. Soc., Bot. 27: 51. 1890 ",FALSE,TRUE,NA,1.3,230931-2,urn:lsid:ipni.org:names:230931-2,wfo-0000495446,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1890&rft.spage=51&rft.volume=27&rft_id=http://www.biodiversitylibrary.org/bibliography/350&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scrophularia_subhastata,Vell.,Vell.,,spec.,/n/305226-2,Scrophulariaceae,Scrophularia,subhastata,tax. nov.,NA,J.M.Vellozo,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Fl. Flumin. Icon.,1831,1827 publ. 29 Oct 1831,"6: t. 88, 264",12892-2,citation,"Fl. Flumin. Icon. 6: t. 88, 264. 1831 [1827 publ. 29 Oct 1831] ",FALSE,TRUE,lectotype K,1.5,305226-2,urn:lsid:ipni.org:names:305226-2,wfo-0001221001,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stemodia_cipoensis,Scatigna,Scatigna,,spec.,/n/77165228-1,Scrophulariaceae,Stemodia,cipoensis,tax. nov.,1120,Scatigna &amp; Ferreira Junior,29 Apr 2016,"Minas Gerais (Brazil Southeast, Brazil, Southern America)",FALSE,FALSE,TRUE,"Santana do Riacho, RPPN Brumas do Espinhaço, base do morro Ermo Açu, 1430 m",,Syst. Bot.,2017,17 May 2017,42(2): 373,1295-2,citation,Syst. Bot. 42(2): 373. 2017 [17 May 2017] [epublished],FALSE,TRUE,holotype UEC;isotype K;isotype NY;isotype SPF,1.1,77165228-1,urn:lsid:ipni.org:names:77165228-1,wfo-0001318034,TRUE,TRUE,TRUE,FALSE,FALSE,NA,doi:10.1600/036364417X695583,NA,[epublished],,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stemodia_damaziana,Beauverd,Beauverd,,spec.,/n/244389-2,Scrophulariaceae,Stemodia,damaziana,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Bull. Herb. Boissier,1907,NA,"ser. 2, 7: 151",573-2,citation,"Bull. Herb. Boissier ser. 2, 7: 151. 1907 ",FALSE,TRUE,NA,1.3,244389-2,urn:lsid:ipni.org:names:244389-2,wfo-0000495553,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stemodia_gratiolifolia,A.St.-Hil.,A.St.-Hil.,,spec.,/n/244399-2,Scrophulariaceae,Stemodia,gratiolifolia,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,FALSE,provincia Rio Grande do Sul ... provincia Missionum,,Hist. Pl. Remarq. Bresil,NA,1825-26,Sig. 28: 217,6086-2,citation,Hist. Pl. Remarq. Bresil Sig. 28: 217. [1825-26] ,FALSE,TRUE,NA,1.3.2.1,244399-2,urn:lsid:ipni.org:names:244399-2,wfo-0001136747,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stemodia_harleyi,B.L.Turner,B.L.Turner,,spec.,/n/976088-1,Scrophulariaceae,Stemodia,harleyi,tax. nov.,NA,NA,NA,Brazil Northeast (Bahia).,FALSE,FALSE,TRUE,NA,,Phytologia,1994,Oct 1993 publ. 28 Feb 1994,75(4): 292,1034-2,citation,Phytologia 75(4): 292. 1994 [Oct 1993 publ. 28 Feb 1994] ,FALSE,TRUE,NA,1.1.2.1.1.5,976088-1,urn:lsid:ipni.org:names:976088-1,wfo-0000495190,FALSE,TRUE,TRUE,TRUE,FALSE,NA,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1994&rft.issue=4&rft.spage=292&rft.volume=75&rft_id=http://www.biodiversitylibrary.org/bibliography/12678&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,,NA,Brazil Northeast (Bahia).,NA,NA,NA,NA,NA,NA,NA,NA
Stemodia_heterophylla,Giul. & V.C.Souza,Giul. & V.C.Souza,,spec.,/n/303267-2,Scrophulariaceae,Stemodia,heterophylla,tax. nov.,74-7644,D.Andrade-Lima,NA,"Pernambuco (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Bol. Bot. Univ. São Paulo,1990,NA,12: 181 (-183; figs. 1-10),1869-2,citation,Bol. Bot. Univ. São Paulo 12: 181 (-183; figs. 1-10). 1990 ,FALSE,TRUE,holotype SPF;isotype IPA,1.4,303267-2,urn:lsid:ipni.org:names:303267-2,wfo-0001258642,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stemodia_hyptoides,Cham. & Schltdl.,Cham. & Schltdl.,,spec.,/n/244403-2,Scrophulariaceae,Stemodia,hyptoides,tax. nov.,s.n.,F.Sellow,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Linnaea,1828,NA,3: 8 (-10),703-2,citation,Linnaea 3: 8 (-10). 1828 ,FALSE,TRUE,NA,1.1.2.1.1.2,244403-2,urn:lsid:ipni.org:names:244403-2,wfo-0001136748,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1828&rft.spage=8&rft.volume=3&rft_id=http://www.biodiversitylibrary.org/bibliography/626&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stemodia_lobata,J.A.Schmidt,J.A.Schmidt,,spec.,/n/330766-2,Scrophulariaceae,Stemodia,lobata,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Fl. Bras. (Martius),1862,15 Jan 1862,8(1): 299,629-2,citation,Fl. Bras. (Martius) 8(1): 299. 1862 [15 Jan 1862] ,FALSE,TRUE,NA,1.5,330766-2,urn:lsid:ipni.org:names:330766-2,wfo-0000495197,FALSE,TRUE,TRUE,FALSE,FALSE,146456,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/146456&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stemodia_microphylla,J.A.Schmidt,J.A.Schmidt,,spec.,/n/330767-2,Scrophulariaceae,Stemodia,microphylla,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Fl. Bras. (Martius),1862,15 Jan 1862,8(1): 298,629-2,citation,Fl. Bras. (Martius) 8(1): 298. 1862 [15 Jan 1862] ,FALSE,TRUE,NA,1.5,330767-2,urn:lsid:ipni.org:names:330767-2,wfo-0001136750,FALSE,TRUE,TRUE,FALSE,FALSE,146455,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/146455&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stemodia_perfoliata,Scatigna & V.C.Souza,Scatigna & V.C.Souza,,spec.,/n/77205696-1,Scrophulariaceae,Stemodia,perfoliata,tax. nov.,B1–1879,A. de Saint-Hilaire,1816,"Minas Gerais (Brazil Southeast, Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Brittonia,2018,6 Feb 2018,70(2): 253,561-2,citation,Brittonia 70(2): 253. 2018 [6 Feb 2018] [epublished],FALSE,TRUE,holotype P P03889474,1.2,77205696-1,urn:lsid:ipni.org:names:77205696-1,wfo-0001318035,TRUE,TRUE,TRUE,FALSE,FALSE,NA,doi:10.1007/s12228-017-9518-9,NA,[epublished],,NA,NA,NA,NA,NA,NA,NA,NA,NA,1818
Stemodia_stellata,B.L.Turner,B.L.Turner,,spec.,/n/976090-1,Scrophulariaceae,Stemodia,stellata,tax. nov.,NA,NA,NA,Brazil Southeast (Minas Gerais).,FALSE,FALSE,TRUE,NA,,Phytologia,1994,Oct 1993 publ. 28 Feb 1994,75(4): 312,1034-2,citation,Phytologia 75(4): 312. 1994 [Oct 1993 publ. 28 Feb 1994] ,FALSE,TRUE,NA,1.1.2.1.1.5,976090-1,urn:lsid:ipni.org:names:976090-1,wfo-0000496063,FALSE,TRUE,TRUE,TRUE,FALSE,NA,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1994&rft.issue=4&rft.spage=312&rft.volume=75&rft_id=http://www.biodiversitylibrary.org/bibliography/12678&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,,NA,Brazil Southeast (Minas Gerais).,NA,NA,NA,NA,NA,NA,NA,NA
