name,authors,publishingAuthor,authorTeam,rank,url,family,genus,species,citationType,distribution,hybrid,hybridGenus,inPowo,pageAsText,linkedPublication,publication,publicationYear,publicationYearNote,referenceCollation,publicationId,recordType,reference,suppressed,topCopy,version,id,fqId,wfoId,hasNomenclaturalNotes,hasExternalLinks,hasTypeData,hasOriginalData,hasLinks,bhlLink,collectionNumber,collectorTeam,collectionDate1,locality,referenceRemarks,remarks,typeCoordinates,typeLocations,infraspecies,speciesAuthor,originalTaxonDistribution,typeRemarks,nameStatus,nameStatusType,originalRemarks,bibliographicReference,typeChosenBy
Tabebuia_coronata,Proença & Farias,Proença & Farias,,spec.,/n/60468639-2,Bignoniaceae,Tabebuia,coronata,tax. nov.,"Goiás (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Heringeriana,2008,NA,2(1): 82,20019736-2,citation,Heringeriana 2(1): 82. 2008 ,FALSE,TRUE,1.1.2.1,60468639-2,urn:lsid:ipni.org:names:60468639-2,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,3387,C. Proença &amp; S.A. Harris,Aug 2007,"Alto Paraíso de Goiás, between Alto Paraíso de Goiás and Vale da Lua",NA,[non vidi; see Neodiversity 7: 12. 2014],,holotype UB,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tabebuia_gemmiflora,Rizzini & A.Mattos,Rizzini & A.Mattos,,spec.,/n/305737-2,Bignoniaceae,Tabebuia,gemmiflora,tax. nov.,"Minas Gerais (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Revista Brasil. Biol.,1986,NA,46: 320-321,3736-2,citation,Revista Brasil. Biol. 46: 320-321. 1986 ,FALSE,TRUE,1.4,305737-2,urn:lsid:ipni.org:names:305737-2,wfo-0000779958,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,"C.Rizzini, A.Mattos Filho",NA,NA,NA,NA,,holotype RB,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tabebuia_micrantha,Kraenzl.,Kraenzl.,,spec.,/n/248731-2,Bignoniaceae,Tabebuia,micrantha,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,181397,,Repert. Spec. Nov. Regni Veg.,1921,NA,17: 215,788-2,citation,Repert. Spec. Nov. Regni Veg. 17: 215. 1921 ,FALSE,TRUE,1.3,248731-2,urn:lsid:ipni.org:names:248731-2,wfo-0000780118,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/181397&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tabebuia_ovatifolia,Vattimo,Vattimo,,spec.,/n/285794-2,Bignoniaceae,Tabebuia,ovatifolia,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Rodriguésia,1989,NA,"64/66 (38/40): 1 (-2), figs. 1,2",1167-2,citation,"Rodriguésia 64/66 (38/40): 1 (-2), figs. 1,2. 1989 ",FALSE,TRUE,1.3,285794-2,urn:lsid:ipni.org:names:285794-2,wfo-0000779951,FALSE,TRUE,TRUE,FALSE,FALSE,NA,8883,Duarte,NA,NA,NA,NA,,holotype RB,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tecoma_leucophloeus,Mart. ex DC.,Mart. ex DC.,,spec.,/n/249814-2,Bignoniaceae,Tecoma,leucophloeus,tax. nov.,"Bahia (Brazil, Southern America)",FALSE,FALSE,FALSE,162584,,Prodr. [A. P. de Candolle],1845,1 Jan 1845,9: 217,1051-2,citation,Prodr. [A. P. de Candolle] 9: 217. 1845 [1 Jan 1845] ,FALSE,TRUE,1.5,249814-2,urn:lsid:ipni.org:names:249814-2,wfo-0000779938,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/162584&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tecoma_peroba,Record in Record & Mell,Record in Record & Mell,,spec.,/n/249841-2,Bignoniaceae,Tecoma,peroba,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Timbers Trop. Amer.,1924,NA,537,16306-2,citation,Timbers Trop. Amer. 537. 1924 ,FALSE,TRUE,1.4,249841-2,urn:lsid:ipni.org:names:249841-2,wfo-0000779816,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tecoma_ricasoliana,Tanfani,Tanfani,,spec.,/n/249850-2,Bignoniaceae,Tecoma,ricasoliana,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Bull. Reale Soc. Tosc. Ortic.,1887,NA,"12: 17, pls. 1, 2",8415-2,citation,"Bull. Reale Soc. Tosc. Ortic. 12: 17, pls. 1, 2. 1887 Nuov. Giorn. Bot. Ital. 19: 103, pl. 1.  1887",FALSE,TRUE,1.4,249850-2,urn:lsid:ipni.org:names:249850-2,wfo-0000779866,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,"Nuov. Giorn. Bot. Ital. 19: 103, pl. 1.  1887",NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tecoma_schumannii,Kraenzl.,Kraenzl.,,spec.,/n/249856-2,Bignoniaceae,Tecoma,schumannii,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,181405,,Repert. Spec. Nov. Regni Veg.,1921,NA,17: 223,788-2,citation,Repert. Spec. Nov. Regni Veg. 17: 223. 1921 ,FALSE,TRUE,1.5,249856-2,urn:lsid:ipni.org:names:249856-2,wfo-0000779874,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/181405&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tynanthus_lindmanni,K.Schum.,K.Schum.,,spec.,/n/259269-2,Bignoniaceae,Tynanthus,lindmanni,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,146212,,Fl. Bras. (Martius),1897,15 Feb 1897,8(2): 409,629-2,citation,Fl. Bras. (Martius) 8(2): 409. 1897 [15 Feb 1897] ,FALSE,TRUE,1.6,259269-2,urn:lsid:ipni.org:names:259269-2,wfo-0000780530,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/146212&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xylophragma_heringerianum,Toledo,Toledo,,spec.,/n/269757-2,Bignoniaceae,Xylophragma,heringerianum,tax. nov.,"Minas Gerais (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Arch. Bot. Sao Paulo,1952,NA,"nova ser., f. maior, 3: 31, tab. 10",532-2,citation,"Arch. Bot. Sao Paulo nova ser., f. maior, 3: 31, tab. 10. 1952 ",FALSE,TRUE,1.2,269757-2,urn:lsid:ipni.org:names:269757-2,wfo-0000780381,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
