name,authors,publishingAuthor,authorTeam,rank,url,family,genus,species,bibliographicReference,citationType,collectionNumber,collectorTeam,collectionDate1,distribution,hybrid,hybridGenus,inPowo,locality,pageAsText,linkedPublication,publication,publicationYear,referenceCollation,publicationId,recordType,reference,suppressed,topCopy,typeChosenBy,typeLocations,version,id,fqId,hasNomenclaturalNotes,hasExternalLinks,hasTypeData,hasOriginalData,hasLinks,bhlLink,infraspecies,speciesAuthor,originalTaxonDistribution,publicationYearNote,referenceRemarks,remarks,typeCoordinates,originalRemarks,nameStatus,nameStatusType,typeNote,bibliographicTypeInfo,typeName,typeRemarks,originalBasionymAuthorTeam,wfoId,basionymAuthorStr,collectionDate2
Melocactus_florschuetzianus,Buining & Brederoo,Buining & Brederoo,,spec.,/n/280754-2,Cactaceae,Melocactus,florschuetzianus,NA,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,NA,,Ashingtonia,1975,2: 27,306-2,citation,Ashingtonia 2: 27. 1975 ,FALSE,TRUE,NA,NA,1.4,280754-2,urn:lsid:ipni.org:names:280754-2,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Melocactus_giganteus,Buining & Brederoo,Buining & Brederoo,,spec.,/n/156800-2,Cactaceae,Melocactus,giganteus,NA,tax. nov.,HU 266,NA,NA,"Bahia (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,NA,,Cact. Succ. J. (Los Angeles),1973,"45: 227, figs. 1-5",1964-2,citation,"Cact. Succ. J. (Los Angeles) 45: 227, figs. 1-5. 1973 ",FALSE,TRUE,NA,holotype U,1.5,156800-2,urn:lsid:ipni.org:names:156800-2,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Melocactus_glauxianus,Brederoo & C.A.L.Bercht,Brederoo & C.A.L.Bercht,,spec.,/n/280711-2,Cactaceae,Melocactus,glauxianus,NA,tax. nov.,382,Horst,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,NA,,Succulenta (Netherlands),1984,"63: 56, figs",2959-2,citation,"Succulenta (Netherlands) 63: 56, figs. 1984 ",FALSE,TRUE,NA,holotype U,1.6,280711-2,urn:lsid:ipni.org:names:280711-2,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Melocactus_grisoleoviridis,Buining & Brederoo,Buining & Brederoo,,spec.,/n/156807-2,Cactaceae,Melocactus,grisoleoviridis,NA,tax. nov.,H 405,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,NA,,Kakteen And. Sukk.,1974,"25(5): 98, fig",3349-2,citation,"Kakteen And. Sukk. 25(5): 98, fig. 1974 ",FALSE,TRUE,NA,holotype U,1.5,156807-2,urn:lsid:ipni.org:names:156807-2,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Melocactus_horridus,Werderm.,Werderm.,,spec.,/n/156817-2,Cactaceae,Melocactus,horridus,NA,tax. nov.,NA,NA,NA,"Pernambuco (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,NA,,Notizbl. Bot. Gart. Berlin-Dahlem,1934,12: 227,1019-2,citation,Notizbl. Bot. Gart. Berlin-Dahlem 12: 227. 1934 ,FALSE,TRUE,NA,NA,1.3,156817-2,urn:lsid:ipni.org:names:156817-2,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1934&rft.spage=227&rft.volume=12&rft_id=http://www.biodiversitylibrary.org/bibliography/41365&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,wfo-0000375359,NA,NA
Melocactus_krainzianus,Buining & Brederoo,Buining & Brederoo,,spec.,/n/280755-2,Cactaceae,Melocactus,krainzianus,NA,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,NA,,Kakteen (H. Krainz),1975,62,14712-2,citation,Kakteen (H. Krainz) 62. 1975 ,FALSE,TRUE,NA,NA,1.6,280755-2,urn:lsid:ipni.org:names:280755-2,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Melocactus_lensselinkianus,Buining & Brederoo,Buining & Brederoo,,spec.,/n/156836-2,Cactaceae,Melocactus,lensselinkianus,NA,tax. nov.,NA,NA,NA,"Minas Gerais (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,NA,,Succulenta (Netherlands),1974,"53: 68, figs",2959-2,citation,"Succulenta (Netherlands) 53: 68, figs. 1974 ",FALSE,TRUE,NA,holotype U,1.3,156836-2,urn:lsid:ipni.org:names:156836-2,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Melocactus_macrodiscus,Werderm.,Werderm.,,spec.,/n/301034-2,Cactaceae,Melocactus,macrodiscus,NA,tax. nov.,NA,NA,NA,"Bahia (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,NA,,Repert. Spec. Nov. Regni Veg. Sonderbeih. C,1932,"Lief. 12, tab. 47",6762-2,citation,"Repert. Spec. Nov. Regni Veg. Sonderbeih. C Lief. 12, tab. 47. 1932 ",FALSE,TRUE,NA,NA,1.3,301034-2,urn:lsid:ipni.org:names:301034-2,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,T. 47 WITH PROTOLOGUE,NA,NA,NA,NA,NA,NA,NA
Melocactus_montanus,F.Ritter,F.Ritter,,spec.,/n/156858-2,Cactaceae,Melocactus,montanus,NA,tax. nov.,1358,F.Ritter,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,NA,,Kakteen Südamerika,1979,1: 141,11126-2,citation,Kakteen Südamerika 1: 141. 1979 ,FALSE,TRUE,NA,holotype U,1.3,156858-2,urn:lsid:ipni.org:names:156858-2,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Melocactus_mulequensis,Buining & Brederoo,Buining & Brederoo,,spec.,/n/280758-2,Cactaceae,Melocactus,mulequensis,NA,tax. nov.,H122,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,NA,,Succulenta (Netherlands),1976,"55: 46, figs",2959-2,citation,"Succulenta (Netherlands) 55: 46, figs. 1976 ",FALSE,TRUE,NA,holotype U,1.5,280758-2,urn:lsid:ipni.org:names:280758-2,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Melocactus_neomontanus,Van Heek & Hovens,Van Heek & Hovens,,spec.,/n/280714-2,Cactaceae,Melocactus,neomontanus,NA,tax. nov.,81-135,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,NA,,Succulenta (Netherlands),1984,"63: 78(-80), figs",2959-2,citation,"Succulenta (Netherlands) 63: 78(-80), figs. 1984 ",FALSE,TRUE,NA,holotype U,1.1.1.3,280714-2,urn:lsid:ipni.org:names:280714-2,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Melocactus_nitidus,F.Ritter,F.Ritter,,spec.,/n/156864-2,Cactaceae,Melocactus,nitidus,NA,tax. nov.,1210,F.Ritter,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,NA,,Kakteen Südamerika,1979,"1: 139 (-140), fig",11126-2,citation,"Kakteen Südamerika 1: 139 (-140), fig. 1979 ",FALSE,TRUE,NA,holotype U,1.4,156864-2,urn:lsid:ipni.org:names:156864-2,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Melocactus_pruinosus,Werderm.,Werderm.,,spec.,/n/156889-2,Cactaceae,Melocactus,pruinosus,NA,tax. nov.,NA,NA,NA,"Bahia (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,NA,,Notizbl. Bot. Gart. Berlin-Dahlem,1934,12: 228,1019-2,citation,Notizbl. Bot. Gart. Berlin-Dahlem 12: 228. 1934 ,FALSE,TRUE,NA,NA,1.4,156889-2,urn:lsid:ipni.org:names:156889-2,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1934&rft.spage=228&rft.volume=12&rft_id=http://www.biodiversitylibrary.org/bibliography/41365&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Melocactus_robustispinus,Buining & Brederoo,Buining & Brederoo,,spec.,/n/280766-2,Cactaceae,Melocactus,robustispinus,NA,tax. nov.,H403,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,NA,,Succulenta (Netherlands),1977,"56: 119, fig",2959-2,citation,"Succulenta (Netherlands) 56: 119, fig. 1977 ",FALSE,TRUE,NA,holotype U,1.4,280766-2,urn:lsid:ipni.org:names:280766-2,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Melocactus_rubrisaetosus,Buining & Brederoo,Buining & Brederoo,,spec.,/n/280767-2,Cactaceae,Melocactus,rubrisaetosus,NA,tax. nov.,H127,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,NA,,Succulenta (Netherlands),1977,"56: 162 (-164), figs",2959-2,citation,"Succulenta (Netherlands) 56: 162 (-164), figs. 1977 ",FALSE,TRUE,NA,holotype U,1.4,280767-2,urn:lsid:ipni.org:names:280767-2,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Melocactus_rubrispinus,F.Ritter,F.Ritter,,spec.,/n/280768-2,Cactaceae,Melocactus,rubrispinus,NA,tax. nov.,1330,F.Ritter,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,NA,,Kakteen Südamerika,1979,1: 135 (-136),11126-2,citation,Kakteen Südamerika 1: 135 (-136). 1979 ,FALSE,TRUE,NA,holotype U,1.4,280768-2,urn:lsid:ipni.org:names:280768-2,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Melocactus_securituberculatus,Buining & Brederoo,Buining & Brederoo,,spec.,/n/156922-2,Cactaceae,Melocactus,securituberculatus,NA,tax. nov.,H446,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,NA,,Cact. Succ. J. (Los Angeles),1976,"48: 38, figs",1964-2,citation,"Cact. Succ. J. (Los Angeles) 48: 38, figs. 1976 ",FALSE,TRUE,NA,holotype U,1.3,156922-2,urn:lsid:ipni.org:names:156922-2,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Melocactus_uebelmannii,P.J.Braun,P.J.Braun,,spec.,/n/280720-2,Cactaceae,Melocactus,uebelmannii,NA,tax. nov.,HU528,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,NA,,Kakteen And. Sukk.,1985,"36: 236, figs",3349-2,citation,"Kakteen And. Sukk. 36: 236, figs. 1985 ",FALSE,TRUE,NA,holotype ZSS,1.3,280720-2,urn:lsid:ipni.org:names:280720-2,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Melocactus_warasii,E.Pereira & Buenecker,E.Pereira & Buenecker,,spec.,/n/156937-2,Cactaceae,Melocactus,warasii,NA,tax. nov.,NA,NA,NA,"Bahia (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,NA,,Bradea,1977,"2(30): 213, figs",1276-2,citation,"Bradea 2(30): 213, figs. 1977 ",FALSE,TRUE,NA,holotype HB (NO. 1827) (NO. 1827),1.6,156937-2,urn:lsid:ipni.org:names:156937-2,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,Type collection: stored in liquid; name of the collector not cited; flowered in cultivation,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Micranthocereus_auri-azureus,Buining & Brederoo,Buining & Brederoo,,spec.,/n/160088-2,Cactaceae,Micranthocereus,auri-azureus,NA,tax. nov.,NA,K.I.Horst,NA,"Minas Gerais (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,NA,,Cact. Succ. J. (Los Angeles),1973,"45: 120, figs. 1-5",1964-2,citation,"Cact. Succ. J. (Los Angeles) 45: 120, figs. 1-5. 1973 ",FALSE,TRUE,NA,holotype U,1.4,160088-2,urn:lsid:ipni.org:names:160088-2,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Micranthocereus_densiflorus,Buining & Brederoo,Buining & Brederoo,,spec.,/n/160089-2,Cactaceae,Micranthocereus,densiflorus,NA,tax. nov.,NA,J.Theunissen,NA,"Bahia (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,NA,,Cact. Succ. J. (Los Angeles),1974,"46: 113, fig. 1-5",1964-2,citation,"Cact. Succ. J. (Los Angeles) 46: 113, fig. 1-5. 1974 ",FALSE,TRUE,NA,holotype HU 221 221,1.4,160089-2,urn:lsid:ipni.org:names:160089-2,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Micranthocereus_haematocarpus,F.Ritter,F.Ritter,,spec.,/n/160093-2,Cactaceae,Micranthocereus,haematocarpus,NA,tax. nov.,FR 1328,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,NA,,Kakteen Südamerika,1979,1: 105,11126-2,citation,Kakteen Südamerika 1: 105. 1979 ,FALSE,TRUE,NA,holotype U,1.3,160093-2,urn:lsid:ipni.org:names:160093-2,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Micranthocereus_monteazulensis,F.Ritter,F.Ritter,,spec.,/n/160094-2,Cactaceae,Micranthocereus,monteazulensis,NA,tax. nov.,FR 1214,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,NA,,Kakteen Südamerika,1979,"1: 105 (-106), fig",11126-2,citation,"Kakteen Südamerika 1: 105 (-106), fig. 1979 ",FALSE,TRUE,NA,holotype U,1.3,160094-2,urn:lsid:ipni.org:names:160094-2,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Micranthocereus_ruficeps,F.Ritter,F.Ritter,,spec.,/n/160096-2,Cactaceae,Micranthocereus,ruficeps,NA,tax. nov.,1212,F.Ritter,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,NA,,Kakteen Südamerika,1979,1: 106 (-107),11126-2,citation,Kakteen Südamerika 1: 106 (-107). 1979 ,FALSE,TRUE,NA,holotype U,1.3,160096-2,urn:lsid:ipni.org:names:160096-2,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Micranthocereus_uilianus,Brederoo & C.A.L.Bercht,Brederoo & C.A.L.Bercht,,spec.,/n/280887-2,Cactaceae,Micranthocereus,uilianus,NA,tax. nov.,439,A.F.H.Buining,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,NA,,Succulenta (Netherlands),1984,"63: 178, fig",2959-2,citation,"Succulenta (Netherlands) 63: 178, fig. 1984 ",FALSE,TRUE,NA,holotype U,1.4,280887-2,urn:lsid:ipni.org:names:280887-2,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mirabella_minensis,F.Ritter,F.Ritter,,spec.,/n/162533-2,Cactaceae,Mirabella,minensis,NA,tax. nov.,1238,F.Ritter,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,NA,,Kakteen Südamerika,1979,1: 111 (-112),11126-2,citation,Kakteen Südamerika 1: 111 (-112). 1979 ,FALSE,TRUE,NA,holotype U,1.4,162533-2,urn:lsid:ipni.org:names:162533-2,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monvillea_piedadensis,F.Ritter,F.Ritter,,spec.,/n/281030-2,Cactaceae,Monvillea,piedadensis,NA,tax. nov.,1409,F.Ritter,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,NA,,Kakteen Südamerika,1979,"1: 114 (-115), fig",11126-2,citation,"Kakteen Südamerika 1: 114 (-115), fig. 1979 ",FALSE,TRUE,NA,holotype U,1.4,281030-2,urn:lsid:ipni.org:names:281030-2,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Notocactus_acutus,F.Ritter,F.Ritter,,spec.,/n/170588-2,Cactaceae,Notocactus,acutus,NA,tax. nov.,1377,F.Ritter,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,NA,,Kakteen Südamerika,1979,"1: 169 (-170), fig",11126-2,citation,"Kakteen Südamerika 1: 169 (-170), fig. 1979 ",FALSE,TRUE,NA,holotype U,1.3,170588-2,urn:lsid:ipni.org:names:170588-2,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Notocactus_arachnitis,F.Ritter,F.Ritter,,spec.,/n/170596-2,Cactaceae,Notocactus,arachnitis,NA,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,NA,,Succulenta (Netherlands),1970,1970: 108,2959-2,citation,Succulenta (Netherlands) 1970: 108. ,FALSE,TRUE,NA,NA,1.4,170596-2,urn:lsid:ipni.org:names:170596-2,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Notocactus_arnostianus,Lisal & Kolarik,Lisal & Kolarik,,spec.,/n/320267-2,Cactaceae,Notocactus,arnostianus,NA,tax. nov.,338,"L.Horst, W.Uebelmann",NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,NA,,Internoto,1986,7(1): 8 (6-7),18406-2,citation,Internoto 7(1): 8 (6-7). 1986 ,FALSE,TRUE,NA,NA,1.1.1.3,320267-2,urn:lsid:ipni.org:names:320267-2,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,[Gandhi 25 Aug 2000],,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Notocactus_bregmanianus,Vliet,Vliet,,spec.,/n/77066889-1,Cactaceae,Notocactus,bregmanianus,NA,tax. nov.,IAC 44-466,NA,NA,"Brazil (Southern America);Uruguay (Southern South America, Southern America);",FALSE,FALSE,TRUE,"along the road from Masoller to Artigas, along the Brazil-Uruguayan border",NA,,Succulenta (Netherlands),2005,"84(2): 64 (-69; fig., photos)",2959-2,citation,"Succulenta (Netherlands) 84(2): 64 (-69; fig., photos). 2005 [Apr 2005] ",FALSE,TRUE,NA,holotype IAC,1.1,77066889-1,urn:lsid:ipni.org:names:77066889-1,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,Apr 2005,NA,NA,,NA,NA,NA,NA,NA,NA,field number DV 155,NA,NA,NA,NA
Notocactus_buiningii,Buxb.,Buxb.,,spec.,/n/281388-2,Cactaceae,Notocactus,buiningii,NA,tax. nov.,90,"L.Horst, W.Uebelmann",NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,NA,,Kakteen And. Sukk.,1968,19: 229,3349-2,citation,Kakteen And. Sukk. 19: 229. 1968 ,FALSE,TRUE,NA,holotype U,1.2,281388-2,urn:lsid:ipni.org:names:281388-2,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Notocactus_calvescens,N.Gerloff & A.D.Nilson,N.Gerloff & A.D.Nilson,,spec.,/n/978641-1,Cactaceae,Notocactus,calvescens,NA,tax. nov.,NA,NA,NA,Brazil South (Rio Grande do Sul).,FALSE,FALSE,TRUE,NA,NA,,Internoto,1994,15(3): 78 (1994),18406-2,citation,Internoto 15(3): 78 (1994). ,FALSE,TRUE,NA,NA,1.6,978641-1,urn:lsid:ipni.org:names:978641-1,FALSE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,Brazil South (Rio Grande do Sul).,1994,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Notocactus_campestrensis,F.Ritter,F.Ritter,,spec.,/n/170618-2,Cactaceae,Notocactus,campestrensis,NA,tax. nov.,1398,F.Ritter,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,NA,,Kakteen Südamerika,1979,"1: 177, fig",11126-2,citation,"Kakteen Südamerika 1: 177, fig. 1979 ",FALSE,TRUE,NA,holotype U,1.3,170618-2,urn:lsid:ipni.org:names:170618-2,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Notocactus_carambeiensis,Buining & Brederoo,Buining & Brederoo,,spec.,/n/170619-2,Cactaceae,Notocactus,carambeiensis,NA,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,NA,,Kakteen And. Sukk.,1973,"24(1): 1 (-3), figs",3349-2,citation,"Kakteen And. Sukk. 24(1): 1 (-3), figs. 1973 ",FALSE,TRUE,NA,holotype U,1.3,170619-2,urn:lsid:ipni.org:names:170619-2,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Notocactus_concinnioides,W.Prauser,W.Prauser,,spec.,/n/971598-1,Cactaceae,Notocactus,concinnioides,NA,tax. nov.,NA,NA,NA,Brazil South (Rio Grande do Sul).,FALSE,FALSE,TRUE,NA,NA,,Internoto,1993,"14(2): 53 (1993), without latin descr. or type",18406-2,citation,"Internoto 14(2): 53 (1993), without latin descr. or type. ",FALSE,TRUE,NA,NA,1.5,971598-1,urn:lsid:ipni.org:names:971598-1,FALSE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,Brazil South (Rio Grande do Sul).,1993,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Notocactus_crassigibbus,F.Ritter,F.Ritter,,spec.,/n/170623-2,Cactaceae,Notocactus,crassigibbus,NA,tax. nov.,1394,F.Ritter,NA,"Rio Grande do Sul (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,NA,,Succulenta (Netherlands),1970,49(7): 108,2959-2,citation,Succulenta (Netherlands) 49(7): 108. 1970 ,FALSE,TRUE,NA,holotype U,1.4,170623-2,urn:lsid:ipni.org:names:170623-2,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Notocactus_cristatoides,F.Ritter,F.Ritter,,spec.,/n/170624-2,Cactaceae,Notocactus,cristatoides,NA,tax. nov.,1478,F.Ritter,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,NA,,Kakteen Südamerika,1979,"1: 190 (-191), fig",11126-2,citation,"Kakteen Südamerika 1: 190 (-191), fig. 1979 ",FALSE,TRUE,NA,holotype U,1.3,170624-2,urn:lsid:ipni.org:names:170624-2,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Notocactus_curvispinus,F.Ritter,F.Ritter,,spec.,/n/170625-2,Cactaceae,Notocactus,curvispinus,NA,tax. nov.,1479,F.Ritter,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,NA,,Kakteen Südamerika,1979,1: 189 (fig.),11126-2,citation,Kakteen Südamerika 1: 189 (fig.). 1979 ,FALSE,TRUE,NA,holotype U,1.3,170625-2,urn:lsid:ipni.org:names:170625-2,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Notocactus_eremiticus,F.Ritter,F.Ritter,,spec.,/n/170627-2,Cactaceae,Notocactus,eremiticus,NA,tax. nov.,1390,F.Ritter,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,NA,,Kakteen Südamerika,1979,"1: 180 (-181), fig",11126-2,citation,"Kakteen Südamerika 1: 180 (-181), fig. 1979 ",FALSE,TRUE,NA,holotype U,1.3,170627-2,urn:lsid:ipni.org:names:170627-2,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Notocactus_fuscus,F.Ritter,F.Ritter,,spec.,/n/170634-2,Cactaceae,Notocactus,fuscus,NA,tax. nov.,1379,F.Ritter,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,NA,,Kakteen Südamerika,1979,1: 178 (fig. 121),11126-2,citation,Kakteen Südamerika 1: 178 (fig. 121). 1979 ,FALSE,TRUE,NA,holotype U,1.3,170634-2,urn:lsid:ipni.org:names:170634-2,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"Holotype appears to be missing (fide Doweld, Succulenty (Moscow) 3(1-2): 60. 2000); he designated fig. 121 as the lectotype",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Notocactus_gibberulus,Prestlé,Prestlé,,spec.,/n/281392-2,Cactaceae,Notocactus,gibberulus,NA,tax. nov.,PR313,K.H.Prestlé,NA,Brazil (Southern America),FALSE,FALSE,FALSE,NA,NA,,Succulenta (Netherlands),1986,"64: 142 (-143), fig",2959-2,citation,"Succulenta (Netherlands) 64: 142 (-143), fig. 1986 ",FALSE,TRUE,NA,holotype U,1.2,281392-2,urn:lsid:ipni.org:names:281392-2,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
