name,authors,publishingAuthor,authorTeam,rank,url,family,genus,species,citationType,collectionNumber,collectorTeam,collectionDate1,distribution,hybrid,hybridGenus,inPowo,locality,linkedPublication,publication,publicationYear,publicationYearNote,referenceCollation,publicationId,recordType,reference,suppressed,topCopy,typeLocations,version,id,fqId,wfoId,hasNomenclaturalNotes,hasExternalLinks,hasTypeData,hasOriginalData,hasLinks,referenceRemarks,remarks,typeCoordinates,pageAsText,bhlLink,originalRemarks,originalTaxonDistribution,infraspecies,speciesAuthor,typeRemarks,bibliographicReference,typeChosenBy,nameStatus,nameStatusType,typeNote,collectionDate2,bibliographicTypeInfo
Hedysarum_dyphyllum,Larrañaga,Larrañaga,,spec.,/n/118488-2,Leguminosae,Hedysarum,dyphyllum,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Escritos Damaso Antonio Larranaga,1922,NA,1: 412,1322-2,citation,Escritos Damaso Antonio Larranaga 1: 412. 1922 Pub. Inst. Hist. Geog. Uruguay,FALSE,TRUE,NA,1.1.1.2,118488-2,urn:lsid:ipni.org:names:118488-2,wfo-0001049626,TRUE,TRUE,TRUE,FALSE,FALSE,Pub. Inst. Hist. Geog. Uruguay,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hedysarum_ildefonsianum,Mure,Mure,,spec.,/n/60459101-2,Leguminosae,Hedysarum,ildefonsianum,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Doctrine Ecole Rio de Janeiro Pathog. Brésil.,1849,NA,"352, fig.",20013524-2,citation,"Doctrine Ecole Rio de Janeiro Pathog. Brésil. 352, fig. 1849 ",FALSE,TRUE,NA,1.2,60459101-2,urn:lsid:ipni.org:names:60459101-2,wfo-0001329389,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hedysarum_leiocarpum,Spreng.,Spreng.,,spec.,/n/118507-2,Leguminosae,Hedysarum,leiocarpum,tax. nov.,s.n.,K.P.Sprengel,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,"Syst. Veg., ed. 16 [Sprengel]",1826,Jan-Mar 1826,3: 316,14620-2,citation,"Syst. Veg., ed. 16 [Sprengel] 3: 316. 1826 [Jan-Mar 1826] ",FALSE,TRUE,null B,1.1.2.1.1.3,118507-2,urn:lsid:ipni.org:names:118507-2,wfo-0000173560,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1826&rft.spage=316&rft.volume=3&rft_id=http://www.biodiversitylibrary.org/bibliography/822&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indigofera_hygrobia,Malme,Malme,,spec.,/n/128294-2,Fabaceae,Indigofera,hygrobia,tax. nov.,NA,NA,NA,"Mato Grosso (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Ark. Bot.,1931,NA,"23A, no. 13: 69",536-2,citation,"Ark. Bot. 23A, no. 13: 69. 1931 ",FALSE,TRUE,NA,1.3,128294-2,urn:lsid:ipni.org:names:128294-2,wfo-0000165156,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indigofera_morroensis,São Paulo & L.P.Queiroz,São Paulo & L.P.Queiroz,,spec.,/n/77322828-1,Fabaceae,Indigofera,morroensis,tax. nov.,16566,L.P.Queiroz,7 May 2019,"Bahia (Brazil Northeast, Brazil, Southern America)",FALSE,FALSE,FALSE,"Morro do Chapéu, Sitio Arqueologico (Lajes), entrando para Sul a c. 20 km W de Morro do Chapéu na BA-052 (estrada do Feijão)",,Syst. Bot.,2023,28 Mar 2023,48(1): 10,1295-2,citation,Syst. Bot. 48(1): 10. 2023 [28 Mar 2023] [epublished],FALSE,TRUE,holotype HUEFS;isotype K;isotype P;isotype RB,1.1,77322828-1,urn:lsid:ipni.org:names:77322828-1,NA,TRUE,FALSE,TRUE,FALSE,FALSE,[epublished],doi:10.1600/036364423X16758873924054 Etymology: 'The epithet morroensis refers to the municipality of Morro de Chapéu.',,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indigofera_retusa,N.E.Br.,N.E.Br.,,spec.,/n/128334-2,Fabaceae,Indigofera,retusa,tax. nov.,NA,NA,NA,"Brazil, Argentina",FALSE,FALSE,FALSE,NA,,Trans. & Proc. Bot. Soc. Edinburgh,1894,NA,20: 51,5426-2,citation,Trans. & Proc. Bot. Soc. Edinburgh 20: 51. 1894 ,FALSE,TRUE,NA,1.2,128334-2,urn:lsid:ipni.org:names:128334-2,NA,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1894&rft.spage=51&rft.volume=20&rft_id=http://www.biodiversitylibrary.org/bibliography/5593&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lathyrus_purpureocoeruleus,Knowles & Westc.,Knowles & Westc.,,spec.,/n/323125-2,Fabaceae,Lathyrus,purpureocoeruleus,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Fl. Cab.,1838,NA,2: 126 (177; t. 88),5578-2,citation,Fl. Cab. 2: 126 (177; t. 88). 1838 ,FALSE,TRUE,NA,1.1.1.4,323125-2,urn:lsid:ipni.org:names:323125-2,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1838&rft.spage=126&rft.volume=2&rft_id=http://www.biodiversitylibrary.org/bibliography/82239&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lonchocarpus_cearensis,Glaz.,Glaz.,,spec.,/n/143246-2,Fabaceae,Lonchocarpus,cearensis,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,FALSE,NA,,Bull. Soc. Bot. France,1906,NA,53(Mém. 3b): 150,578-2,citation,Bull. Soc. Bot. France 53(Mém. 3b): 150. 1906 Name only,FALSE,TRUE,NA,1.3,143246-2,urn:lsid:ipni.org:names:143246-2,wfo-0001049994,TRUE,TRUE,TRUE,FALSE,FALSE,Name only,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lonchocarpus_ernestii,Harms,Harms,,spec.,/n/143270-2,Fabaceae,Lonchocarpus,ernestii,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Repert. Spec. Nov. Regni Veg.,1921,NA,17: 321,788-2,citation,Repert. Spec. Nov. Regni Veg. 17: 321. 1921 ,FALSE,TRUE,NA,1.5,143270-2,urn:lsid:ipni.org:names:143270-2,wfo-0000184813,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,,181503,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/181503&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lonchocarpus_harmsianus,Glaz.,Glaz.,,spec.,/n/143287-2,Fabaceae,Lonchocarpus,harmsianus,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,FALSE,NA,,Bull. Soc. Bot. France,1906,NA,53(Mém. 3b): 149,578-2,citation,Bull. Soc. Bot. France 53(Mém. 3b): 149. 1906 Name only,FALSE,TRUE,NA,1.4,143287-2,urn:lsid:ipni.org:names:143287-2,wfo-0001049998,TRUE,TRUE,TRUE,FALSE,FALSE,Name only,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lonchocarpus_insignis,Glaz.,Glaz.,,spec.,/n/143292-2,Fabaceae,Lonchocarpus,insignis,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,FALSE,NA,,Bull. Soc. Bot. France,1906,NA,53(Mém. 3b): 150,578-2,citation,Bull. Soc. Bot. France 53(Mém. 3b): 150. 1906 Name only,FALSE,TRUE,NA,1.4,143292-2,urn:lsid:ipni.org:names:143292-2,wfo-0001049999,TRUE,TRUE,TRUE,FALSE,FALSE,Name only,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lonchocarpus_microphyllus,Glaz.,Glaz.,,spec.,/n/143319-2,Fabaceae,Lonchocarpus,microphyllus,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,FALSE,NA,,Bull. Soc. Bot. France,1906,NA,53(Mém. 3b): 150,578-2,citation,Bull. Soc. Bot. France 53(Mém. 3b): 150. 1906 Name only,FALSE,TRUE,NA,1.4,143319-2,urn:lsid:ipni.org:names:143319-2,wfo-0001051463,TRUE,TRUE,TRUE,FALSE,FALSE,Name only,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lonchocarpus_moco,Glaz.,Glaz.,,spec.,/n/143322-2,Fabaceae,Lonchocarpus,moco,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,FALSE,NA,,Bull. Soc. Bot. France,1906,NA,53(Mém. 3b): 150,578-2,citation,Bull. Soc. Bot. France 53(Mém. 3b): 150. 1906 Name only,FALSE,TRUE,NA,1.4,143322-2,urn:lsid:ipni.org:names:143322-2,wfo-0001051465,TRUE,TRUE,TRUE,FALSE,FALSE,Name only,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lonchocarpus_sarmentosus,Glaz.,Glaz.,,spec.,/n/143376-2,Fabaceae,Lonchocarpus,sarmentosus,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,FALSE,NA,,Bull. Soc. Bot. France,1906,NA,53(Mém. 3b): 150,578-2,citation,Bull. Soc. Bot. France 53(Mém. 3b): 150. 1906 Name only,FALSE,TRUE,NA,1.4,143376-2,urn:lsid:ipni.org:names:143376-2,wfo-0001051474,TRUE,TRUE,TRUE,FALSE,FALSE,Name only,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lonchocarpus_ulei,Harms,Harms,,spec.,/n/143397-2,Fabaceae,Lonchocarpus,ulei,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,FALSE,NA,,Bot. Jahrb. Syst.,1907,2 Aug 1907,40(2): 142,553-2,citation,Bot. Jahrb. Syst. 40(2): 142. 1907 [2 Aug 1907] Name only,FALSE,TRUE,NA,1.4,143397-2,urn:lsid:ipni.org:names:143397-2,NA,TRUE,FALSE,TRUE,FALSE,FALSE,Name only,NA,,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1907&rft.issue=2&rft.spage=142&rft.volume=40&rft_id=http://www.biodiversitylibrary.org/bibliography/60&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lonchocarpus_utilis,A.C.Sm.,A.C.Sm.,,spec.,/n/143399-2,Fabaceae,Lonchocarpus,utilis,tax. nov.,NA,NA,NA,"Ecuador, Peru &amp; Brazil",FALSE,FALSE,TRUE,NA,,Amer. J. Bot.,1937,NA,24: 580,835-2,citation,Amer. J. Bot. 24: 580. 1937 ,FALSE,TRUE,NA,1.3,143399-2,urn:lsid:ipni.org:names:143399-2,wfo-0000173338,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lonchocarpus_variabilis,R.R.Silva & A.M.G.Azevedo,R.R.Silva & A.M.G.Azevedo,,spec.,/n/77094227-1,Fabaceae,Lonchocarpus,variabilis,tax. nov.,1190,Silva &amp; Velásquez,21 Oct 2004,"Mato Grosso do Sul (Brazil West-Central, Brazil, Southern America)",FALSE,FALSE,TRUE,"Mun. Corumbá, Serra do Jacadigo, acesso pela fazenda Dois Corações",,Brittonia,2008,30 Apr 2008,60(1): 34 (-37; fig. 1),561-2,citation,Brittonia 60(1): 34 (-37; fig. 1). 2008 [30 Apr 2008] ,FALSE,TRUE,holotype UEC;isotype MBM;isotype NY,1.1,77094227-1,urn:lsid:ipni.org:names:77094227-1,wfo-0000509758,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lupinus_aliattenuatus,C.P.Sm.,C.P.Sm.,,spec.,/n/144719-2,Fabaceae,Lupinus,aliattenuatus,tax. nov.,NA,NA,NA,"Southern Brazil, Brazil (Southern America)",FALSE,FALSE,TRUE,NA,,Spec. Lupinorum,1945,NA,485,1070-2,citation,Spec. Lupinorum 485. 1945 ,FALSE,TRUE,NA,1.3,144719-2,urn:lsid:ipni.org:names:144719-2,wfo-0000168035,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lupinus_bandelierae,C.P.Sm.,C.P.Sm.,,spec.,/n/144855-2,Fabaceae,Lupinus,bandelierae,tax. nov.,NA,NA,NA,Bolivia &amp; Brazil,FALSE,FALSE,TRUE,NA,,Spec. Lupinorum,1940,NA,214,1070-2,citation,Spec. Lupinorum 214. 1940 ,FALSE,TRUE,NA,1.3,144855-2,urn:lsid:ipni.org:names:144855-2,wfo-0000168071,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lupinus_chachas,Ochoa ex C.P.Sm.,Ochoa ex C.P.Sm.,,spec.,/n/144975-2,Fabaceae,Lupinus,chachas,tax. nov.,NA,NA,NA,"Amazonas (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Spec. Lupinorum,1953,NA,758,1070-2,citation,Spec. Lupinorum 758. 1953 ,FALSE,TRUE,NA,1.4,144975-2,urn:lsid:ipni.org:names:144975-2,wfo-0000184665,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lupinus_glaziouanus,C.P.Sm.,C.P.Sm.,,spec.,/n/145225-2,Fabaceae,Lupinus,glaziouanus,tax. nov.,NA,NA,NA,"Goiás (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Spec. Lupinorum,1945,NA,488 (-489),1070-2,citation,Spec. Lupinorum 488 (-489). 1945 ,FALSE,TRUE,NA,1.2.5.1.1.1,145225-2,urn:lsid:ipni.org:names:145225-2,wfo-0000177151,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lupinus_hamaticalyx,C.P.Sm.,C.P.Sm.,,spec.,/n/145242-2,Fabaceae,Lupinus,hamaticalyx,tax. nov.,NA,NA,NA,"Amazonas (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Spec. Lupinorum,1940,NA,166,1070-2,citation,Spec. Lupinorum 166. 1940 ,FALSE,TRUE,NA,1.3,145242-2,urn:lsid:ipni.org:names:145242-2,wfo-0000168186,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lupinus_lutzelburgianus,C.P.Sm.,C.P.Sm.,,spec.,/n/145470-2,Fabaceae,Lupinus,lutzelburgianus,tax. nov.,NA,NA,NA,"Bahia (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Spec. Lupinorum,1945,NA,490,1070-2,citation,Spec. Lupinorum 490. 1945 ,FALSE,TRUE,NA,1.3,145470-2,urn:lsid:ipni.org:names:145470-2,wfo-0000168228,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lupinus_mathewsianus,C.P.Sm.,C.P.Sm.,,spec.,/n/145515-2,Fabaceae,Lupinus,mathewsianus,tax. nov.,NA,NA,NA,"Amazonas (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Spec. Lupinorum,1940,NA,162,1070-2,citation,Spec. Lupinorum 162. 1940 ,FALSE,TRUE,NA,1.3,145515-2,urn:lsid:ipni.org:names:145515-2,wfo-0000169138,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lupinus_provensalanus,C.P.Sm.,C.P.Sm.,,spec.,/n/145776-2,Fabaceae,Lupinus,provensalanus,tax. nov.,NA,NA,NA,"Minas Gerais (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Spec. Lupinorum,1945,NA,492,1070-2,citation,Spec. Lupinorum 492. 1945 ,FALSE,TRUE,NA,1.2,145776-2,urn:lsid:ipni.org:names:145776-2,wfo-0000169191,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lupinus_schwackeanus,C.P.Sm.,C.P.Sm.,,spec.,/n/145871-2,Fabaceae,Lupinus,schwackeanus,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Spec. Lupinorum,1945,NA,492,1070-2,citation,Spec. Lupinorum 492. 1945 ,FALSE,TRUE,NA,1.3,145871-2,urn:lsid:ipni.org:names:145871-2,wfo-0000169217,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Machaerium_oxyphyllum,Gand.,Gand.,,spec.,/n/148585-2,Fabaceae,Machaerium,oxyphyllum,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Bull. Soc. Bot. France,1913,NA,60: 460,578-2,citation,Bull. Soc. Bot. France 60: 460. 1913 ,FALSE,TRUE,NA,1.4,148585-2,urn:lsid:ipni.org:names:148585-2,wfo-0000169334,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,,342959,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/342959&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Machaerium_robsonianum,Filardi & H.C.Lima,Filardi & H.C.Lima,,spec.,/n/77142524-1,Fabaceae,Machaerium,robsonianum,tax. nov.,706,"F.L.R.Filardi, H.C.Lima, R.D.Ribeiro &amp; V.Maioli",13 Feb 2007,"Rio de Janeiro (Brazil Southeast, Brazil, Southern America);Espírito Santo (Brazil Southeast, Brazil, Southern America);Minas Gerais (Brazil Southeast, Brazil, Southern America);",FALSE,FALSE,TRUE,"Rio de Janeiro. Município de Macaé, Praia de Imbetiba, Ilha Santana (Força Aérea Brasileira), distante aproximadamente 8 km da orla, na subida para o Farol",,Syst. Bot.,2014,5 Feb 2014,39(1): 151,1295-2,citation,Syst. Bot. 39(1): 151. 2014 [5 Feb 2014] [epublished] as robsonnianum,FALSE,TRUE,holotype RB;isotype BHCB;isotype MBML;isotype K;isotype NY,1.1,77142524-1,urn:lsid:ipni.org:names:77142524-1,wfo-0001340589,TRUE,TRUE,TRUE,FALSE,FALSE,[epublished] as robsonnianum,doi:10.1600/036364414X678026,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Machaerium_sarmentosum,Glaz.,Glaz.,,spec.,/n/148609-2,Fabaceae,Machaerium,sarmentosum,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,FALSE,NA,,Bull. Soc. Bot. France,1906,NA,53(Mém. 3b): 147,578-2,citation,Bull. Soc. Bot. France 53(Mém. 3b): 147. 1906 Name only,FALSE,TRUE,NA,1.4,148609-2,urn:lsid:ipni.org:names:148609-2,wfo-0001052742,TRUE,TRUE,TRUE,FALSE,FALSE,Name only,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Machaerium_stygium,Lindm.,Lindm.,,spec.,/n/148622-2,Fabaceae,Machaerium,stygium,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Bih. Kongl. Svenska Vetensk.-Akad. Handl.,1898,NA,"24, Afd. 3, No. 7: 20",546-2,citation,"Bih. Kongl. Svenska Vetensk.-Akad. Handl. 24, Afd. 3, No. 7: 20. 1898 ",FALSE,TRUE,NA,1.3,148622-2,urn:lsid:ipni.org:names:148622-2,wfo-0000169347,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Machaerium_tomentosum,Glaz.,Glaz.,,spec.,/n/148628-2,Fabaceae,Machaerium,tomentosum,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,FALSE,NA,,Bull. Soc. Bot. France,1906,NA,53(Mém. 3b): 147,578-2,citation,Bull. Soc. Bot. France 53(Mém. 3b): 147. 1906 Name only,FALSE,TRUE,NA,1.4,148628-2,urn:lsid:ipni.org:names:148628-2,wfo-0001052744,TRUE,TRUE,TRUE,FALSE,FALSE,Name only,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Machaerium_tounateifolium,Taub. ex Schenck,Taub. ex Schenck,,spec.,/n/148630-2,Fabaceae,Machaerium,tounateifolium,tax. nov.,NA,NA,NA,"Rio de Janeiro (Brazil, Southern America)",FALSE,FALSE,FALSE,NA,,Bot. Mitt. Tropen,1892,NA,"213, 214",9021-2,citation,"Bot. Mitt. Tropen 213, 214. 1892 Nomen",FALSE,TRUE,NA,1.3,148630-2,urn:lsid:ipni.org:names:148630-2,wfo-0001052745,TRUE,TRUE,TRUE,FALSE,FALSE,Nomen,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Macroptilium_albidum,"C.L.Ribeiro, Snak & L.P.Queiroz","C.L.Ribeiro, Snak & L.P.Queiroz",,spec.,/n/77314556-1,Leguminosae,Macroptilium,albidum,tax. nov.,112,C.L. Ribeiro,30 Mar 2018,"Bahia (Brazil Northeast, Brazil, Southern America);Paraíba (Brazil Northeast, Brazil, Southern America);Pernambuco (Brazil Northeast, Brazil, Southern America);Sergipe (Brazil Northeast, Brazil, Southern America);",FALSE,FALSE,FALSE,"Bahia, Tapiramuta, Quintal de Sr. Arnaldo na Rua Pericles Alves de Lima s.n.",,Syst. Bot.,2022,12 Dec 2022,47(4): 1025,1295-2,citation,Syst. Bot. 47(4): 1025. 2022 [12 Dec 2022] [epublished],FALSE,TRUE,holotype HUEFS 240991;isotype K;isotype MEXU;isotype NY;isotype RB,1.1,77314556-1,urn:lsid:ipni.org:names:77314556-1,NA,TRUE,FALSE,TRUE,FALSE,FALSE,[epublished],"doi:10.1600/036364422X16674053033840 Etymology: name refers to the whitish wing petals, a distinctive and unique feature within the genus Macroptilium.",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Meibomia_riedelii,Schindl.,Schindl.,,spec.,/n/156081-2,Fabaceae,Meibomia,riedelii,tax. nov.,526,L.Riedel,NA,"Mato Grosso do Sul (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Repert. Spec. Nov. Regni Veg.,1926,NA,22: 281,788-2,citation,Repert. Spec. Nov. Regni Veg. 22: 281. 1926 ,FALSE,TRUE,null LE,1.3,156081-2,urn:lsid:ipni.org:names:156081-2,wfo-0001053094,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1926&rft.spage=281&rft.volume=22&rft_id=http://www.biodiversitylibrary.org/bibliography/276&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mimosa_nomarlei,Afr.Fern.,Afr.Fern.,,spec.,/n/895919-1,Leguminosae,Mimosa,nomarlei,tax. nov.,NA,NA,NA,Brazil.,FALSE,FALSE,FALSE,NA,,"An. Soc. Bot. Brasil (XIX Congr. Nac. Bot., 1968)",1968,1968,93 (1968?),NA,citation,"An. Soc. Bot. Brasil (XIX Congr. Nac. Bot., 1968) 93 (1968?). ",FALSE,TRUE,NA,1.1.2.1.1.2,895919-1,urn:lsid:ipni.org:names:895919-1,NA,FALSE,FALSE,TRUE,TRUE,FALSE,NA,NA,,NA,NA,NA,Brazil.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mimosa_pseudoracemosa,"T.P.Mendes, Marc.F.Simon & M.J.Silva","T.P.Mendes, Marc.F.Simon & M.J.Silva",,spec.,/n/77219849-1,Leguminosae,Mimosa,pseudoracemosa,tax. nov.,3061,M.F.Simon et al.,26 May 2017,"Goiás (Brazil West-Central, Brazil, Southern America)",FALSE,FALSE,TRUE,"Alto Paraíso de Goiás, Parque Nacional Chapada dos Veadeiros, porteira a 25 km do entroncamento de Alto Paraíso em direção a São Jorge, 4 km N em estrada de chão, 1190 m",,Phytotaxa,2021,31 May 2021,505(2): 131,20011462-1,citation,Phytotaxa 505(2): 131. 2021 [31 May 2021] [epublished],FALSE,TRUE,holotype CEN;isotype BOTU;isotype UFG,1.1,77219849-1,urn:lsid:ipni.org:names:77219849-1,wfo-1000002981,TRUE,TRUE,TRUE,FALSE,FALSE,[epublished],"doi:10.11646/phytotaxa.505.2.1 The specific epithet pseudoracemosa alludes to the aspect of the new species’ synflorescence, where the glomerules are paired in a pseudoracemose structure.",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miscolobium_violaceum,Vogel,Vogel,,spec.,/n/162755-2,Fabaceae,Miscolobium,violaceum,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Linnaea,1837,NA,11: 201,703-2,citation,Linnaea 11: 201. 1837 ,FALSE,TRUE,NA,1.4,162755-2,urn:lsid:ipni.org:names:162755-2,wfo-0000193598,FALSE,TRUE,TRUE,FALSE,FALSE,NA,"[Gandhi; A. M. de Carvalho, Brittonia 49: 91. 1997]",,101014,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/101014&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mucuna_eriocarpa,Barb.Rodr.,Barb.Rodr.,,spec.,/n/164646-2,Fabaceae,Mucuna,eriocarpa,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Pl. Jard. Rio de Janeiro,1898,NA,"6: 11, pl. 4, fig. b",3655-2,citation,"Pl. Jard. Rio de Janeiro 6: 11, pl. 4, fig. b. 1898 ",FALSE,TRUE,NA,1.3,164646-2,urn:lsid:ipni.org:names:164646-2,wfo-0000377768,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
