name,authors,publishingAuthor,authorTeam,rank,url,family,genus,species,citationType,collectionNumber,collectorTeam,distribution,hybrid,hybridGenus,inPowo,linkedPublication,publication,publicationYear,referenceCollation,publicationId,recordType,reference,suppressed,topCopy,typeLocations,version,id,fqId,wfoId,hasNomenclaturalNotes,hasExternalLinks,hasTypeData,hasOriginalData,hasLinks,bhlLink,infraspecies,pageAsText,publicationYearNote,speciesAuthor,basionymStr,basionymAuthorStr,basionymId,collectionDate1,locality,typeCoordinates,remarks,nameStatus,nameStatusType,originalTaxonDistribution,referenceRemarks
Trichilia_lobulata,C.DC.,C.DC.,,spec.,/n/256862-2,Meliaceae,Trichilia,lobulata,tax. nov.,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,,Bull. Herb. Boissier,1901,"ser. 2, 1: 364",573-2,citation,"Bull. Herb. Boissier ser. 2, 1: 364. 1901 ",FALSE,TRUE,NA,1.1.2.1.1.2,256862-2,urn:lsid:ipni.org:names:256862-2,wfo-0001083467,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
Trichilia_microcarpa,C.DC.,C.DC.,,spec.,/n/256867-2,Meliaceae,Trichilia,microcarpa,tax. nov.,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,,Annuaire Conserv. Jard. Bot. Genève,1907,10: 157,1145-2,citation,Annuaire Conserv. Jard. Bot. Genève 10: 157. 1907 ,FALSE,TRUE,NA,1.1.2.1.1.2,256867-2,urn:lsid:ipni.org:names:256867-2,wfo-0001083470,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1907&rft.spage=157&rft.volume=10&rft_id=http://www.biodiversitylibrary.org/bibliography/52147&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
Trichilia_microdonta,S.F.Blake,S.F.Blake,,spec.,/n/256868-2,Meliaceae,Trichilia,microdonta,tax. nov.,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,,Contr. U.S. Natl. Herb.,1919,20: 242,605-2,citation,Contr. U.S. Natl. Herb. 20: 242. 1919 ,FALSE,TRUE,NA,1.5,256868-2,urn:lsid:ipni.org:names:256868-2,wfo-0001083674,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/374058&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,374058,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
Trichilia_multijuga,C.DC.,C.DC.,,spec.,/n/256877-2,Meliaceae,Trichilia,multijuga,tax. nov.,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,,Bull. Herb. Boissier,1901,"ser. 2, 1: 308",573-2,citation,"Bull. Herb. Boissier ser. 2, 1: 308. 1901 ",FALSE,TRUE,NA,1.1.2.1.1.2,256877-2,urn:lsid:ipni.org:names:256877-2,wfo-0001083475,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
Trichilia_orgaosana,C.DC.,C.DC.,,spec.,/n/256882-2,Meliaceae,Trichilia,orgaosana,tax. nov.,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,,Bull. Herb. Boissier,1901,"ser. 2, 1: 362",573-2,citation,"Bull. Herb. Boissier ser. 2, 1: 362. 1901 ",FALSE,TRUE,NA,1.1.2.1.1.2,256882-2,urn:lsid:ipni.org:names:256882-2,wfo-0001083477,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
Trichilia_paracaimana,C.DC.,C.DC.,,spec.,/n/256887-2,Meliaceae,Trichilia,paracaimana,tax. nov.,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,,Notizbl. Königl. Bot. Gart. Berlin,1917,6: 501,3558-2,citation,Notizbl. Königl. Bot. Gart. Berlin 6: 501. 1917 ,FALSE,TRUE,NA,1.1.2.1.1.2,256887-2,urn:lsid:ipni.org:names:256887-2,wfo-0000455737,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1917&rft.spage=501&rft.volume=6&rft_id=http://www.biodiversitylibrary.org/bibliography/41384&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
Trichilia_pauloensis,Hoehne,Hoehne,,spec.,/n/256891-2,Meliaceae,Trichilia,pauloensis,tax. nov.,NA,NA,"Sao Paulo (Brazil, Southern America)",FALSE,FALSE,TRUE,,Ostenia,1933,"301, pl. 7",1460-2,citation,"Ostenia 301, pl. 7. 1933 ",FALSE,TRUE,NA,1.4,256891-2,urn:lsid:ipni.org:names:256891-2,wfo-0000455732,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
Trichilia_petiolulata,C.DC.,C.DC.,,spec.,/n/256894-2,Meliaceae,Trichilia,petiolulata,tax. nov.,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,,Annuaire Conserv. Jard. Bot. Genève,1907,10: 156,1145-2,citation,Annuaire Conserv. Jard. Bot. Genève 10: 156. 1907 ,FALSE,TRUE,NA,1.1.2.1.1.2,256894-2,urn:lsid:ipni.org:names:256894-2,wfo-0001083480,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1907&rft.spage=156&rft.volume=10&rft_id=http://www.biodiversitylibrary.org/bibliography/52147&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
Trichilia_puberulanthera,C.DC.,C.DC.,,spec.,/n/256904-2,Meliaceae,Trichilia,puberulanthera,tax. nov.,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,,Annuaire Conserv. Jard. Bot. Genève,1907,10: 163,1145-2,citation,Annuaire Conserv. Jard. Bot. Genève 10: 163. 1907 ,FALSE,TRUE,NA,1.1.2.1.1.2,256904-2,urn:lsid:ipni.org:names:256904-2,wfo-0001083485,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1907&rft.spage=163&rft.volume=10&rft_id=http://www.biodiversitylibrary.org/bibliography/52147&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
Trichilia_punctata,A.C.Sm.,A.C.Sm.,,spec.,/n/256905-2,Meliaceae,Trichilia,punctata,tax. nov.,NA,NA,"Mato Grosso (Brazil, Southern America)",FALSE,FALSE,TRUE,,Bull. Torrey Bot. Club,1933,60: 359,586-2,citation,Bull. Torrey Bot. Club 60: 359. 1933 ,FALSE,TRUE,NA,1.4,256905-2,urn:lsid:ipni.org:names:256905-2,wfo-0001083640,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1933&rft.spage=359&rft.volume=60&rft_id=http://www.biodiversitylibrary.org/bibliography/340&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
Trichilia_pyramidata,Harms,Harms,,spec.,/n/256907-2,Meliaceae,Trichilia,pyramidata,tax. nov.,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,,Bot. Jahrb. Syst.,1901,"30(1, Beibl. 67): 32",553-2,citation,"Bot. Jahrb. Syst. 30(1, Beibl. 67): 32. 1901 [12 Mar 1901] ",FALSE,TRUE,NA,1.5,256907-2,urn:lsid:ipni.org:names:256907-2,wfo-0001083486,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,12 Mar 1901,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
Trichilia_schwackei,C.DC.,C.DC.,,spec.,/n/256912-2,Meliaceae,Trichilia,schwackei,tax. nov.,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,,Bull. Herb. Boissier,1901,"ser. 2, 1: 363",573-2,citation,"Bull. Herb. Boissier ser. 2, 1: 363. 1901 ",FALSE,TRUE,NA,1.1.2.1.1.2,256912-2,urn:lsid:ipni.org:names:256912-2,wfo-0001083492,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
Trichilia_sexanthera,C.DC.,C.DC.,,spec.,/n/256913-2,Meliaceae,Trichilia,sexanthera,tax. nov.,NA,NA,"Peru, Brazil",FALSE,FALSE,TRUE,,Notizbl. Königl. Bot. Gart. Berlin,1917,6: 501,3558-2,citation,Notizbl. Königl. Bot. Gart. Berlin 6: 501. 1917 ,FALSE,TRUE,NA,1.1.2.1.1.2,256913-2,urn:lsid:ipni.org:names:256913-2,wfo-0000455799,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1917&rft.spage=501&rft.volume=6&rft_id=http://www.biodiversitylibrary.org/bibliography/41384&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
