name,family,genus,species,authors,citationType,rank,reference,publication,publicationYear,referenceCollation,publicationId,typeLocations,collectorTeam,collectionNumber,collectionDate1,distribution,locality,id,publicationYearNote,remarks,url,source
Acianthera calopedilon,Orchidaceae,Acianthera,calopedilon,Toscano & Luer,tax_nov,spec.,Lankesteriana 15(1): 79. 2015 [16 Mar 2015] [epublished],Lankesteriana,2015,15(1): 79,19040-2,holotype UPCB,A.Toscano de Brito,2911,7 Oct 2011,"Paraná (Brazil South, Brazil, Southern America);São Paulo (Brazil Southeast, Brazil, Southern America);Rio Grande do Sul (Brazil South, Brazil, Southern America);Argentina Northeast (Southern South America, Southern America);",Paraná: road Alexandra to Matinhos,77150367-1,16 Mar 2015,NA,www.ipni.org/n/77150367-1,IPNI
Acianthera enianthera,Orchidaceae,Acianthera,enianthera,Chiron & Xim.Bols.,tax_nov,spec.,Richardiana 10(4): 215 (-218; fig. 9). 2010 [Sep 2010] ,Richardiana,2010,10(4): 215 (-218; fig. 9),18831-2,holotype MBML,Chiron,Chiron09889,NA,"Espírito Santo (Brazil Southeast, Brazil, Southern America)","Mun. Domingos Martins, forêt proche de Arachê",77107302-1,Sep 2010,NA,www.ipni.org/n/77107302-1,IPNI
Acianthera gradeae,Orchidaceae,Acianthera,gradeae,Chiron & Benelli,tax_nov,spec.,Richardiana 13: 66. 2012 [8 Nov 2012] [epublished],Richardiana,2012,13: 66,18831-2,holotype HERBAM 4953,"A.Petini-Benelli, A.Grade &amp; H.S.Lima",APB963,Sep 2012,"Mato Grosso (Brazil West-Central, Brazil, Southern America)","Mun. Nova Bandeirante, Fazendinha da Lagoa, 304 m",77133107-1,8 Nov 2012,NA,www.ipni.org/n/77133107-1,IPNI
Acianthera hatakeyamae,Orchidaceae,Acianthera,hatakeyamae,Campacci & C.R.M.Silva,tax_nov,spec.,Colet. Orquídeas Brasil. 19: 766. 2023 [5 Dec 2023] ,Colet. Orquídeas Brasil.,2023,19: 766,20004826-2,holotype ESA,Roberto Fumio Hatakeyama,NA,Oct 2023,"São Paulo (Brazil Southeast, Brazil, Southern America)","Paraibuna, 1000 m",77334529-1,5 Dec 2023,Etymology: For Roberto Fumio Hatakeyama.,www.ipni.org/n/77334529-1,IPNI
Acianthera maculiglossa,Orchidaceae,Acianthera,maculiglossa,Chiron & N.Sanson,tax_nov,spec.,"Richardiana 9(3): 121 (120-124; figs. 1-2, photo). 2009 [Jul 2009] ",Richardiana,2009,"9(3): 121 (120-124; figs. 1-2, photo)",18831-2,holotype MBML,N.Sanson,s.n.,2004,"Espírito Santo (Brazil Southeast, Brazil, Southern America)","Mun. Conceição do Castelo, rio Ribeirão do Meio",77100167-1,Jul 2009,NA,www.ipni.org/n/77100167-1,IPNI
Acianthera velteniana,Orchidaceae,Acianthera,velteniana,Chiron & Xim.Bols.,tax_nov,spec.,Richardiana 13: 278. 2013 [17 Jul 2013] [epublished],Richardiana,2013,13: 278,18831-2,holotype MBML,L.Velten ex Chiron,13321,NA,"Espírito Santo (Brazil Southeast, Brazil, Southern America)","Domingos Martins, 780 m",77132672-1,17 Jul 2013,NA,www.ipni.org/n/77132672-1,IPNI
Anacheilium schunkianum,Orchidaceae,Anacheilium,schunkianum,Campacci & P.A.Harding,tax_nov,spec.,Lindleyana 21(2): 11 (-13; figs. 1-3). 2008 [22 Aug 2008] [in Orchids (West Palm Beach) 77(9)],Lindleyana,2008,21(2): 11 (-13; figs. 1-3),3675-2,holotype SP,Vital Schunk,MAC-1686,NA,"Espírito Santo (Brazil Southeast, Brazil, Southern America)","Alfredo Chaves, São Bento de Urânia, 800m",77097977-1,22 Aug 2008,NA,www.ipni.org/n/77097977-1,IPNI
Anacheilium terassanianum,Orchidaceae,Anacheilium,terassanianum,Campacci & P.A.Harding,tax_nov,spec.,Lindleyana 21(2): 13 (figs. 5-7). 2008 [22 Aug 2008] [in Orchids (West Palm Beach) 77(9)],Lindleyana,2008,21(2): 13 (figs. 5-7),3675-2,holotype SP,Waldomiro Terassan,MAC-1680,NA,"São Paulo (Brazil Southeast, Brazil, Southern America)","Juquiá, 200-300m",77097978-1,22 Aug 2008,NA,www.ipni.org/n/77097978-1,IPNI
Anathallis bolsanelloi,Orchidaceae,Anathallis,bolsanelloi,Chiron & V.P.Castro,tax_nov,spec.,"Richardiana 9(1): 4 (-7, 16-17; fig. 1, photos a & b). 2008 [Jan 2009 publ. 24 Dec 2008] ",Richardiana,2008,"9(1): 4 (-7, 16-17; fig. 1, photos a & b)",18831-2,holotype SP,Chiron,08184,NA,"Espírito Santo (Brazil Southeast, Brazil, Southern America)","Mun. Domingos Martins, Biriricas, 200-600 m",77095155-1,Jan 2009 publ. 24 Dec 2008,Named after Renato Bolsanello who discovered this species.,www.ipni.org/n/77095155-1,IPNI
Anathallis cabeceirensis,Orchidaceae,Anathallis,cabeceirensis,C.R.M.Silva & Campacci,tax_nov,spec.,Colet. Orquídeas Brasil. 16: 642. 2020 [25 Aug 2020] ,Colet. Orquídeas Brasil.,2020,16: 642,20004826-2,holotype ESA,Rafael Pereira de Andrade,NA,Dec 2017,"Minas Gerais (Brazil Southeast, Brazil, Southern America)","Cabeceira Grande , 800 m (2625 ft)",77211952-1,25 Aug 2020,NA,www.ipni.org/n/77211952-1,IPNI
Anathallis edmeiae,Orchidaceae,Anathallis,edmeiae,"F.J.de Jesus, Xim.Bols. & Chiron",tax_nov,spec.,Richardiana 13: 296. 2013 [28 Aug 2013] [epublished],Richardiana,2013,13: 296,18831-2,holotype SP 447912,F.José de Jesus &amp; J.Rodrigues Gomes,s.n.,9 Mar 2013,"São Paulo (Brazil Southeast, Brazil, Southern America)","Salesopolis, na divisa dos municipios de Salesópolis e Caraguatatuba, 1270 m",77132671-1,28 Aug 2013,NA,www.ipni.org/n/77132671-1,IPNI
Anathallis sansoniana,Orchidaceae,Anathallis,sansoniana,Chiron & Guiard,tax_nov,spec.,Richardiana 13: 214. 2013 [20 Apr 2013] [epublished],Richardiana,2013,13: 214,18831-2,holotype MBML,Nelson Sanson ex Chiron,13007,NA,"Espírito Santo (Brazil Southeast, Brazil, Southern America)",Conceição do Castelo,77133152-1,20 Apr 2013,NA,www.ipni.org/n/77133152-1,IPNI
Anguloa lurida,Orchidaceae,Anguloa,lurida,Link & Otto,tax_nov,spec.,"Verh. Vereins Beford. Gartenbaues Konigl. Preuss. Staaten 1: 289,  t. 6. 1824 ",Verh. Vereins Beford. Gartenbaues Konigl. Preuss. Staaten,1824,"1: 289,  t. 6",8712-2,NA,NA,NA,NA,Brazil (Southern America),NA,616510-1,NA,NA,www.ipni.org/n/616510-1,IPNI
Bifrenaria lindmanniana,Orchidaceae,Bifrenaria,lindmanniana,Kraenzl.,tax_nov,spec.,Ark. Bot. 16(8): 25. 1921 ,Ark. Bot.,1921,16(8): 25,536-2,NA,NA,NA,NA,Brazil (Southern America),NA,32703-2,NA,NA,www.ipni.org/n/32703-2,IPNI
Bletia urbana,Orchidaceae,Bletia,urbana,Dressler,tax_nov,spec.,"Brittonia 20: 186, fig. 2. 1968 ",Brittonia,1968,"20: 186, fig. 2",561-2,NA,NA,NA,NA,"Distrito Federal (Brazil, Southern America)",NA,33955-2,NA,NA,www.ipni.org/n/33955-2,IPNI
Brassavola caraiensis,Orchidaceae,Brassavola,caraiensis,Campacci & Rosim,tax_nov,spec.,Colet. Orquídeas Brasil. 16: 651. 2020 [25 Aug 2020] ,Colet. Orquídeas Brasil.,2020,16: 651,20004826-2,holotype ESA,Reginaldo de Vasconcelos Leitão &amp; Marcos Antonio Campacci,MAC-2013-019,Oct 2013,"Minas Gerais (Brazil Southeast, Brazil, Southern America)","Caraí, 870 m (2850 ft)",77211954-1,25 Aug 2020,NA,www.ipni.org/n/77211954-1,IPNI
Brassia gireoudiana,Orchidaceae,Brassia,gireoudiana,Rchb.f. & Warsz.,tax_nov,spec.,Allg. Gartenzeitung (Otto & Dietrich) 22: 273. 1854 ,Allg. Gartenzeitung (Otto & Dietrich),1854,22: 273,1411-2,NA,NA,NA,NA,Brazil (Southern America),NA,329117-2,NA,NA,www.ipni.org/n/329117-2,IPNI
Brassia wyllisiana,Orchidaceae,Brassia,wyllisiana,K.G.Lacerda & V.P.Castro,tax_nov,spec.,Icon. Orchid. Brasil. 3: t. 211. 2012 [Oct 2012] ,Icon. Orchid. Brasil.,2012,3: t. 211,20006432-2,holotype SP,Wyllis Souza da Silva &amp; V.P.Castro,0121,NA,"Amazonas (Brazil North, Brazil, Southern America)",Manaus,77129140-1,Oct 2012,NA,www.ipni.org/n/77129140-1,IPNI
× Brassocattleya arauji,Orchidaceae,Brassocattleya,arauji,Pabst & A.F.Mello,tax_nov,spec.,"Bradea 2(27): 186 (-187), fig. C. 1977 ",Bradea,1977,"2(27): 186 (-187), fig. C",1276-2,holotype HB,de Araujo,s. n.,NA,Brazil (Southern America),NA,36211-2,NA,NA,www.ipni.org/n/36211-2,IPNI
× Brassocattleya felisminiana,Orchidaceae,Brassocattleya,felisminiana,Campacci,tax_nov,spec.,Bol. CAOB 53: 18 (-20; photogrs.; plate; map). 2004 [20 May 2004] ,Bol. CAOB,2004,53: 18 (-20; photogrs.; plate; map).,6391-2,holotype SP,Joao Felismino de Jesus Filho,104,Apr 2004,"Rio Grande do Norte (Brazil, Southern America)","Natal, alt. 0-30 m",60442609-2,20 May 2004,Hybrid parents: Brassavola tuberculata Hook. X Cattleya granulosa Lindl.,www.ipni.org/n/60442609-2,IPNI
× Brassocattleya litoralis,Orchidaceae,Brassocattleya,litoralis,Campacci,tax_nov,spec.,Bol. CAOB 55: 88 (-91; photogrs.; plate; map). 2004 [10 Oct 2004] ,Bol. CAOB,2004,55: 88 (-91; photogrs.; plate; map),6391-2,holotype SP,Sebastiao Onaka,s.n.,Nov 2003,"Sao Paulo (Brazil, Southern America)","Atlantic rainforest, along the seacoast, Peruíbe., alt. 0-50 m",60442618-2,10 Oct 2004,Hybrid parents: Brassavola tuberculata Hook. X Cattleya tigrina A. Rich. ex Beer,www.ipni.org/n/60442618-2,IPNI
Bulbophyllum bohnkeanum,Orchidaceae,Bulbophyllum,bohnkeanum,Campacci,tax_nov,spec.,Colet. Orquídeas Brasil. 6: 174 (-177; figs.). 2008 [10 Nov 2008] ,Colet. Orquídeas Brasil.,2008,6: 174 (-177; figs.),20004826-2,holotype SP,Marcos Aurélio Chaves,EB-162,NA,"Bahia (Brazil Northeast, Brazil, Southern America)","São José da Vitória, 700m",77096152-1,10 Nov 2008,as bohnkianum,www.ipni.org/n/77096152-1,IPNI
Bulbophyllum freyi,Orchidaceae,Bulbophyllum,freyi,V.P.Castro & Speckm.,tax_nov,spec.,Icon. Orchid. Brasil. 3: t. 216. 2012 [Oct 2012] ,Icon. Orchid. Brasil.,2012,3: t. 216,20006432-2,holotype SP,V.P.Castro,0138,NA,"Espírito Santo (Brazil Southeast, Brazil, Southern America)",Brejetuba,77129141-1,Oct 2012,NA,www.ipni.org/n/77129141-1,IPNI
Bulbophyllum inhaiense,Orchidaceae,Bulbophyllum,inhaiense,V.P.Castro & K.G.Lacerda,tax_nov,spec.,"Richardiana 9(3): 131 (-134, 140; figs. 1-3, photo). 2009 [Jul 2009] ",Richardiana,2009,"9(3): 131 (-134, 140; figs. 1-3, photo)",18831-2,holotype SP,Castro Neto,106,Jan 2009,"Minas Gerais (Brazil Southeast, Brazil, Southern America)","Mun. Inhaí, 700-800 m",77100177-1,Jul 2009,NA,www.ipni.org/n/77100177-1,IPNI
Bulbophyllum seabrense,Orchidaceae,Bulbophyllum,seabrense,Campacci,tax_nov,spec.,Colet. Orquídeas Brasil. 6: 178 (-181; figs.). 2008 [10 Nov 2008] ,Colet. Orquídeas Brasil.,2008,6: 178 (-181; figs.),20004826-2,holotype SP,João Marcelino de Sá,EB-149,NA,"Bahia (Brazil Northeast, Brazil, Southern America)","Seabra, 1000m",77096153-1,10 Nov 2008,NA,www.ipni.org/n/77096153-1,IPNI
Bulbophyllum uhl-gabrielianum,Orchidaceae,Bulbophyllum,uhl-gabrielianum,Chiron & V.P.Castro,tax_nov,spec.,Richardiana 9(2): 72 (70-75; figs.). 2009 [Apr 2009] ,Richardiana,2009,9(2): 72 (70-75; figs.),18831-2,holotype SP,Caliman ex Chiron,09378,NA,"Espírito Santo (Brazil Southeast, Brazil, Southern America)",Mun. de Marechal Floriano,77098217-1,Apr 2009,NA,www.ipni.org/n/77098217-1,IPNI
Bulbophyllum watsonianum,Orchidaceae,Bulbophyllum,watsonianum,Rchb.f.,tax_nov,spec.,Flora 71 (n. s. 46): 155. 1888 ,Flora,1888,71 (n. s. 46): 155,648-2,NA,NA,NA,NA,Brazil (Southern America),NA,37990-2,NA,NA,www.ipni.org/n/37990-2,IPNI
Campylocentrum hubneri,Orchidaceae,Campylocentrum,hubneri,Mansf.,tax_nov,spec.,Notizbl. Bot. Gart. Berlin-Dahlem 10: 382. 1928 ,Notizbl. Bot. Gart. Berlin-Dahlem,1928,10: 382,1019-2,NA,NA,NA,NA,Brazil (Southern America),NA,44211-2,NA,NA,www.ipni.org/n/44211-2,IPNI
Campylocentrum pubirhachis,Orchidaceae,Campylocentrum,pubirhachis,Schltr.,tax_nov,spec.,"Anexos Mem. Inst. Butantan, Secc. Bot. 1, fasc. 4: 67, pl. 14. 1922 ","Anexos Mem. Inst. Butantan, Secc. Bot.",1922,"1, fasc. 4: 67, pl. 14",3497-2,lectotype SP 5856,A.C.Brade,7806,Nov 1917,Brazil (Southern America),"São Paulo: Iguape, Morro das Pedras",44244-2,NA,NA,www.ipni.org/n/44244-2,IPNI
Capanemia hatschbachii,Orchidaceae,Capanemia,hatschbachii,Schltr.,tax_nov,spec.,Repert. Spec. Nov. Regni Veg. 23: 60. 1926 ,Repert. Spec. Nov. Regni Veg.,1926,23: 60,788-2,NA,NA,NA,NA,Brazil (Southern America),NA,44510-2,NA,NA,www.ipni.org/n/44510-2,IPNI
Catasetum apolloi,Orchidaceae,Catasetum,apolloi,Benelli & Grade,tax_nov,spec.,Edinburgh J. Bot. 65(1): 28 (27-34; figs. 1-4). 2008 [28 Mar 2008] ,Edinburgh J. Bot.,2008,65(1): 28 (27-34; figs. 1-4),12129-2,holotype UFMT,A.Grade,37269,26 Jan 2007,"Mato Grosso (Brazil West-Central, Brazil, Southern America)",Carlinda,77088381-1,28 Mar 2008,NA,www.ipni.org/n/77088381-1,IPNI
Catasetum desouzae,Orchidaceae,Catasetum,desouzae,Benelli & Chiron,tax_nov,spec.,"Richardiana, N.S. 4: 240. 2020 [19 Dec 2020] [epublished]","Richardiana, N.S.",2020,4: 240,20022374-1,holotype UFMT 41391,M.R.Souza &amp; A.Petini-Benelli,454,5 May 2014,"Rondônia (Brazil North, Brazil, Southern America);;","Costa Marques, margens do Rio Guaporé, 136 m",77297737-1,19 Dec 2020,Etymology: The epithet pays tribute to Marcelo Rodrigues de Souza.,www.ipni.org/n/77297737-1,IPNI
Catasetum dianneae,Orchidaceae,Catasetum,dianneae,"D.R.P.Krahl, Chiron, Krahl & J.B.F.Silva",tax_nov,spec.,"Richardiana, N.S. 7: 191. 2023 [13 Sep 2023] [epublished]","Richardiana, N.S.",2023,7: 191,20022374-1,holotype INPA,D.R.P.Krahl &amp; A.H.Krahl,642,29 Feb 2020,"Amazonas (Brazil North, Brazil, Southern America)","Manaus, BR 174, KM 927, Reserva Biológica de Campina",77326830-1,13 Sep 2023,"Etymology: 'in honor of Dianne Rafaelle Passos Trindade Cavalcanti, a forest engineer, sister of the first author and Amazonian orchid enthusiast'.",www.ipni.org/n/77326830-1,IPNI
Catasetum hubneri,Orchidaceae,Catasetum,hubneri,Mansf.,tax_nov,spec.,Notizbl. Bot. Gart. Berlin-Dahlem 10: 380. 1928 ,Notizbl. Bot. Gart. Berlin-Dahlem,1928,10: 380,1019-2,NA,NA,NA,NA,Brazil (Southern America),NA,49906-2,NA,NA,www.ipni.org/n/49906-2,IPNI
Catasetum krahlii,Orchidaceae,Catasetum,krahlii,"D.R.P.Krahl, Cantuária, J.B.F.Silva & Chiron",tax_nov,spec.,Acta Bot. Brasil. 37-e20220258: 3. 2023 [7 Aug 2023] [epublished],Acta Bot. Brasil.,2023,37-e20220258: 3,1225-2,holotype HAMAB,A.H.Krahl,1555,10 Mar 2021,"Amazonas (Brazil North, Brazil, Southern America)","Manaus: Ramal do Canoeiro, km 17 da BR 174, 53 m",77333262-1,7 Aug 2023,"doi:10.1590/1677-941X-ABB-2022-0258 Etymology: 'in honor of M.Sc. Amauri Herbert Krahl, a Brazilian botanist'.",www.ipni.org/n/77333262-1,IPNI
Catasetum lendarium,Orchidaceae,Catasetum,lendarium,Blind,tax_nov,spec.,Braz. App. Sci. Rev. 4(1): 135. 2020 [Jan-Feb 2020] ,Braz. App. Sci. Rev.,2020,4(1): 135,20047071-1,holotype HUAM,NA,NA,NA,"Amazonas (Brazil North, Brazil, Southern America)",Presidente Figueiredo,77339323-1,Jan-Feb 2020,NA,www.ipni.org/n/77339323-1,IPNI
Catasetum majuense,Orchidaceae,Catasetum,majuense,A.T.Oliveira & J.B.F.Silva,tax_nov,spec.,"Bol. Mus. Paraense Emilio Goeldi, N.S., Bot. 14(2): 110 (-112; fig. 1). 1998 [1999] ","Bol. Mus. Paraense Emilio Goeldi, N.S., Bot.",1998,14(2): 110 (-112; fig. 1),1871-2,holotype MG,J.B.F.da Silva,562,NA,"Mun. de Mojú, Pará (Brazil, Southern America)",NA,320013-2,1999,[Gandhi 20 Jun 2000],www.ipni.org/n/320013-2,IPNI
Catasetum marinhoi,Orchidaceae,Catasetum,marinhoi,"Krahl, Cantuária & J.B.F.Silva",tax_nov,spec.,"Richardiana, N.S. 6: 103. 2022 [28 Jul 2022] [epublished]","Richardiana, N.S.",2022,6: 103,20022374-1,holotype INPA,J.B.F.da Silva,5236,5 Mar 2018,"Pará (Brazil North, Brazil, Southern America)","Oriximiná, Mussurá Lake, 50 m",77302735-1,28 Jul 2022,"Etymology: the specific epithet refers to Jocenildo de Jesus Marinho, manager of the horticultural and reforestation sector of the Mineração Rio do Norte (MRN) in Porto Trombeta (Pará).",www.ipni.org/n/77302735-1,IPNI
Catasetum nhamundaense,Orchidaceae,Catasetum,nhamundaense,"D.R.P.Krahl, Krahl, Cantuária & J.B.F.Silva",tax_nov,spec.,Orquidário 36: 26. 2022 [10 Sep 2022] [epublished],Orquidário,2022,36: 26,14267-2,holotype HAMAB 19516,J.B.F.da Silva,5486,3 Aug 2020,"Pará (Brazil North, Brazil, Southern America)","Faro, left bank going down to the Nhamundá river, in front of Serra do Espelho da Lua",77340692-1,10 Sep 2022,"Etymology: the epithet refers to the Nhamundá River, where the species was discovered.",www.ipni.org/n/77340692-1,IPNI
Catasetum queirozii,Orchidaceae,Catasetum,queirozii,"D.R.P.Krahl, Krahl, Cantuária & J.B.F.Silva",tax_nov,spec.,Acta Amazonica 54(1)-e54bc23180: 2. 2024 [8 Jan 2024] [epublished],Acta Amazonica,2024,54(1)-e54bc23180: 2,1144-2,holotype HAMAB HAMAB19536,J.B.F.da Silva,3516,10 Jan 2011,"Pará (Brazil North, Brazil, Southern America)","Oriximiná, Porto Trombetas, FLONA Saracá-Taquera, Platô Almeidas",77334645-1,8 Jan 2024,"doi:10.1590/1809-4392202301801 Etymology: the specific epithet honours the agronomist, orchidist and orchid enthusiast Sérgio Alberto Queiroz Costa who has been developing an admirable research work on orchids in the Amazon.",www.ipni.org/n/77334645-1,IPNI
Catasetum riosianum,Orchidaceae,Catasetum,riosianum,"D.R.P.Krahl, Krahl, Cantuária & J.B.F.Silva",tax_nov,spec.,Biota Amazônia 13(1): 57. 2023 [post 16 Aug 2023] [epublished],Biota Amazônia,2023,13(1): 57,20027141-1,holotype HAMAB,J.B.F.Silva,5488,3 Aug 2020,"Pará (Brazil North, Brazil, Southern America)","Faro, left bank going down the Nhamundá River, in front of 'Serra do Espelho da Lua'",77340685-1,post 16 Aug 2023,doi:10.18561/2179-5746/biotaamazonia.v13n1p56-58 Etymology: the specific epithet honours Edgard Sancho Rios Filho who was a great supporter and collaborator in the study of orchids.,www.ipni.org/n/77340685-1,IPNI
Catasetum saracataquerense,Orchidaceae,Catasetum,saracataquerense,"Krahl, Cantuária & J.B.F.Silva",tax_nov,spec.,"Richardiana, N.S. 5: 209, figs. 1-3. 2021 [28 Jun 2021] [epublished]","Richardiana, N.S.",2021,"5: 209, figs. 1-3",20022374-1,holotype HAMAB,J.B.F. da Silva,3524,5 Mar 2011,"Pará (Brazil, Southern America)","Oriximiná, Porto Trombetas, FLONA Saracá-Taquera",77218051-1,28 Jun 2021,NA,www.ipni.org/n/77218051-1,IPNI
Catasetum tapiriceps,Orchidaceae,Catasetum,tapiriceps,Rchb.f.,tax_nov,spec.,"Gard. Chron. ser. 3, 3: 136. 1888 ",Gard. Chron.,1888,"ser. 3, 3: 136",1224-2,NA,NA,NA,NA,Brazil (Southern America),NA,49994-2,NA,NA,www.ipni.org/n/49994-2,IPNI
Catasetum taquerense,Orchidaceae,Catasetum,taquerense,"Krahl, Cantuária & J.B.F.Silva",tax_nov,spec.,"Richardiana, N.S. 5: 287. 2021 [26 Aug 2021] [epublished]","Richardiana, N.S.",2021,5: 287,20022374-1,holotype HAMAB,J.B.F. da Silva,5270,5 Mar 2018,"Pará (Brazil North, Brazil, Southern America)","Oriximiná, Porto Trombetas, FLONA Saracá-Taquera",77297739-1,26 Aug 2021,NA,www.ipni.org/n/77297739-1,IPNI
Catasetum tavaresii,Orchidaceae,Catasetum,tavaresii,"Cantuária, D.R.P.Krahl, Krahl & J.B.F.Silva",tax_nov,spec.,Lankesteriana 23(3): 487. 2023 [22 Dec 2023] [epublished],Lankesteriana,2023,23(3): 487,19040-2,holotype HAMAB HAMAB19528,J.B.F. da Silva,5014,17 Mar 2019,"Pará (Brazil North, Brazil, Southern America)","Oriximiná, Porto Trombetas, FLONA Saracá-Taquera, Platô Cipó, 50 m",77336115-1,22 Dec 2023,"doi:10.15517/lank.v23i3.55794 Etymology: name honours Dr. José Carlos Tavares Carvalho, a pharmacologist and specialist in pharmacology of natural products from the Federal University of Amapá (UNIFAP).",www.ipni.org/n/77336115-1,IPNI
Catasetum tenuiglossum,Orchidaceae,Catasetum,tenuiglossum,Senghas,tax_nov,spec.,"Orchidee (Hamburg) 42: 20, figs. 1991 ",Orchidee (Hamburg),1991,"42: 20, figs",2681-2,holotype HEID,W.Rauh,s.n.,NA,"Amazonas (Brazil, Southern America)",NA,274227-2,NA,NA,www.ipni.org/n/274227-2,IPNI
Cattleya brasiliensis,Orchidaceae,Cattleya,brasiliensis,Klinge,tax_nov,spec.,Trudy Imp. S.-Peterburgsk. Bot. Sada 17: 135. 1898 ,Trudy Imp. S.-Peterburgsk. Bot. Sada,1898,17: 135,1410-2,NA,NA,NA,NA,Brazil (Southern America),NA,50191-2,NA,NA,www.ipni.org/n/50191-2,IPNI
Cattleya edithiana,Orchidaceae,Cattleya,edithiana,R.Warner ex B.S.Williams,tax_nov,spec.,"Orch.-Grow. Man., ed. 7. 7th. ed. 161. 1894 ","Orch.-Grow. Man., ed. 7.",1894,7th. ed. 161,7795-2,NA,NA,NA,NA,Brazil (Southern America),NA,50203-2,NA,NA,www.ipni.org/n/50203-2,IPNI
Cattleya forgetiana,Orchidaceae,Cattleya,forgetiana,Rolfe,tax_nov,spec.,Orchid Rev. 14: 143. 1906 ,Orchid Rev.,1906,14: 143,2679-2,NA,NA,NA,NA,Brazil (Southern America),NA,50208-2,NA,NA,www.ipni.org/n/50208-2,IPNI
Cattleya itatiayae,Orchidaceae,Cattleya,itatiayae,Porto,tax_nov,spec.,"Arch. Jard. Bot. Rio de Janeiro 2: 66, pl. 27. 1918 ",Arch. Jard. Bot. Rio de Janeiro,1918,"2: 66, pl. 27",848-2,NA,NA,NA,NA,Brazil (Southern America),NA,50232-2,NA,NA,www.ipni.org/n/50232-2,IPNI
Cattleya mireileana,Orchidaceae,Cattleya,mireileana,"E.L.F.Menezes, Giordani & J.C.R.Mendes",tax_nov,spec.,"Phytotaxa 541(3): 271. 2022 [29 Mar 2022] , as 'mireileiana' [epublished]",Phytotaxa,2022,541(3): 271,20011462-1,holotype DIAM DIAM8260;isotype BHCB;isotype HDJM;isotype RB,"E.L.F.Menezes, C.O.Giordani &amp; J.C.R.Mendes",154,5 Jan 2019,"Minas Gerais (Brazil Southeast, Brazil, Southern America)","Diamantina, Alto da Jacuba, 1230 m",77296882-1,29 Mar 2022,"doi:10.11646/phytotaxa.541.3.6 Etymology: 'The specific epithet is dedicated to Mireile São Geraldo dos Santos Souza, an orchid collector, resident of Diamantina (MG), and former Dean and retired Professor at the Federal University of Vales do Jequitinhonha and Mucuri (UFVJM)'.",www.ipni.org/n/77296882-1,IPNI
Cattleya motae,Orchidaceae,Cattleya,motae,L.C.Menezes ex Gomes Ferreira,tax_nov,spec.,Orchidophile (Asnières) 83: 176 (1988). ,Orchidophile (Asnières),1988,83: 176 (1988),14744-2,NA,NA,NA,NA,Brazil.,NA,935415-1,1988,NA,www.ipni.org/n/935415-1,IPNI
Cattleya porphyrascens,Orchidaceae,Cattleya,porphyrascens,E.L.F.Menezes,tax_nov,spec.,Phytotaxa 579(1): 62. 2022 [13 Jan 2023] [epublished],Phytotaxa,2022,579(1): 62,20011462-1,holotype DIAM 8259,E.L.F.Menezes,69,10 Oct 2018,"Minas Gerais (Brazil Southeast, Brazil, Southern America)","Diamantina, Sempre Vivas National Park, 1222 m",77311977-1,13 Jan 2023,doi:10.11646/phytotaxa.579.1.7,www.ipni.org/n/77311977-1,IPNI
Cattleya silvana,Orchidaceae,Cattleya,silvana,Pabst,tax_nov,spec.,"Bradea 2(12): 68, fig. F. 1976 ",Bradea,1976,"2(12): 68, fig. F",1276-2,NA,E.Ferreira da Silva,s. n.,NA,"Bahia (Brazil, Southern America)",NA,50293-2,NA,Flowered in cultivation on 23 Oct 1975.,www.ipni.org/n/50293-2,IPNI
Christensonella ecallosa,Orchidaceae,Christensonella,ecallosa,Lipińska & Szlach.,tax_nov,spec.,Nordic J. Bot. 35(1): 25. 2016 [2017 publ. 19 Dec 2016] [epublished],Nordic J. Bot.,2016,35(1): 25,2633-2,holotype US,Prance et al.,15331,16 Oct 1971,"Amazonas (Brazil North, Brazil, Southern America);Guyana (Northern South America, Southern America);","Amazonia, Rio Negro",77174579-1,2017 publ. 19 Dec 2016,doi:10.1111/njb.01355,www.ipni.org/n/77174579-1,IPNI
Cohniella caatingaensis,Orchidaceae,Cohniella,caatingaensis,"Cetzal, V.P.Castro & Marçal",tax_nov,spec.,Syst. Bot. 37(1): 61. 2012 [31 Jan 2012] ,Syst. Bot.,2012,37(1): 61,1295-2,holotype SP;isotype AMES;isotype NY;isotype U,Drouet,2613,15 Oct 1935,"Ceará (Brazil Northeast, Brazil, Southern America);Bahia (Brazil Northeast, Brazil, Southern America);Minas Gerais (Brazil Southeast, Brazil, Southern America);Maranhão (Brazil Northeast, Brazil, Southern America);Paraíba (Brazil Northeast, Brazil, Southern America);Pernambuco (Brazil Northeast, Brazil, Southern America);Piauí (Brazil Northeast, Brazil, Southern America);Tocantins (Brazil North, Brazil, Southern America);","Río Pacoty, 6 km north & Aquiraz",77121302-1,31 Jan 2012,doi:10.1600/036364412X616648,www.ipni.org/n/77121302-1,IPNI
Colax triptera,Orchidaceae,Colax,triptera,Rolfe,tax_nov,spec.,Orchid Rev. 11: 260. 1903 ,Orchid Rev.,1903,11: 260,2679-2,NA,NA,NA,NA,Brazil (Southern America),NA,62912-2,NA,NA,www.ipni.org/n/62912-2,IPNI
