name,family,genus,species,authors,citationType,rank,reference,publication,publicationYear,referenceCollation,publicationId,typeLocations,collectorTeam,collectionNumber,collectionDate1,distribution,locality,id,publicationYearNote,remarks,url,source
Panicum thrasyoides,Poaceae,Panicum,thrasyoides,Trin.,tax_nov,spec.,Gram. Panic. [Trinius] 126. 1826 ,Gram. Panic. [Trinius],1826,126,146-2,holotype LE-TRIN,G. H. von Langsdorff,s.n.,Dec 1824,Brazil (Southern America),Ubique in campis siccis,182601-2,NA,NA,www.ipni.org/n/182601-2,IPNI
Panicum tijucae,Poaceae,Panicum,tijucae,Renvoize,tax_nov,spec.,Kew Bull. 32(2): 422. 1978 [28 Mar 1978] ,Kew Bull.,1978,32(2): 422,987-2,holotype K,A.F.M.Glaziou,6967,NA,Brazil (Southern America),NA,182603-2,28 Mar 1978,NA,www.ipni.org/n/182603-2,IPNI
Panicum trachystachyum,Poaceae,Panicum,trachystachyum,Nees,tax_nov,spec.,Fl. Bras. Enum. Pl. 125. 1829 [Mar-Jun 1829] ,Fl. Bras. Enum. Pl.,1829,125,1544-2,isotype US;neotype B,F.Sellow,1243,NA,Brazil (Southern America),NA,310465-2,Mar-Jun 1829,NA,www.ipni.org/n/310465-2,IPNI
Panicum uncinatum,Poaceae,Panicum,uncinatum,Raddi,tax_nov,spec.,Agrostogr. Bras. [Raddi] 41 (-42). 1823 ,Agrostogr. Bras. [Raddi],1823,41 (-42),10486-2,lectotype PI;isolectotype BM;isolectotype FI;isolectotype PI,Raddi,s.n.,NA,"Rio de Janeiro (Brazil Southeast, Brazil, Southern America)","Invenitur cum precedenti, in sylvaticis prope Catumby, non procul ab Urbe Rio de Janeiro",413447-1,NA,NA,www.ipni.org/n/413447-1,IPNI
Panicum venustum,Poaceae,Panicum,venustum,Renvoize,tax_nov,spec.,Kew Bull. 32(2): 428. 1978 [28 Mar 1978] ,Kew Bull.,1978,32(2): 428,987-2,holotype K,Harley et al,15432,NA,Brazil (Southern America),NA,182646-2,28 Mar 1978,NA,www.ipni.org/n/182646-2,IPNI
Pariana caxiuanensis,Poaceae,Pariana,caxiuanensis,"K.N.L.Dias, F.M.Ferreira & P.L.Viana",tax_nov,spec.,Phytotaxa 510(2): 172. 2021 [6 Jul 2021] [epublished],Phytotaxa,2021,510(2): 172,20011462-1,holotype MG;isotype HUEFS;isotype INPA;isotype MG;isotype RB,K.N.L.Dias &amp; C.A.Souza,605,14 Mar 2019,"Pará (Brazil North, Brazil, Southern America)","Melgaço, Caxiuanã National Forest, Ferreira Penna Scientific Station, trail to igarapé Tijucaquara",77220723-1,6 Jul 2021,doi:10.11646/phytotaxa.510.2.6 The specific epithet refers to the type locality (Caxiuanã National Forest).,www.ipni.org/n/77220723-1,IPNI
Pariana huberi,Poaceae,Pariana,huberi,"F.M.Ferreira, R.P.Oliveira & Hollowell",tax_nov,spec.,Syst. Bot. 47(4): 947. 2022 [12 Dec 2022] [epublished],Syst. Bot.,2022,47(4): 947,1295-2,holotype MG MG004296,J.E. Huber,4296,31 Mar 1904,"Acre (Brazil North, Brazil, Southern America)","Rio Acre, Antimary, mata",77314314-1,12 Dec 2022,"doi:10.1600/036364422X16674054154160 Etymology: name honours Jacques E. Huber (1867–1914), a Swiss-Brazilian botanist who founded the herbarium of the Museu Paraense Emilio Goeldi (MG), who collected the type specimen and was the first to indicate this was a new species.",www.ipni.org/n/77314314-1,IPNI
Parianella capixaba,Poaceae,Parianella,capixaba,F.M.Ferreira & R.P.Oliveira,tax_nov,spec.,"Pl. Ecol. Evol. 155(3): 427, figs. 1-2, Table 1. 2022 [14 Dec 2022] (epublished)",Pl. Ecol. Evol.,2022,"155(3): 427, figs. 1-2, Table 1",20011731-1,holotype MBML [MBML00019821],"V. Demuner, L.F.S. Magnago, M. Belisário &amp; E. Bausen",1828,15 Feb 2006,"Espirito Santo (Brazil, Southern America)","Santa Leopoldina, Serra do Ramalhete, Caioaba Farm",77309830-1,14 Dec 2022,Etymology. The specific epithet “capixaba” is a noun in apposition and the local name for Espírito Santo inhabitants. The epithet also alludes to the first record of the genus Parianella outside Bahia state. (english) doi:org/10.5091/plecevo.95130,www.ipni.org/n/77309830-1,IPNI
Paspalum acutissimum,Poaceae,Paspalum,acutissimum,Mez,tax_nov,spec.,Repert. Spec. Nov. Regni Veg. 15: 76. 1917 ,Repert. Spec. Nov. Regni Veg.,1917,15: 76,788-2,NA,NA,NA,NA,Brazil (Southern America),NA,184134-2,NA,NA,www.ipni.org/n/184134-2,IPNI
Paspalum album,Poaceae,Paspalum,album,Swallen,tax_nov,spec.,Phytologia 14: 367. 1967 ,Phytologia,1967,14: 367,1034-2,NA,NA,NA,NA,"Minas Gerais (Brazil, Southern America)",NA,184139-2,NA,NA,www.ipni.org/n/184139-2,IPNI
Paspalum anemotum,Poaceae,Paspalum,anemotum,Ridl.,tax_nov,spec.,"J. Linn. Soc., Bot. 27: 68. 1890 ","J. Linn. Soc., Bot.",1890,27: 68,682-2,NA,NA,NA,NA,Brazil (Southern America),NA,184150-2,NA,NA,www.ipni.org/n/184150-2,IPNI
Paspalum brunneum,Poaceae,Paspalum,brunneum,Mez,tax_nov,spec.,Repert. Spec. Nov. Regni Veg. 15: 74. 1917 ,Repert. Spec. Nov. Regni Veg.,1917,15: 74,788-2,NA,NA,NA,NA,Brazil (Southern America),NA,184188-2,NA,NA,www.ipni.org/n/184188-2,IPNI
Paspalum canum,Poaceae,Paspalum,canum,Sohns,tax_nov,spec.,"Mem. New York Bot. Gard. 9: 256, fig. 6. 1957 ",Mem. New York Bot. Gard.,1957,"9: 256, fig. 6",719-2,NA,NA,NA,NA,"Rio Branco, Acre (Brazil, Southern America)",NA,184195-2,NA,NA,www.ipni.org/n/184195-2,IPNI
Paspalum carinato-vaginatum,Poaceae,Paspalum,carinato-vaginatum,Mez,tax_nov,spec.,Repert. Spec. Nov. Regni Veg. 15: 31. 1917 ,Repert. Spec. Nov. Regni Veg.,1917,15: 31,788-2,NA,NA,NA,NA,Brazil (Southern America),NA,184199-2,NA,NA,www.ipni.org/n/184199-2,IPNI
Paspalum chrysostachyum,Poaceae,Paspalum,chrysostachyum,Schrad. in Schult.,tax_nov,spec.,Mant. 2 (Schultes) 176. 1824 [Jan-Apr 1824] ,Mant. 2 (Schultes),1824,176,7569-2,NA,NA,NA,NA,Brazil (Southern America),NA,184215-2,Jan-Apr 1824,NA,www.ipni.org/n/184215-2,IPNI
Paspalum ciliocinctum,Poaceae,Paspalum,ciliocinctum,Mez,tax_nov,spec.,"Bot. Jahrb. Syst. 56(4, Beibl. 125): 10. 1921 [18 Feb 1921] ",Bot. Jahrb. Syst.,1921,"56(4, Beibl. 125): 10",553-2,null B,P.K.H.Dusén,13273,NA,"Paraná (Brazil, Southern America)",NA,184222-2,18 Feb 1921,NA,www.ipni.org/n/184222-2,IPNI
Paspalum comatum,Poaceae,Paspalum,comatum,Mez,tax_nov,spec.,Repert. Spec. Nov. Regni Veg. 15: 67. 1917 ,Repert. Spec. Nov. Regni Veg.,1917,15: 67,788-2,NA,NA,NA,NA,Brazil (Southern America),NA,184228-2,NA,NA,www.ipni.org/n/184228-2,IPNI
Paspalum compressicaule,Poaceae,Paspalum,compressicaule,Raddi,tax_nov,spec.,Agrostogr. Bras. [Raddi] 29. 1823 ,Agrostogr. Bras. [Raddi],1823,29,10486-2,lectotype PI;isolectotype FI (2 sheets);isolectotype K;isolectotype PI,Raddi,s.n.,NA,"Rio de Janeiro (Brazil Southeast, Brazil, Southern America)",Provenit in graminosis prope Rio-Inhumirim,413988-1,NA,NA,www.ipni.org/n/413988-1,IPNI
Paspalum concavum,Poaceae,Paspalum,concavum,Renvoize,tax_nov,spec.,Kew Bull. 42(4): 921. 1987 [11 Nov 1987] ,Kew Bull.,1987,42(4): 921,987-2,holotype MBM,G.Hatschbach,15859,NA,Brazil (Southern America),NA,282158-2,11 Nov 1987,NA,www.ipni.org/n/282158-2,IPNI
Paspalum dasytrichum,Poaceae,Paspalum,dasytrichum,Dusén ex Swallen,tax_nov,spec.,Phytologia 14: 363. 1967 ,Phytologia,1967,14: 363,1034-2,NA,NA,NA,NA,"Paraná (Brazil, Southern America)",NA,184254-2,NA,NA,www.ipni.org/n/184254-2,IPNI
Paspalum devincenzii,Poaceae,Paspalum,devincenzii,Parodi,tax_nov,spec.,"Revista Mus. La Plata, Secc. Bot. 1: 242, fig. 8. 1937 ","Revista Mus. La Plata, Secc. Bot.",1937,"1: 242, fig. 8",1360-2,NA,NA,NA,NA,"Uruguay, Brazil (Rio Grande do Sul) &amp; Argentina Corrientes",NA,184261-2,NA,NA,www.ipni.org/n/184261-2,IPNI
Paspalum dissitiflorum,Poaceae,Paspalum,dissitiflorum,Trin.,tax_nov,spec.,Gram. Panic. [Trinius] 92. 1826 ,Gram. Panic. [Trinius],1826,92,146-2,NA,NA,NA,NA,Brazil (Southern America),NA,184273-2,NA,NA,www.ipni.org/n/184273-2,IPNI
Paspalum dusenii,Poaceae,Paspalum,dusenii,Hack.,tax_nov,spec.,"Ark. Bot. 9, no. 15: 3. 1910 ",Ark. Bot.,1910,"9, no. 15: 3",536-2,NA,NA,NA,NA,Brazil (Southern America),NA,184285-2,NA,NA,www.ipni.org/n/184285-2,IPNI
Paspalum erythrochaetum,Poaceae,Paspalum,erythrochaetum,Mez,tax_nov,spec.,Repert. Spec. Nov. Regni Veg. 15: 32. 1917 ,Repert. Spec. Nov. Regni Veg.,1917,15: 32,788-2,NA,NA,NA,NA,Brazil (Southern America),NA,184305-2,NA,NA,www.ipni.org/n/184305-2,IPNI
Paspalum fissifolium,Poaceae,Paspalum,fissifolium,Raddi,tax_nov,spec.,Agrostogr. Bras. [Raddi] 26. 1823 ,Agrostogr. Bras. [Raddi],1823,26,10486-2,lectotype PI;isolectotype BM;isolectotype FI;isolectotype G photo,Raddi,s.n.,NA,"Rio de Janeiro (Brazil Southeast, Brazil, Southern America)",Invenitur cum Paspalo obtusifolio,414158-1,NA,NA,www.ipni.org/n/414158-1,IPNI
Paspalum formosulum,Poaceae,Paspalum,formosulum,Swallen,tax_nov,spec.,Phytologia 14: 372. 1967 ,Phytologia,1967,14: 372,1034-2,NA,NA,NA,NA,"Minas Gerais (Brazil, Southern America)",NA,184321-2,NA,NA,www.ipni.org/n/184321-2,IPNI
Paspalum griseum,Poaceae,Paspalum,griseum,Hack.,tax_nov,spec.,Bol. Commiss. Geogr. Estado Sao Paulo 10: 37. 1895 ,Bol. Commiss. Geogr. Estado Sao Paulo,1895,10: 37,1350-2,NA,NA,NA,NA,Brazil (Southern America),NA,184350-2,NA,NA,www.ipni.org/n/184350-2,IPNI
Paspalum heterotrichum,Poaceae,Paspalum,heterotrichum,Trin.,tax_nov,spec.,Sp. Gram. [Trinius] 3: t. 285. 1830 [1829-30] ,Sp. Gram. [Trinius],1830,3: t. 285,144-2,holotype LE;isotype US,G.H.von Langsdorff,1060,NA,Brazil (Southern America),NA,326488-2,1829-30,NA,www.ipni.org/n/326488-2,IPNI
Paspalum humigerum,Poaceae,Paspalum,humigerum,Swallen,tax_nov,spec.,Phytologia 14: 362. 1967 ,Phytologia,1967,14: 362,1034-2,NA,NA,NA,NA,"Bahia (Brazil, Southern America)",NA,184379-2,NA,NA,www.ipni.org/n/184379-2,IPNI
Paspalum intonsum,Poaceae,Paspalum,intonsum,Swallen,tax_nov,spec.,Phytologia 14: 370. 1967 ,Phytologia,1967,14: 370,1034-2,NA,NA,NA,NA,"Minas Gerais (Brazil, Southern America)",NA,184396-2,NA,NA,www.ipni.org/n/184396-2,IPNI
Paspalum involutum,Poaceae,Paspalum,involutum,Swallen,tax_nov,spec.,Phytologia 14: 368. 1967 ,Phytologia,1967,14: 368,1034-2,NA,NA,NA,NA,"Minas Gerais (Brazil, Southern America)",NA,184397-2,NA,NA,www.ipni.org/n/184397-2,IPNI
Paspalum jurgensii,Poaceae,Paspalum,jurgensii,Hack.,tax_nov,spec.,Repert. Spec. Nov. Regni Veg. 7: 312. 1909 ,Repert. Spec. Nov. Regni Veg.,1909,7: 312,788-2,NA,NA,NA,NA,Brazil (Southern America),NA,184408-2,NA,NA,www.ipni.org/n/184408-2,IPNI
Paspalum latifolium,Poaceae,Paspalum,latifolium,Spreng.,tax_nov,spec.,"Syst. Veg., ed. 16 [Sprengel] 1: 248. 1824 [dated 1825; publ. in late 1824] ","Syst. Veg., ed. 16 [Sprengel]",1824,1: 248,14620-2,NA,NA,NA,NA,Brazil (Southern America),NA,414334-1,dated 1825; publ. in late 1824,NA,www.ipni.org/n/414334-1,IPNI
Paspalum macroblepharum,Poaceae,Paspalum,macroblepharum,Hack.,tax_nov,spec.,Oesterr. Bot. Z. 51: 196. 1901 ,Oesterr. Bot. Z.,1901,51: 196,768-2,NA,NA,NA,NA,Brazil (Southern America),NA,184456-2,NA,NA,www.ipni.org/n/184456-2,IPNI
Paspalum madorens,Poaceae,Paspalum,madorens,Renvoize,tax_nov,spec.,Kew Bull. 39(1): 179. 1984 [15 May 1984] ,Kew Bull.,1984,39(1): 179,987-2,holotype CEPEC,R.M.Harley et al.,16724,NA,Brazil (Southern America),NA,184462-2,15 May 1984,NA,www.ipni.org/n/184462-2,IPNI
Paspalum mollifolium,Poaceae,Paspalum,mollifolium,Swallen,tax_nov,spec.,Phytologia 14: 369. 1967 ,Phytologia,1967,14: 369,1034-2,NA,NA,NA,NA,"Minas Gerais (Brazil, Southern America)",NA,184490-2,NA,NA,www.ipni.org/n/184490-2,IPNI
Paspalum neesii,Poaceae,Paspalum,neesii,Kunth,tax_nov,spec.,Révis. Gramin. 1: 25. 1829 ,Révis. Gramin.,1829,1: 25,1141-2,null B,F.Sellow,s.n.,NA,Brazil (Southern America),NA,326168-2,NA,nom. nov. for P. angustifolium Nees ex Trin. 1826 (non LeConte 1820),www.ipni.org/n/326168-2,IPNI
Paspalum nitidum,Poaceae,Paspalum,nitidum,Swallen,tax_nov,spec.,Phytologia 14: 358. 1967 ,Phytologia,1967,14: 358,1034-2,NA,NA,NA,NA,"Santa Catarina (Brazil, Southern America)",NA,184502-2,NA,NA,www.ipni.org/n/184502-2,IPNI
Paspalum obtusifolium,Poaceae,Paspalum,obtusifolium,Raddi,tax_nov,spec.,Agrostogr. Bras. [Raddi] 23. 1823 ,Agrostogr. Bras. [Raddi],1823,23,10486-2,lectotype PI;isolectotype BM;isolectotype FI,Raddi,s.n.,NA,"Rio de Janeiro (Brazil Southeast, Brazil, Southern America)",Invenitur cum seguenti in herbosis et humidiusculis locis prope Rio-janeiro,414485-1,NA,NA,www.ipni.org/n/414485-1,IPNI
Paspalum parallelum,Poaceae,Paspalum,parallelum,Mez,tax_nov,spec.,Repert. Spec. Nov. Regni Veg. 15: 63. 1917 ,Repert. Spec. Nov. Regni Veg.,1917,15: 63,788-2,NA,NA,NA,NA,Brazil (Southern America),NA,184534-2,NA,NA,www.ipni.org/n/184534-2,IPNI
Paspalum peresii,Poaceae,Paspalum,peresii,G.A.Black,tax_nov,spec.,Bol. Tecn. Inst. Agron. N. no. 20: 35. 1950 ,Bol. Tecn. Inst. Agron. N.,1950,no. 20: 35,860-2,NA,NA,NA,NA,"Maranhao (Brazil, Southern America)",NA,184555-2,NA,NA,www.ipni.org/n/184555-2,IPNI
Paspalum pessum,Poaceae,Paspalum,pessum,Swallen,tax_nov,spec.,Phytologia 14: 366. 1967 ,Phytologia,1967,14: 366,1034-2,NA,NA,NA,NA,"Minas Gerais (Brazil, Southern America)",NA,184546-2,NA,NA,www.ipni.org/n/184546-2,IPNI
Paspalum phonoliticum,Poaceae,Paspalum,phonoliticum,Ridl.,tax_nov,spec.,"J. Linn. Soc., Bot. 27: 68, pl. 4. 1890 ","J. Linn. Soc., Bot.",1890,"27: 68, pl. 4",682-2,NA,NA,NA,NA,Brazil (Southern America),NA,184550-2,NA,NA,www.ipni.org/n/184550-2,IPNI
Paspalum polyneuron,Poaceae,Paspalum,polyneuron,Mez,tax_nov,spec.,Repert. Spec. Nov. Regni Veg. 15: 63. 1917 ,Repert. Spec. Nov. Regni Veg.,1917,15: 63,788-2,lectotype B,Mendonca,832,NA,Brazil (Southern America),NA,184595-2,NA,NA,www.ipni.org/n/184595-2,IPNI
Paspalum pruinosum,Poaceae,Paspalum,pruinosum,Hack.,tax_nov,spec.,Repert. Spec. Nov. Regni Veg. 7: 311. 1909 ,Repert. Spec. Nov. Regni Veg.,1909,7: 311,788-2,NA,NA,NA,NA,Brazil (Southern America),NA,184609-2,NA,NA,www.ipni.org/n/184609-2,IPNI
Paspalum ramosum,Poaceae,Paspalum,ramosum,Swallen,tax_nov,spec.,Phytologia 14: 380. 1967 ,Phytologia,1967,14: 380,1034-2,NA,NA,NA,NA,"Rio Grande do Sul (Brazil, Southern America)",NA,184635-2,NA,NA,www.ipni.org/n/184635-2,IPNI
Paspalum reticulatum,Poaceae,Paspalum,reticulatum,Hack.,tax_nov,spec.,Oesterr. Bot. Z. 51: 199. 1901 ,Oesterr. Bot. Z.,1901,51: 199,768-2,NA,NA,NA,NA,Brazil (Southern America),NA,184646-2,NA,NA,www.ipni.org/n/184646-2,IPNI
Paspalum rigens,Poaceae,Paspalum,rigens,Swallen,tax_nov,spec.,Phytologia 14: 369. 1967 ,Phytologia,1967,14: 369,1034-2,NA,NA,NA,NA,"Minas Gerais (Brazil, Southern America)",NA,184648-2,NA,NA,www.ipni.org/n/184648-2,IPNI
Paspalum sericatum,Poaceae,Paspalum,sericatum,Swallen,tax_nov,spec.,Phytologia 14: 371. 1967 ,Phytologia,1967,14: 371,1034-2,NA,NA,NA,NA,"Minas Gerais (Brazil, Southern America)",NA,184673-2,NA,NA,www.ipni.org/n/184673-2,IPNI
Paspalum simile,Poaceae,Paspalum,simile,Mez,tax_nov,spec.,Repert. Spec. Nov. Regni Veg. 15: 70. 1917 ,Repert. Spec. Nov. Regni Veg.,1917,15: 70,788-2,NA,NA,NA,NA,Brazil (Southern America),NA,184689-2,NA,NA,www.ipni.org/n/184689-2,IPNI
Paspalum sincoranum,Poaceae,Paspalum,sincoranum,Mez,tax_nov,spec.,"Bot. Jahrb. Syst. 56(4, Beibl. 125): 9. 1921 [18 Feb 1921] ",Bot. Jahrb. Syst.,1921,"56(4, Beibl. 125): 9",553-2,NA,NA,NA,NA,Brazil (Southern America),NA,184692-2,18 Feb 1921,NA,www.ipni.org/n/184692-2,IPNI
Paspalum telmatus,Poaceae,Paspalum,telmatus,Swallen,tax_nov,spec.,Phytologia 14: 388. 1967 ,Phytologia,1967,14: 388,1034-2,NA,NA,NA,NA,"Mato Grosso (Brazil, Southern America)",NA,184711-2,NA,NA,www.ipni.org/n/184711-2,IPNI
Paspalum triglochinoides,Poaceae,Paspalum,triglochinoides,Mez,tax_nov,spec.,Repert. Spec. Nov. Regni Veg. 15: 61. 1917 ,Repert. Spec. Nov. Regni Veg.,1917,15: 61,788-2,NA,NA,NA,NA,"Amazonas (Brazil, Southern America)",NA,184724-2,NA,NA,www.ipni.org/n/184724-2,IPNI
Paspalum ulei,Poaceae,Paspalum,ulei,Hack.,tax_nov,spec.,Oesterr. Bot. Z. 51: 240. 1901 ,Oesterr. Bot. Z.,1901,51: 240,768-2,NA,NA,NA,NA,Brazil (Southern America),NA,184730-2,NA,NA,www.ipni.org/n/184730-2,IPNI
Paspalum uninode,Poaceae,Paspalum,uninode,Hack.,tax_nov,spec.,"Denkschr. Kaiserl. Akad. Wiss., Wien. Math.-Naturwiss. Kl. 79: 67. 1908 ","Denkschr. Kaiserl. Akad. Wiss., Wien. Math.-Naturwiss. Kl.",1908,79: 67,610-2,NA,NA,NA,NA,"Sao Paulo (Brazil, Southern America)",NA,184736-2,NA,NA,www.ipni.org/n/184736-2,IPNI
Paspalum vescum,Poaceae,Paspalum,vescum,Swallen,tax_nov,spec.,Phytologia 14: 364. 1967 ,Phytologia,1967,14: 364,1034-2,NA,NA,NA,NA,"Minas Gerais (Brazil, Southern America)",NA,184752-2,NA,NA,www.ipni.org/n/184752-2,IPNI
Poa ligularis,Poaceae,Poa,ligularis,Steud.,tax_nov,spec.,Syn. Pl. Glumac. [Steudel] 1(3): 257. 1854 [1855 publ. 12-13 Apr 1854] ,Syn. Pl. Glumac. [Steudel],1854,1(3): 257,8010-2,lectotype K,C.R.Darwin,s.n.,NA,Brazil (Southern America),NA,283390-2,1855 publ. 12-13 Apr 1854,NA,www.ipni.org/n/283390-2,IPNI
Poa squarrosa,Poaceae,Poa,squarrosa,Salzm. ex Steud.,tax_nov,spec.,Syn. Pl. Glumac. [Steudel] 1(3): 274. 1854 [1855 publ. 12-13 Apr 1854] ,Syn. Pl. Glumac. [Steudel],1854,1(3): 274,8010-2,NA,P.Salzmann,s.n.,NA,"Bahia (Brazil, Southern America)",NA,320734-2,1855 publ. 12-13 Apr 1854,later homonym (non Licht. ex Roem. & Schult. 1817),www.ipni.org/n/320734-2,IPNI
Poa sublivida,Poaceae,Poa,sublivida,Larrañaga,tax_nov,spec.,Escritos Damaso Antonio Larranaga 1: 409. 1922 Pub. Inst. Hist. Geog. Uruguay,Escritos Damaso Antonio Larranaga,1922,1: 409,1322-2,NA,NA,NA,NA,Brazil (Southern America),NA,204493-2,NA,NA,www.ipni.org/n/204493-2,IPNI
Poa tremula,Poaceae,Poa,tremula,Lam.,tax_nov,spec.,Tabl. Encycl. 1: 185. 1791 ,Tabl. Encycl.,1791,1: 185,3462-2,null P,Roussillon,s.n.,NA,"Naturalized in the New World (Brazil), Senegal (West Tropical Africa, Africa)",NA,322556-2,NA,[Gandhi 16 Mar 2002; NON GCI],www.ipni.org/n/322556-2,IPNI
Pogochloa brasiliensis,Poaceae,Pogochloa,brasiliensis,S.Moore,tax_nov,spec.,"Trans. Linn. Soc. London, Bot. ser. 2, 4: 509, pl. 37, figs. 9-23. 1895 ","Trans. Linn. Soc. London, Bot.",1895,"ser. 2, 4: 509, pl. 37, figs. 9-23",1084-2,NA,NA,NA,NA,Brazil (Southern America),NA,204714-2,NA,NA,www.ipni.org/n/204714-2,IPNI
Poidium brasilense,Poaceae,Poidium,brasilense,Nees,tax_nov,spec.,"Intr. Nat. Syst. Bot., ed. 2. 450. 1836 [Jul ? 1836] ","Intr. Nat. Syst. Bot., ed. 2.",1836,450,19640-2,NA,NA,NA,NA,Brazil (Southern America),NA,204823-2,Jul ? 1836,Nees provided a single description and simultaneously validated the names Poidium Nees and P. brasilense Nees (see Shenzhen Code Art. 38.5),www.ipni.org/n/204823-2,IPNI
Sacciolepis polystachis,Poaceae,Sacciolepis,polystachis,Mez ex Luetzelb.,tax_nov,spec.,Estud. Bot. Nordéste 3: 161. 1923 Nomen; Insp. Fed. Obras Secc. Publ. 57,Estud. Bot. Nordéste,1923,3: 161,16335-2,NA,NA,NA,NA,Brazil (Southern America),NA,225089-2,NA,NA,www.ipni.org/n/225089-2,IPNI
Setaria dura,Poaceae,Setaria,dura,R.A.W.Herrm.,tax_nov,spec.,Beitr. Biol. Pflanzen 10: 43. 1910 ,Beitr. Biol. Pflanzen,1910,10: 43,1816-2,lectotype B;isotype BAA;isotype US,F.Sellow,241,NA,"Brazil, Paraguay, Minas Gerais (Brazil, Southern America)",NA,235177-2,NA,NA,www.ipni.org/n/235177-2,IPNI
Setaria glaziovii,Poaceae,Setaria,glaziovii,Hack.,tax_nov,spec.,Oesterr. Bot. Z. 51: 460. 1901 ,Oesterr. Bot. Z.,1901,51: 460,768-2,NA,NA,NA,NA,"Goiás (Brazil, Southern America)",NA,235192-2,NA,NA,www.ipni.org/n/235192-2,IPNI
Sporobolus metallicola,Poaceae,Sporobolus,metallicola,Longhi-Wagner & Boechat,tax_nov,spec.,"Acta Bot. Brasil. 7(2): 150, fig. 1993 , as 'metallicolus'",Acta Bot. Brasil.,1993,"7(2): 150, fig",1225-2,holotype MBM;isotype R;isotype UB;isotype US,H.S.Irwin et al.,28813,NA,"Ca. 10 km W de barao de Cocais, Serra do Caraca, Minas Gerais (Brazil, Southern America)",NA,302145-2,NA,NA,www.ipni.org/n/302145-2,IPNI
Stipa intermedia,Poaceae,Stipa,intermedia,Trin. & Rupr.,tax_nov,spec.,"Sp. Gram. Stipac. 26. 1842 ; preprint of Mém. Acad. Imp. Sci. Saint-Pétersbourg, Sér. 6, Sci. Math., Seconde Pt. Sci. Nat. 7(2, Bot.): 26. Mar 1843; this is vol. 5 of the Sci. Nat. series.",Sp. Gram. Stipac.,1842,26.,11645-2,null LE?,F.Sellow,784,NA,Brazil (Southern America),NA,326471-2,NA,NA,www.ipni.org/n/326471-2,IPNI
Stipa jurgensii,Poaceae,Stipa,jurgensii,Hack.,tax_nov,spec.,Repert. Spec. Nov. Regni Veg. 7: 314. 1909 ,Repert. Spec. Nov. Regni Veg.,1909,7: 314,788-2,NA,NA,NA,NA,Brazil (Southern America),NA,246064-2,NA,NA,www.ipni.org/n/246064-2,IPNI
Stipa quinquenervis,Poaceae,Stipa,quinquenervis,Hack.,tax_nov,spec.,Verh. K.K. Zool.-Bot. Ges. Wien 65: 73. 1915 ,Verh. K.K. Zool.-Bot. Ges. Wien,1915,65: 73,5616-2,NA,NA,NA,NA,"Rio Grande do Sul (Brazil South, Brazil, Southern America)",NA,246286-2,NA,NA,www.ipni.org/n/246286-2,IPNI
Stipa wurdackii,Poaceae,Stipa,wurdackii,Tovar,tax_nov,spec.,"Phytologia 47: 445, fig. 1981 ",Phytologia,1981,"47: 445, fig",1034-2,holotype US,J.J.Wurdack,1152,NA,"Amazonas (Brazil, Southern America)",NA,285682-2,NA,NA,www.ipni.org/n/285682-2,IPNI
Strephium distichophyllum,Poaceae,Strephium,distichophyllum,Schrad. ex Nees,tax_nov,spec.,Fl. Bras. Enum. Pl. 2(1): 298. 1829 ,Fl. Bras. Enum. Pl.,1829,2(1): 298,1544-2,lectotype B;isolectotype US 2942618,Herb. Nees,285,NA,"Bahia (Brazil Northeast, Brazil, Southern America)",NA,1006774-1,NA,NA,www.ipni.org/n/1006774-1,IPNI
Condilorachia juergensii,Poaceae,Condilorachia,juergensii,"(Hack.) P.M.Peterson, Romasch. & Soreng",NA,Species,J. Syst. Evol. 60: 586 (2021),NA,2021,NA,NA,NA,NA,NA,NA,NA,NA,77308398-1,NA,NA,https://powo.science.kew.org/taxon/77308398-1,POWO
Danthonia cernua,Poaceae,Danthonia,cernua,Döll,NA,Species,"C.F.P.von Martius & auct. suc. (eds.), Fl. Bras. 2(3): 101 (1878)",NA,1878,NA,NA,NA,NA,NA,NA,NA,NA,397495-1,NA,NA,https://powo.science.kew.org/taxon/397495-1,POWO
Poidium latifolium,Poaceae,Poidium,latifolium,"(Essi, Souza-Chies & Longhi-Wagner) L.N.Silva",NA,Species,J. Syst. Evol. 60: 708 (2021),NA,2021,NA,NA,NA,NA,NA,NA,NA,NA,77315570-1,NA,NA,https://powo.science.kew.org/taxon/77315570-1,POWO
Poidium serranum,Poaceae,Poidium,serranum,(L.N.Silva) L.N.Silva,NA,Species,J. Syst. Evol. 60: 708 (2021),NA,2021,NA,NA,NA,NA,NA,NA,NA,NA,77315571-1,NA,NA,https://powo.science.kew.org/taxon/77315571-1,POWO
Sorghastrum chaseae,Poaceae,Sorghastrum,chaseae,Swallen,NA,Species,Phytologia 14: 96 (1966),NA,1966,NA,NA,NA,NA,NA,NA,NA,NA,422039-1,NA,NA,https://powo.science.kew.org/taxon/422039-1,POWO
Boldrinia parodiana,Poaceae,Boldrinia,parodiana,"(Roseng., B.R.Arrill. & Izag.) L.N.Silva",NA,Species,J. Syst. Evol. 60: 704 (2021),NA,2021,NA,NA,NA,NA,NA,NA,NA,NA,77309828-1,NA,NA,https://powo.science.kew.org/taxon/77309828-1,POWO
