name,family,genus,species,authors,citationType,rank,reference,publication,publicationYear,referenceCollation,publicationId,typeLocations,collectorTeam,collectionNumber,collectionDate1,distribution,locality,id,publicationYearNote,remarks,url,source
Cybianthus glomerulatus,Primulaceae,Cybianthus,glomerulatus,(A.C.Sm.) G.Agostini,NA,Species,Acta Biol. Venez. 10: 159 (1980),NA,1980,NA,NA,NA,NA,NA,NA,NA,NA,73501-2,NA,NA,https://powo.science.kew.org/taxon/73501-2,POWO
Cybianthus punctatus,Primulaceae,Cybianthus,punctatus,(Mez) G.Agostini,NA,Species,Acta Biol. Venez. 10: 155 (1980),NA,1980,NA,NA,NA,NA,NA,NA,NA,NA,73551-2,NA,NA,https://powo.science.kew.org/taxon/73551-2,POWO
Ardisia albovirens,Primulaceae,Ardisia,albovirens,Mez,NA,Species,Repert. Spec. Nov. Regni Veg. 16: 311 (1920),NA,1920,NA,NA,NA,NA,NA,NA,NA,NA,18028-2,NA,NA,https://powo.science.kew.org/taxon/18028-2,POWO
Cybianthus leprieurii,Primulaceae,Cybianthus,leprieurii,G.Agostini,NA,Species,Acta Biol. Venez. 10: 159 (1980),NA,1980,NA,NA,NA,NA,NA,NA,NA,NA,295544-2,NA,NA,https://powo.science.kew.org/taxon/295544-2,POWO
Cybianthus grandifolius,Primulaceae,Cybianthus,grandifolius,(Mez) G.Agostini,NA,Species,Acta Biol. Venez. 10: 159 (1980),NA,1980,NA,NA,NA,NA,NA,NA,NA,NA,73505-2,NA,NA,https://powo.science.kew.org/taxon/73505-2,POWO
Stylogyne ardisioides,Primulaceae,Stylogyne,ardisioides,(Kunth) Mez,NA,Species,"H.G.A.Engler (ed.), Pflanzenr., IV, 236: 276 (1902)",NA,1902,NA,NA,NA,NA,NA,NA,NA,NA,247441-2,NA,NA,https://powo.science.kew.org/taxon/247441-2,POWO
Cybianthus densicoma,Primulaceae,Cybianthus,densicoma,Mart.,NA,Species,Herb. Fl. Bras.: 260 (1841),NA,1841,NA,NA,NA,NA,NA,NA,NA,NA,588100-1,NA,NA,https://powo.science.kew.org/taxon/588100-1,POWO
Ardisia pyramidalis,Primulaceae,Ardisia,pyramidalis,(Cav.) Pers.,NA,Species,Syn. Pl. 1: 233 (1805),NA,1805,NA,NA,NA,NA,NA,NA,NA,NA,587489-1,NA,NA,https://powo.science.kew.org/taxon/587489-1,POWO
Cybianthus comperuvianus,Primulaceae,Cybianthus,comperuvianus,Pipoly,NA,Species,Sida 18: 47 (1998),NA,1998,NA,NA,NA,NA,NA,NA,NA,NA,316558-2,NA,NA,https://powo.science.kew.org/taxon/316558-2,POWO
Samolus parviflorus,Primulaceae,Samolus,parviflorus,Raf.,NA,Species,Amer. Monthly Mag. & Crit. Rev. 2: 176 (1818),NA,1818,NA,NA,NA,NA,NA,NA,NA,NA,702845-1,NA,NA,https://powo.science.kew.org/taxon/702845-1,POWO
