name,family,genus,species,authors,citationType,rank,reference,publication,publicationYear,referenceCollation,publicationId,typeLocations,collectorTeam,collectionNumber,collectionDate1,distribution,locality,id,bhlLink,publicationYearNote,remarks,url,source,doi
Selaginella erythrospora,Selaginellaceae,Selaginella,erythrospora,Silveira,tax_nov,spec.,"Bol. Commiss. Geogr. Estado Sao Paulo 2(5): 126, t.11, f.4. 1898 ",Bol. Commiss. Geogr. Estado Sao Paulo,1898,"2(5): 126, t.11, f.4",1350-2,NA,NA,NA,NA,"Minas Gerais (Brazil, Southern America)",NA,232084-2,NA,NA,NA,www.ipni.org/n/232084-2,IPNI,NA
Selaginella fusca,Selaginellaceae,Selaginella,fusca,Silveira,tax_nov,spec.,"Bol. Commiss. Geogr. Estado Sao Paulo 2(5): 123, t.11, f.1. 1898 ",Bol. Commiss. Geogr. Estado Sao Paulo,1898,"2(5): 123, t.11, f.1",1350-2,NA,NA,NA,NA,"Minas Gerais (Brazil, Southern America)",NA,232102-2,NA,NA,NA,www.ipni.org/n/232102-2,IPNI,NA
Selaginella geminata,Selaginellaceae,Selaginella,geminata,Fée,tax_nov,spec.,"Crypt. Vasc. Bresil 2: 100, t.108, f.4. 1873 ",Crypt. Vasc. Bresil,1873,"2: 100, t.108, f.4",7203-2,NA,NA,NA,NA,Brazil (Southern America),Habitat in Brasilia fluminensi ... Serra os Orgaos,60471911-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1873&rft.spage=100&rft.volume=2&rft_id=http://www.biodiversitylibrary.org/bibliography/110137&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,www.ipni.org/n/60471911-2,IPNI,NA
Selaginella glaziovii,Selaginellaceae,Selaginella,glaziovii,Fée,tax_nov,spec.,"Crypt. Vasc. Bresil 1: 232, t.75, f.4. 1869 , as 'Glaziovi'",Crypt. Vasc. Bresil,1869,"1: 232, t.75, f.4",7203-2,NA,NA,NA,NA,Brazil (Southern America),Habitat in Rio-Janeiro,60472100-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1869&rft.spage=232&rft.volume=1&rft_id=http://www.biodiversitylibrary.org/bibliography/110137&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,The published epithet Glaziovi corrected to glaziovii (see Melbourne Code Art. 60.7 Ex. 15),www.ipni.org/n/60472100-2,IPNI,NA
Selaginella henriqueana,Selaginellaceae,Selaginella,henriqueana,Silveira,tax_nov,spec.,"Bol. Commiss. Geogr. Estado Sao Paulo 2(5): 123, t.10, f.2. 1898 ",Bol. Commiss. Geogr. Estado Sao Paulo,1898,"2(5): 123, t.10, f.2",1350-2,NA,NA,NA,NA,"Minas Gerais (Brazil, Southern America)",NA,232115-2,NA,NA,NA,www.ipni.org/n/232115-2,IPNI,NA
Selaginella macrorhiza,Selaginellaceae,Selaginella,macrorhiza,Silveira,tax_nov,spec.,"Bol. Commiss. Geogr. Estado Sao Paulo 2(5): 122, t.10, f.1. 1898 , as macrohyza; Silveira, Fl. Montium, 2: 87, tab. 38.  1931",Bol. Commiss. Geogr. Estado Sao Paulo,1898,"2(5): 122, t.10, f.1",1350-2,NA,NA,NA,NA,"Minas Gerais (Brazil, Southern America)",NA,232163-2,NA,NA,NA,www.ipni.org/n/232163-2,IPNI,NA
Selaginella mosenii,Selaginellaceae,Selaginella,mosenii,Hieron.,tax_nov,spec.,Nat. Pflanzenfam. [Engler & Prantl] 1(4): 709. 1901 ,Nat. Pflanzenfam. [Engler & Prantl],1901,1(4): 709,14495-2,NA,NA,NA,NA,Brazil (Southern America),NA,232188-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1901&rft.issue=4&rft.spage=709&rft.volume=1&rft_id=http://www.biodiversitylibrary.org/bibliography/4635&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,www.ipni.org/n/232188-2,IPNI,NA
Selaginella papagaiensis,Selaginellaceae,Selaginella,papagaiensis,Silveira,tax_nov,spec.,"Bol. Commiss. Geogr. Estado Sao Paulo 2(5): 125, t.12, f.2. 1898 ",Bol. Commiss. Geogr. Estado Sao Paulo,1898,"2(5): 125, t.12, f.2",1350-2,NA,NA,NA,NA,"Minas Gerais (Brazil, Southern America)",NA,232214-2,NA,NA,NA,www.ipni.org/n/232214-2,IPNI,NA
Selaginella polysperma,Selaginellaceae,Selaginella,polysperma,Spring,tax_nov,spec.,Bull. Acad. Roy. Sci. Bruxelles 10(1): 138. 1843 ,Bull. Acad. Roy. Sci. Bruxelles,1843,10(1): 138,873-2,NA,NA,NA,NA,Brazil (Southern America),NA,60467451-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1843&rft.issue=1&rft.spage=138&rft.volume=10&rft_id=http://www.biodiversitylibrary.org/bibliography/5550&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,www.ipni.org/n/60467451-2,IPNI,NA
Selaginella psittacorrhyncha,Selaginellaceae,Selaginella,psittacorrhyncha,Valdespino,tax_nov,spec.,Phytoneuron 2017-63: 2. [27 Sep 2017] [epublished],Phytoneuron,2017,2017-63: 2,20011729-1,holotype NY;isotype PMA,"B.Maguire, J.J.Wurdack &amp; G.S.Bunting",37298,15 Jan 1954,"Venezuela (Northern South America, Southern America);Amazonas (Brazil North, Brazil, Southern America);","Venezuela: Amazonas. [Depto. Río Negro], Cerro de la Neblina, Río Yatua, 4–8 km SW of Cumbre Camp, 1850–1900 m",77174781-1,NA,27 Sep 2017,NA,www.ipni.org/n/77174781-1,IPNI,NA
Selaginella rubescens,Selaginellaceae,Selaginella,rubescens,Hieron.,tax_nov,spec.,Hedwigia 43: 236. 1904 ,Hedwigia,1904,43: 236,661-2,NA,NA,NA,NA,Brazil (Southern America),NA,232258-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1904&rft.spage=236&rft.volume=43&rft_id=http://www.biodiversitylibrary.org/bibliography/698&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,www.ipni.org/n/232258-2,IPNI,NA
Selaginella urbani,Selaginellaceae,Selaginella,urbani,Hieron.,tax_nov,spec.,Nat. Pflanzenfam. [Engler & Prantl] 1(4): 709. 1901 ,Nat. Pflanzenfam. [Engler & Prantl],1901,1(4): 709,14495-2,NA,NA,NA,NA,Brazil (Southern America),NA,232334-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1901&rft.issue=4&rft.spage=709&rft.volume=1&rft_id=http://www.biodiversitylibrary.org/bibliography/4635&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,www.ipni.org/n/232334-2,IPNI,NA
Selaginella wettsteinii,Selaginellaceae,Selaginella,wettsteinii,Hieron.,tax_nov,spec.,"Denkschr. Kaiserl. Akad. Wiss., Wien. Math.-Naturwiss. Kl. 79: 60, pl. 10. 1908 ","Denkschr. Kaiserl. Akad. Wiss., Wien. Math.-Naturwiss. Kl.",1908,"79: 60, pl. 10",610-2,NA,NA,NA,NA,Brazil (Southern America),NA,232350-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1908&rft.spage=60&rft.volume=79&rft_id=http://www.biodiversitylibrary.org/bibliography/6733&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,www.ipni.org/n/232350-2,IPNI,NA
Selaginella wielewskii,Selaginellaceae,Selaginella,wielewskii,Hieron.,tax_nov,spec.,Hedwigia 43: 234. 1904 ,Hedwigia,1904,43: 234,661-2,NA,NA,NA,NA,Brazil (Southern America),NA,232351-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1904&rft.spage=234&rft.volume=43&rft_id=http://www.biodiversitylibrary.org/bibliography/698&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,www.ipni.org/n/232351-2,IPNI,NA
Selaginella ypirangensis,Selaginellaceae,Selaginella,ypirangensis,Hieron.,tax_nov,spec.,"Beih. Bot. Centralbl., Abt. 2. 39: 253. 1922 ","Beih. Bot. Centralbl., Abt. 2.",1922,39: 253,20012157-2,NA,NA,NA,NA,Brazil (Southern America),NA,232358-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1922&rft.spage=253&rft.volume=39&rft_id=http://www.biodiversitylibrary.org/bibliography/4893&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,www.ipni.org/n/232358-2,IPNI,NA
Selaginella panurensis,Selaginellaceae,Selaginella,panurensis,Baker,NA,Species,J. Bot. 21: 97 (1883),NA,1883,NA,NA,NA,NA,NA,NA,NA,NA,232213-2,NA,NA,NA,https://powo.science.kew.org/taxon/232213-2,POWO,NA
